#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      60311.557      29.553273      51706.394      26.620355      72117.498      34.044825
              1      60311.557      29.553273      51706.394      26.620355      72117.498      34.044825
