# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      340.81564       2.599972      280.59321      2.2488927      495.89179      3.7975107
              1      1290.4028      5.1998708      1065.2912      4.5083803      1799.9503      7.2579835
              2      1847.5907      6.9047953      1589.8855      6.1737757      2333.7753      8.7962412
              3      2047.7073      7.3623233      1817.4902      6.5883534      2491.9399      9.0929276
              4       2068.874      7.4266862      1819.5141      6.6516937      2472.5941       8.804348
              5      2025.8231      7.5780743      1771.3001      6.7465855      2400.2386       8.914952
              6      1922.4864      7.2335455      1673.9608      6.4154841      2266.2598       8.453885
              7        1846.05      6.7421426      1602.2197      6.0111611      2170.0553      7.7500898
              8      1749.6705      6.6560048      1515.4029      5.9367746      2052.1242      7.6075264
              9      1645.3316      6.1279684      1421.9481      5.4429855      1928.3509      7.0098929
             10       1565.934      5.8796048      1351.2838      5.2289853      1833.5966      6.6833761
             11      1490.4553       5.759486      1284.4584      5.1150451      1744.7739      6.5625553
             12      1405.2072      5.5556212      1209.1782       4.955937      1645.6759      6.2864851
             13       1344.816       5.581158      1156.4808      4.9769451      1573.9974      6.2786136
             14       1274.416      5.5519511      1095.7333      4.9817567      1490.0856      6.1902561
             15      1220.5145       5.076764      1048.4414      4.5340368      1427.6588      5.7131976
             16      1160.6881      4.8859108      995.64828      4.3508139      1359.5603      5.5102407
             17      1111.9503      4.6174441      952.91693      4.1220464      1303.2551      5.1716618
             18      1064.1323      4.5593941      911.48576      4.0707449      1247.5407       5.120117
             19      1018.5633      4.5615133      872.65502       4.091655      1192.9247      5.0762629
             20      977.66556       4.296952      836.15574      3.8198829      1147.5227      4.8378616
             21      930.38708      4.0076632       794.6289      3.5581283      1094.0687      4.5189023
             22        904.299      4.1932644      773.18379      3.7315752      1061.2944      4.7281452
             23      869.40779      4.0885755      742.91326      3.6537002      1020.9265       4.590747
             24      831.03468      3.8281875       709.2939      3.4008234      977.63216      4.3289489
             25      801.03972      3.8253254      684.52448      3.4046566      940.41252      4.4114039
             26      776.76237      3.8409751      663.02575      3.4312195      913.41404      4.2854139
             27      743.94871      3.7515975      634.62221      3.3522244      875.52184      4.1935883
             28      720.96693      3.8080986      614.88127      3.4116442      848.54086      4.2274982
             29       697.1398      3.5944689      594.29849       3.225303      821.57049      4.1129532
             30      672.24481      3.5349216      572.79443      3.1184597      792.92505       4.141669
             31      654.72744      3.4339989      558.36276      3.0757728      772.67244      3.9663368
             32      630.19843      3.3063676      537.01939      2.9557326      744.75498      3.8294653
             33      608.97582      3.5980042      519.02452      3.2191015      720.29418      4.1720671
             34      589.87985      3.3373818      502.20092      2.9049992      698.35635       3.905221
             35      571.79391       3.197604      486.57247      2.8022542      677.07003      3.6830708
             36      546.15718      2.9643755        463.898      2.5504124      648.26953      3.5204883
             37      526.91933      3.0031276      447.27924      2.6114761      625.54054      3.5000759
             38      511.27642      2.9346824      433.98076      2.5704942      606.94604      3.3994161
             39      498.91743      2.9749751      423.16035       2.588082       592.6581      3.4726041
             40      479.76597      2.9836005      406.34398      2.5688472      570.91543      3.5418868
             41      466.63535      2.9593625      394.71998      2.5787202      556.22335      3.4389171
             42      446.34584      2.7230799      377.65256      2.3801691      531.75632      3.1410208
             43      429.75619      2.6894139      362.78879      2.3168067      513.43959       3.173201
             44      415.19744      2.7026875      350.77802      2.3567168      495.47601      3.1459746
             45      403.78774      2.6038478      340.67828      2.2722128      482.67169      3.0418892
             46      389.06653      2.7861726      328.01932      2.4307269      465.45156      3.2245333
             47      372.86839      2.5270782      314.37848       2.213938      445.99154      2.9041941
             48      355.53773      2.3130474      299.24043      2.0224995       426.1913      2.6782089
             49      343.63627      2.2731981      289.13134      1.9865695      412.06162      2.6349431
             50      343.63627      2.2731981      289.13134      1.9865695      412.06162      2.6349431
