#    pt_j1-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       228.4152      1.8605997      195.76605      1.6455893      335.99824      2.7876255
              1      1291.4374       4.912156      1064.0354      4.2018801      1826.5387      7.0823824
              2      1945.9055      7.0107276      1670.3346      6.1972952      2437.2663      9.0229535
              3      2115.6218      7.7182528      1878.3098      6.9323404      2550.3443      9.3349135
              4       2094.019      7.4253953      1841.6878      6.6174543      2488.6764      8.8707551
              5       2036.467      7.6162482      1782.5783      6.8132504      2397.7545       8.849463
              6      1936.0393      7.2277964      1687.3373      6.4287143      2270.9377      8.3824164
              7      1828.1181        6.86119      1588.8038      6.0962484      2138.5853      7.8918519
              8      1712.4342      6.5017136      1484.7866      5.7670781      2001.1393      7.4588067
              9      1630.6065      6.5084935      1411.6976      5.7901534      1903.2043      7.4079189
             10      1525.6132      5.9005184      1318.5068      5.2722681      1780.6456      6.6422994
             11      1450.1522        5.69207      1252.1956      5.0582882      1690.8293      6.4919013
             12      1383.0266      5.8002842      1192.2025        5.16759      1614.2311      6.5424487
             13      1314.0089      5.5658895      1132.1077      4.9655961      1532.9061      6.2674212
             14      1250.0981        5.19111      1075.3673      4.6300226      1460.2992      5.8265948
             15      1182.7427      4.9668376      1016.7495      4.4210368      1382.0174      5.5970579
             16       1137.224      4.8280086       977.5579      4.3077975      1327.7026      5.4157084
             17      1083.7963      4.5156614      930.24542      4.0063469      1267.6502       5.113904
             18      1031.5275      4.4021103      885.37276      3.9079598       1205.804      5.0673064
             19      995.21554      4.4368668      853.25223      4.0036946      1165.1059      4.9127277
             20      956.67732      4.3408465      819.55281      3.8661648      1120.6278      4.8702219
             21       919.9358      4.3144021      788.19396      3.8355182      1076.9414      4.8778243
             22      887.64731      4.3852367      760.04403      3.9148224      1040.0495      4.9066775
             23       853.9503      3.8313829      730.00683      3.4296299      1002.7584      4.2653173
             24      822.24697      4.1092411      702.73194      3.6870799      965.98358      4.5746712
             25      786.67383      3.7713455       671.7988      3.3474118      924.85839      4.2509457
             26      765.78644      3.7359692      654.24045      3.3531777       899.5562      4.1483461
             27      739.49011      3.6096547      631.47732      3.2338009      869.24325      4.0442371
             28      714.27578      3.6868412      609.87792      3.2915027      839.65334      4.1295612
             29      683.80031      3.7416278      583.19727      3.2528074      805.60843      4.5379129
             30      664.27687      3.5480879      566.73339      3.1845765      782.99115      4.0561808
             31       644.3155      3.6461518      549.78205      3.2500179      760.16887      4.2545217
             32      624.45135      3.2864957      532.38367      2.9050676       737.9534       3.858977
             33      606.21264      3.5281485      517.04011      3.1109316      716.11334      4.0870436
             34      578.72729      2.9290823      492.92884      2.5567964      684.55166      3.4074336
             35      561.13192      3.1540215      477.20271      2.7554259      664.93887      3.6490253
             36      545.83409      3.0633963      463.97118      2.6876701      646.99526      3.5443493
             37      525.52918      2.7489512      445.61575      2.3658801      624.83633      3.2501364
             38      512.67236      3.0078007      435.04607      2.6272513      608.68151      3.4956748
             39      493.28337      2.9018863      417.92641       2.504556      586.78671      3.4068537
             40      481.21684      2.9423233      407.58737      2.5743526      572.48913       3.405838
             41       464.4089       2.873023      393.16302      2.4934263      552.73224      3.3581571
             42      455.85031      3.0285857      384.69532      2.5842238      544.75307      3.5977741
             43       435.0713      2.6311824      367.48167       2.278076      519.17976      3.0751921
             44      418.32639      2.5123289        353.291      2.1807296      499.35521      2.9369006
             45      407.38605      2.6884003       343.7465      2.3321686      486.68869      3.1362897
             46      392.76414       2.774819      331.82071      2.4532023      468.39221      3.2046816
             47      377.23031      2.5709983      318.00063      2.2530976      450.97053      3.0691138
             48      369.95816      2.6705949      311.50981       2.311538      443.04214      3.1218555
             49      353.87425      2.4110309      297.75382      2.1119919      424.25179      2.7863157
             50      353.87425      2.4110309      297.75382      2.1119919      424.25179      2.7863157
