# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0      0.3324373    0.046779278     0.26869852    0.037735031     0.42022707    0.059678344
              1      1.0530815     0.10367967     0.87770778    0.088752413      1.2825577     0.12291225
              2      1.8488316     0.11951199      1.5467339      0.1016205      2.2382028     0.14376178
              3      2.9086695     0.22629765      2.4502345     0.19612828      3.4777743     0.26057839
              4      3.5126328     0.15967038      2.9240695     0.13629998      4.2798665     0.19163009
              5      4.2590692     0.18404268      3.5494965     0.15710017      5.1788478     0.22283498
              6      5.4304045     0.21807851      4.5050948     0.18603551      6.6510192     0.26345254
              7      6.2412952     0.22823681      5.1338441     0.19190406         7.7308     0.28000787
              8       8.358989     0.44414894       6.858759     0.38306678       10.38932     0.51950947
              9      8.4090269     0.29113012      6.9388826     0.25125989      10.360312     0.34483576
             10      9.8952391     0.32494981      8.1253268     0.27758894      12.275981     0.38748955
             11      11.772216     0.38191192      9.7081468     0.32919588      14.522756     0.49303496
             12       11.30856     0.28542698      9.2579179     0.24014075      14.084678     0.34968284
             13      13.235131     0.41364551      10.854906     0.35082072      16.446804     0.49868347
             14      14.170501     0.38185324      11.589061     0.32704991      17.673784     0.45707389
             15      15.348681     0.40925942      12.581194     0.34509975      19.074448     0.49672343
             16      16.297611     0.36322136      13.315297     0.30548062      20.358219     0.45134375
             17      17.806061     0.46775925       14.50954     0.39152938      22.303145     0.56796981
             18       18.89521     0.47852418      15.421011     0.41720386      23.635891      0.5586572
             19      20.214587     0.43462914      16.565111     0.37302854      25.139331     0.52172048
             20      22.313206     0.48198676      18.271503     0.42027836      27.783957     0.56572026
             21      22.731538     0.53559406      18.579223     0.45044547      28.359507     0.65119175
             22      26.463965     0.80488504      21.705503     0.69928587      32.867305     0.93203283
             23      26.722031     0.61827837       21.82077     0.53972413       33.39343     0.71838379
             24      28.621556     0.82788503      23.312536     0.65350122      35.865905      1.1048689
             25      28.806754     0.53948707      23.580204     0.46502817      35.883418     0.64204323
             26       29.29092     0.61537652      23.886288     0.52534557      36.624444     0.73951576
             27      31.014378     0.55008372        25.2475     0.46532561      38.866017     0.66629785
             28      33.258658      0.6470693      27.073876      0.5456449      41.687138     0.78278161
             29      33.152178     0.53729224      26.948408     0.45554741      41.629118     0.65224477
             30      35.578437     0.63220534      28.989672     0.53926515      44.554428     0.75754233
             31      37.911376     0.64868687      30.837043     0.54957318       47.55134     0.78172404
             32      40.009003      0.6781983      32.512007     0.56785808      50.244686     0.83207954
             33      41.716405     0.81012402      34.146907     0.71862977      51.893798     0.92905159
             34      41.071174     0.64990257      33.428777     0.53988292      51.455211     0.80914002
             35      44.046827     0.78504799      36.040762     0.68243975      54.794867     0.92191445
             36      43.843049     0.64741987      35.826595     0.55356001      54.647592     0.77694404
             37      46.746685     0.71463038      38.027155     0.60597547      58.621152     0.86379764
             38      48.077397     0.89995298      39.142025     0.71571538      60.185528      1.2047073
             39      49.092422     0.73342322      40.011155     0.61867383      61.357342     0.89086086
             40      51.467707      0.9328849      41.947206     0.80483228      64.340242       1.096762
             41      54.772977     0.92426489      44.787063      0.7985599       68.17186      1.0882243
             42      54.784889     0.79980009      44.744952     0.67860019      68.271531      0.9646308
             43      57.474354     0.86356321      46.992989     0.74658327      71.532188      1.0188414
             44      58.107109     0.78195893      47.308054     0.66212978      72.706143     0.94913575
             45      60.467035     0.75581281      49.311956     0.64782409       75.50563      0.9140149
             46      63.460008     0.85306854      51.796746     0.72035949      79.127614      1.0344337
             47      62.456697     0.75943289       50.92157      0.6401525      77.982234     0.92786726
             48      66.400127     0.84210261      54.180587     0.71761196      82.864722      1.0127569
             49      69.284544     0.94382569      56.608047     0.81968964      86.274767      1.1106879
             50      69.284544     0.94382569      56.608047     0.81968964      86.274767      1.1106879
