# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      4333.0677      7.7828432      3756.8486      7.0486811      5050.4956      8.7260662
              1      4333.0677      7.7828432      3756.8486      7.0486811      5050.4956      8.7260662
