#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      903.59707      2.0785874      761.50905      1.7404723      1124.2131      2.7453245
              5      1903.3435      2.7544248      1616.4379      2.4196026      2327.6445      3.3031852
             10      1904.0123      2.7196717      1625.4632      2.4196847       2297.945      3.1575799
             15       1566.756      2.4917636      1343.2267      2.2306767       1873.125      2.8486238
             20      1219.8195      2.2843254      1049.3814      2.0520981      1446.9525      2.5790436
             25      926.95516      1.8910599      798.95183      1.7017249      1095.2154      2.1364807
             30      706.64254      1.6486026      609.99145      1.4884914      831.92899      1.8474245
             35      544.95304      1.4335651      471.16977      1.2902155      639.39551      1.6083901
             40      427.57132       1.330068      370.14325      1.1994997      500.49078      1.4932123
             45      336.36885      1.1479074      291.26045      1.0347495      393.29465       1.281948
             50      267.47089      1.0193913      231.64802     0.92123861      312.59344      1.1379899
             55      214.57937     0.87985504      185.84578     0.79293139      250.57474     0.98786991
             60      173.62973     0.78998323      150.47445     0.70993647      202.44141     0.89026227
             65      142.41198      0.7268584      123.30662     0.64886674      166.19818     0.82397756
             70      118.06766     0.67853485      102.32967     0.62010198      137.56094     0.74735901
             75       99.44169     0.59523062      86.235692       0.541304      115.72606     0.68166058
             80      82.947361     0.55951136      71.803918     0.50321105      96.846568      0.6335897
             85      70.441863     0.48839643      61.066335     0.43950199       82.16686     0.56658014
             90      59.627787     0.43092967      51.673516     0.39910167       69.50043     0.47598732
             95       50.14563     0.39717626      43.306054     0.34727993      58.699685     0.46982479
            100      43.112859     0.34989994      37.162903     0.31532022      50.577344     0.39786759
            105      37.518541     0.34228082      32.215186     0.30457247      44.181936     0.39323176
            110      32.600131     0.28205807      28.018808     0.25336282      38.340787     0.32189636
            115      28.825622     0.36531582      24.809437     0.34749685      33.850239      0.3866227
            120      24.834402     0.26823293      21.334187     0.23654959      29.197051     0.31622122
            125      21.978584     0.26679056      18.877505     0.24452366      25.829957     0.29635284
            130      19.207825     0.21338369      16.389273     0.18820646      22.750929     0.24957723
            135      16.993045     0.22871396      14.508606     0.20094196      20.112543     0.26561911
            140      15.105221     0.22990777      12.843688     0.19948948      17.948942     0.27069592
            145      13.482156     0.20127734      11.494909     0.17707804      15.952051     0.23347784
            150      11.895619     0.19003257      10.165988     0.16776715      14.008029     0.22477428
            155      10.683517     0.15609208      9.0908908     0.13879886      12.670016     0.17987781
            160      9.5011987     0.16650654      8.1014054     0.14970033      11.248445     0.19956258
            165      8.5655256     0.15724361      7.2901334     0.14113061      10.151168     0.17855236
            170      8.1530108     0.21820124      6.9014815      0.1853314      9.7290828     0.26222076
            175      7.2301198     0.13755667      6.1582106     0.12351709       8.552373      0.1596496
            180      6.5350878      0.1490981      5.5427574     0.13294352      7.7712474     0.16869392
            185      5.6387222     0.12567418      4.7861561     0.11244852      6.6947488     0.14421449
            190      5.2579335      0.1152415      4.4774436     0.10115098      6.2068815      0.1357608
            195      5.0022497     0.14965015      4.2327443      0.1366526      5.9603132     0.16425661
            200      4.2774449    0.095825978      3.6041146    0.084019318      5.1250331     0.11261932
            205      4.1310722     0.15296152       3.525392     0.14288589      4.8660563     0.16263704
            210       3.785002     0.12800877      3.2029834       0.116185       4.505513     0.14153159
            215      3.2525386    0.081558051      2.7446024    0.072797216      3.8834625    0.094590339
            220      2.8950659    0.072020854      2.4517147    0.063971302      3.4315108    0.087019135
            225      2.7004664      0.1149355      2.2851102    0.095346029       3.207574     0.14516595
            230      2.6999715     0.13205088      2.2795507     0.11124489      3.2127785     0.16196587
            235      2.3913494    0.078996191       2.012251    0.071319251      2.8673626    0.089151118
            240      2.3424014    0.080253837      1.9827937     0.07008052      2.7822815     0.09452408
            245      1.9396424    0.061987789      1.6314982    0.054694077       2.321513    0.073539834
            250       1.801717    0.058822229      1.5101168    0.051614876      2.1685075    0.069069016
            255       1.722816    0.063844478      1.4540073    0.056160915      2.0537693    0.074696901
            260      1.6955629    0.085244399       1.418948    0.074175154      2.0411267     0.10053574
            265      1.4751498    0.083542595      1.2642365    0.073755693      1.7119218     0.11093006
            270      1.4639094    0.089576879      1.2373773    0.083058642      1.7448074    0.095758092
            275      1.2724614    0.070446745      1.0768671    0.062914138      1.5076017    0.080962708
            280       1.257175     0.07030972      1.0701482    0.061883553       1.486216    0.082583461
            285       1.074841    0.050560492     0.89993211    0.045156564      1.2922353    0.057761808
            290      1.0001447     0.04347887     0.83632581    0.037044966      1.2007519    0.054795702
            295     0.96952997    0.045564945     0.81836997    0.041584638      1.1532613    0.052940323
            300     0.87986823    0.046298619     0.74085574     0.04176009       1.048908    0.053136238
            305     0.82461521    0.043356412     0.68570142    0.038536215      0.9988767    0.050258507
            310     0.79494181    0.047931992     0.67378823    0.043168875       0.941726    0.054041038
            315     0.67866338    0.031169296     0.56779361    0.026606542     0.81410732    0.038826348
            320     0.62481561    0.029997397     0.51458747    0.024736262     0.76616214    0.038755746
