# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      2247.9855      8.2701433      1943.3765      7.5327079      2628.9216      9.2590125
            0.4      2188.5975      8.8507715      1893.7541      7.9803684      2556.3033      9.9682293
            0.8      2001.7532      8.2289616      1734.4838      7.4772351      2334.9625       9.201555
            1.2      1761.5944       8.549733      1528.6057      7.7184699      2051.1537      9.5809131
            1.6      1463.5459      7.2679545       1273.325      6.5809964      1698.9858      8.1483619
              2      1169.1927      6.9095674      1018.5765      6.2023621      1355.9121      7.8035119
            2.4      1169.1927      6.9095674      1018.5765      6.2023621      1355.9121      7.8035119
