#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      790.73046      14.020613      677.45713      11.965762      956.48247      17.222215
           -4.9      911.76179      13.533943       783.2248      11.536232      1098.6827      16.673601
           -4.8      1064.5932      15.530903      915.00382      13.214125      1280.7474      19.468565
           -4.7       1208.928      17.216325      1042.8285      15.000635      1446.0868      20.410138
           -4.6      1413.6025      19.597996      1211.3866      16.322753      1704.8378      24.949226
           -4.5      1611.5811      19.832448      1386.8968       16.95306      1932.3454      24.560052
           -4.4      1838.7449      19.315995      1583.5989      16.576521      2205.7485      23.757796
           -4.3      2043.6789      21.867188      1758.6198      18.682189      2450.8284      26.801355
           -4.2      2259.3929      21.321382      1948.7722      18.495623      2696.1779      25.637838
           -4.1      2473.8095      22.934128      2131.9722      19.517661      2956.0922      28.489581
             -4      2712.1878      23.525805      2335.9584      19.973723      3239.2435      29.271993
           -3.9      3003.9312      23.908205      2591.0841      20.602384      3584.5049      29.209134
           -3.8      3309.9929      26.714686      2856.1815      23.286294      3946.1223       31.90204
           -3.7      3583.7375      26.031159      3094.2937      22.669698      4264.7946      31.259818
           -3.6      3836.0969      29.465186      3316.1971      25.985378       4554.482      34.557716
           -3.5      4083.4354      27.628596      3524.8955      23.894716      4854.5249      33.770991
           -3.4       4366.731       28.29164      3766.4702      24.733096      5203.1144      34.129348
           -3.3       4654.006      30.043696      4015.0406       26.44179      5534.9992      35.365554
           -3.2      4900.4571      33.401882      4232.8231      29.525476      5823.1229      38.937803
           -3.1      5174.0798      34.190847      4463.4363      30.439906      6149.7466      39.641318
             -3      5499.6599      34.332506      4741.5322      30.276982      6544.3178      40.343836
           -2.9      5768.2124      36.285244      4971.7901      32.125505      6862.4974      42.293029
           -2.8      5948.8233       35.80159      5131.5138      32.201585      7074.7037      41.666044
           -2.7      6171.6696      34.091299      5318.4064      30.054455      7345.1303        40.4539
           -2.6      6458.9253      34.741597      5562.4009      30.696947       7681.629       40.82234
           -2.5      6758.8391      37.767446      5820.2916      33.994733       8051.049      43.515565
           -2.4      6899.2685      36.262898      5935.5502      32.160985      8220.9372      42.347671
           -2.3      7178.0118      37.887218      6167.8128      33.702183      8565.6835      44.132528
           -2.2      7331.5166       38.11511      6299.5055       34.21869      8739.6395      43.668398
           -2.1      7575.4345      37.404994      6500.1979      33.190935      9058.3361      43.887176
             -2      7676.8467      37.499748      6580.6698      33.446782      9185.8168      43.515228
           -1.9      7901.0793      38.390724      6777.9334      34.317455      9432.3711      44.073274
           -1.8      8108.6014      40.536719      6954.5707      36.456122      9679.5944      47.164875
           -1.7      8288.3084      40.351375      7105.5561      36.282159      9902.5088      46.583232
           -1.6      8394.4628      41.312657      7190.4362      36.977052      10030.954      47.468656
           -1.5      8557.5856      42.769387       7322.724      37.852706      10243.824      50.176354
           -1.4      8731.5529      42.072815      7477.5653      37.701112      10436.013      48.026668
           -1.3      8812.6101      40.215275      7530.9681      35.799779      10568.456      46.606784
           -1.2      9034.4525      44.278658      7722.9279        39.4636      10822.456      51.147791
           -1.1      9049.8446      41.714009      7742.5205      37.263294      10829.412      48.187626
             -1      9146.8371      40.674444      7813.7572      36.246079      10955.149       47.00114
           -0.9      9200.6684      41.724635      7857.4354      37.489828      11029.347      47.707723
           -0.8      9347.5992      43.658157      7985.9741      38.786073      11192.548      50.783154
           -0.7      9407.3948      42.452308      8034.8203      38.062695      11273.916       48.86051
           -0.6      9372.3974      43.453919      7997.2846      38.862801      11245.115      50.050436
           -0.5       9539.257      45.129994      8145.0062      40.771421      11432.644      50.904484
           -0.4      9598.9375      46.146089      8184.8818      40.846643      11520.698      53.744795
           -0.3      9545.5855      42.372952      8150.4231      38.195501      11439.111      48.397183
           -0.2      9593.2318      43.226168      8187.7997      38.690704      11502.798      49.368525
           -0.1      9628.6876      43.615356      8210.8737      38.993182      11563.498        49.9654
              0      9608.4031        45.1704       8197.952      40.551783      11525.674      51.325205
            0.1      9518.8633      42.488921      8112.7218      37.893418      11433.865      48.966696
            0.2      9639.1928      44.822223      8219.2804      40.427335      11579.238      50.778455
            0.3      9582.7206       44.34793      8171.3304      39.644424      11502.687      51.274419
            0.4      9455.3648      40.641668      8067.6665      36.216774      11343.932      47.064663
            0.5      9452.8341      44.243425      8070.4024       39.96889      11324.681      49.753912
            0.6      9434.0171      41.170025      8056.0675      37.069049      11310.925      47.369143
            0.7      9334.4271      45.412432      7976.1134       40.64335      11171.152      52.101955
            0.8      9281.0454      44.605596      7928.3872      40.263036      11116.801      50.321803
            0.9      9099.3887      42.212892      7775.7057      37.715492      10903.714      48.838428
              1      9048.3355      41.565875      7729.6368      37.044122      10855.046      48.378864
            1.1      8963.3348       42.75676      7663.0875      38.278601      10735.914      48.913523
            1.2      8786.1231      41.424956      7514.3668      36.747018      10508.037      48.527156
            1.3      8698.9021      44.742997        7440.21      39.906675      10418.527      51.344737
            1.4      8570.1187      42.130049      7335.6825      37.887521      10253.315      48.019873
            1.5      8394.0752      40.355182      7191.8818      36.270468      10023.584      46.128808
            1.6      8176.6895      37.770999      6998.5862      33.675799      9786.4048      43.709823
            1.7      8082.7302      39.717054      6925.6858      35.386416      9658.6003      45.725412
            1.8      7945.0514      40.634035      6810.8008      36.228834      9495.3528      47.101423
            1.9      7766.1822      40.282165      6669.1947      36.259158      9260.6782      46.058611
              2      7540.2486      39.864587      6466.3285      35.505575      9005.8173      45.981436
            2.1      7323.9936      38.136599        6290.05      34.030143      8739.3524      44.249674
            2.2      7159.1522      38.811978      6149.9828      34.132309      8538.4211       45.68226
            2.3      6875.1538      37.774811      5917.7757      33.520381       8186.871      44.304805
            2.4      6645.2409       37.88918      5717.1233      33.385393      7911.8525      44.515809
            2.5      6442.3678      35.152531      5546.9561        31.0981      7672.5749      41.400186
            2.6      6190.5439       35.18904      5327.2043      31.537891      7378.0523      40.686749
            2.7      5946.9037      34.393491      5120.8337       30.47407      7080.6002      40.056508
            2.8      5704.9852      33.918776      4922.7617      30.295499      6773.9402      39.278385
            2.9       5475.393      33.869622      4719.4367      29.911756      6519.5821      39.907521
              3      5164.5265      33.354828      4451.4815      29.664012      6155.5054      38.599628
            3.1       4914.695      32.227501      4238.5966      28.556986      5851.4805       37.62657
            3.2      4600.3014      29.115316      3969.6809      25.591793      5471.3188      34.667049
            3.3      4361.7866      29.209327      3767.8649      26.074488      5184.9201      33.968547
            3.4      4112.4443      29.227225      3548.0382      25.716084      4899.6771      34.569305
            3.5      3822.3392      29.194015      3297.7446      25.666811      4552.6958      34.260128
            3.6       3576.234      26.831184      3088.1109      23.510857      4259.0253      31.943671
            3.7      3276.7428      26.479299      2827.9773      22.907878      3901.8898        32.0397
            3.8      3071.4082      29.234385      2654.3168      26.060058      3649.0501      33.734339
            3.9       2785.894      24.327258      2403.2901      21.148896      3324.8539      29.360468
              4      2521.6264      21.966447      2173.1829      18.904537      3014.7045      27.132819
            4.1      2227.3816      22.432415      1921.2395      19.153622      2662.5692      27.691684
            4.2      2068.5513      21.895875      1781.5819       19.04905      2478.4579      26.103036
            4.3       1804.927      19.529767      1554.4881      16.536911      2160.4552      24.492862
            4.4      1610.2391      19.816976      1388.5426      17.489039      1926.9278      23.059933
            4.5      1449.6562      19.371475      1245.6026      16.240186      1738.3966      24.362172
            4.6      1218.7337      16.326118      1048.5079      13.939636      1466.8124      20.062354
            4.7      1049.8661      15.153201      902.66925      13.039997      1262.8041      18.981506
            4.8      909.44913      14.255386      778.87313      11.917367      1101.8024      18.189674
            4.9      760.11396      11.879287      652.45512      10.250948      918.42359       14.59304
              5      760.11396      11.879287      652.45512      10.250948      918.42359       14.59304
