#    pt_Z-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      33.532674     0.38896168      28.209099     0.33474406       40.24983      0.4590148
              5      101.28637     0.67292144      85.213318     0.58552091      121.54403     0.78529853
             10      167.69245     0.82956985      140.91252     0.71447515      201.55216     0.97846544
             15      226.26402      0.9778536      189.95554     0.83763203      272.21129      1.1641331
             20      278.34284       1.142405       233.5437     0.97935269      335.04044      1.3569547
             25      310.26472       1.106586      260.00579     0.94921241      373.98069       1.310952
             30      326.42027      1.1168208      273.49652     0.96183728      393.45395      1.3265148
             35      323.14858      1.0690184      270.24489     0.92070533      390.44403      1.2663299
             40      308.55797      1.0074728      257.97968     0.87012735      372.81895      1.1854867
             45      284.92339     0.93051191      237.91347     0.79539899      344.81497      1.1123194
             50      257.13702      0.8671055      214.51281      0.7452286       311.5234      1.0270182
             55      226.86061     0.78247065      188.92382      0.6801634        275.242     0.91791421
             60      200.35986     0.72152586      166.61182     0.62779529      243.55046     0.84234643
             65      174.59992     0.66131013      145.16279     0.58153848      212.23747     0.76470493
             70      150.89143     0.58343443      125.25055     0.50356288      183.79656     0.68983096
             75      131.77111     0.56687394      109.36248     0.49153366      160.57309     0.68078643
             80       116.2191     0.58339508      96.314384     0.49813438      141.90713     0.69945876
             85      98.474194      0.4547379      81.534311     0.39145095      120.33663     0.54376746
             90      86.455189     0.45439653      71.452663     0.38872782      105.88049     0.54541587
             95      76.028641     0.41478512      62.741996      0.3516731       93.29439     0.50265027
            100      66.373928     0.39352325      54.857336     0.34168094      81.267202      0.4657023
            105      57.501307     0.38270803      47.361901      0.3456068      70.719332     0.43896988
            110      50.861344     0.34808445       41.90245     0.29696349      62.504196     0.41853183
            115      44.209899     0.29327591      36.438217     0.26869267      54.282343     0.33104719
            120      38.855435     0.32161996      31.971141     0.27167965      47.809756     0.39076045
            125      34.663215     0.25246865      28.493897     0.21611296      42.713392      0.3054724
            130      30.223414     0.24010546      24.849231     0.20632913      37.220235     0.28941318
            135      26.411464     0.20387643      21.674209     0.17424449      32.588674     0.24761034
            140      23.925463     0.26181855      19.597423      0.2143284       29.59644     0.33257585
            145      21.754956     0.25558382       17.84647     0.21769363       26.86141     0.30780223
            150      18.755833     0.17875506       15.37995     0.15269661      23.152074     0.21898311
            155      17.317321     0.19279981      14.210264     0.16894169      21.359321     0.22916087
            160      15.040438     0.19369466      12.347923     0.17060557       18.54133     0.22537389
            165      13.611739      0.1647756      11.149038     0.14349239      16.822346     0.19475903
            170      11.911858     0.15001041      9.7550734     0.12743722      14.725147     0.19040971
            175      10.874495     0.13160164      8.9123456     0.11327646       13.42956     0.15949587
            180      10.165193     0.22934109      8.3041706     0.19712502      12.594396     0.26991482
            185       8.991171     0.15807712       7.327757     0.12911584      11.202767      0.2021783
            190      7.9058803     0.10510561      6.4475621    0.089567316      9.8133362     0.12937045
            195      7.4118155     0.17274557      6.0792729     0.15697634      9.1352365     0.19287594
            200      6.5055836    0.098943186       5.301915    0.085512341      8.0829657     0.11897402
            205      6.2049581     0.10386975      5.0796012    0.089505193      7.6673111     0.12657578
            210      5.4876206    0.092584568      4.4824876    0.080208398        6.79938     0.11154803
            215      5.0991642    0.089568116      4.1963699    0.086075718      6.2461637     0.14035573
            220      4.4302292    0.083157753      3.6053617    0.072235434      5.5116444     0.10113655
            225      4.1963962     0.10064723       3.419948    0.082410147      5.2131208     0.12885295
            230      3.8588323     0.10306282      3.1417634    0.084926934      4.7977085     0.13261882
            235       3.568566    0.084824311      2.9202609    0.075380377      4.4172961    0.099624005
            240      3.1909395    0.068874278      2.5954264    0.057995553      3.9700931    0.085687067
            245      2.8942027    0.068825428      2.3634058    0.058722967      3.5866298    0.084537989
            250      2.7563813    0.076676951       2.234612    0.064229733       3.444257    0.094615043
            255      2.6358608     0.08282323      2.1415648    0.071760025      3.2877274    0.097120348
            260      2.3350379    0.063423216      1.8963779    0.055554089      2.9109507    0.075860004
            265      2.0968388    0.054029581      1.7084355    0.045773633       2.598452    0.067733737
            270      2.0912576    0.068802964      1.7170438    0.059674447      2.5701809     0.08195206
            275      1.7745376    0.054254005      1.4308549    0.044128962      2.2325758    0.070642895
            280      1.6808053    0.060028342      1.3673341    0.052449029      2.0900891    0.070837183
            285      1.5964798    0.051122337      1.2960181    0.043583115      1.9909553    0.062541533
