#pt_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1523.6534       2.734913      1332.3421       2.492863      1923.8809      3.4542853
              5      1848.9582      3.0445204      1607.1595      2.7106522      2175.9062      3.5255599
             10       1430.165      2.5159395      1231.9062      2.2434768      1673.7398      2.8442333
             15      1130.5235      2.1107766      969.62219      1.8855114      1324.2112       2.369679
             20      917.43298      1.8213196      784.11434      1.6205835      1077.8195      2.0536856
             25      762.67147      1.6896803      650.86247      1.5089533      897.29651      1.8988329
             30      645.59745       1.549068      550.21164       1.378484      763.29986      1.8067711
             35      544.74317       1.368257      462.40943      1.1885222      646.84659      1.6013893
             40      459.54283      1.2683242      388.40722      1.0996209      548.26561      1.4862106
             45      384.06664      1.1288828      323.48784     0.98496015      460.02665      1.3121735
             50       321.6995     0.98957654      269.93679     0.86078766      386.88925      1.1559129
             55      268.70052     0.87164352      224.58605     0.75070555      324.63319      1.0338837
             60      226.00653     0.84379469      188.32362     0.72831491      273.98089     0.99904565
             65      192.50073     0.76426498       159.8811      0.6580333      234.26676     0.90394851
             70      162.62598     0.68833565      134.70199     0.59071142       198.4988     0.82767534
             75      139.17878      0.6096673      114.95592     0.51746745      170.42876     0.74170513
             80       120.2576     0.56807681      99.045386     0.48283031      147.74571     0.68511511
             85      103.38543     0.51646581      84.852215     0.43507742      127.55285     0.63187676
             90      90.537431     0.53214726      74.304473     0.44857508      111.61522      0.6503273
             95      78.968336     0.48317838       64.59419     0.40661597       97.76351     0.58806396
            100      67.879875     0.41539729      55.428372     0.34826212      84.169278     0.51052166
            105      59.635955     0.39785017      48.705185      0.3382903      73.904789       0.480008
            110      52.869934      0.4343544      43.031103     0.36370549      65.777264      0.5311055
            115      45.832895     0.35866395       37.24312     0.30407826      57.125709     0.43253955
            120      41.050275     0.34942895      33.329452     0.29450842      51.199277     0.42571635
            125      36.475546     0.32659862       29.57067     0.27266984      45.575477     0.39972727
            130      32.267973     0.32332935      26.177115     0.27384933      40.269414     0.39411768
            135       28.60313     0.30061275      23.169044     0.24613306      35.761795     0.38129805
            140      24.644819     0.24948683      19.978866     0.22606324       30.74948     0.29023491
            145      23.628108     0.32434684      19.122087      0.2740842      29.602287     0.39249778
            150      20.153907     0.24942523      16.294638     0.21202821      25.235488     0.30119982
            155      18.289476     0.31093223      14.777405     0.25655416      22.911535     0.38671815
            160      16.367753      0.2472384      13.278503     0.20677725      20.395523     0.30681371
            165      14.475059     0.18577374       11.66006     0.15277644      18.193348     0.23575996
            170      13.571312     0.29245138      10.961844     0.25205746      17.016752     0.34559129
            175      11.836116     0.15066245      9.5050749     0.12689261      14.927968     0.18516295
            180      10.618895     0.19607594      8.5421332     0.16439083      13.365467     0.24003883
            185      9.4749566     0.15018283      7.5995746     0.12425036      11.960039     0.18780241
            190      8.5255147      0.1237076      6.8291413     0.10400829      10.783826     0.15374366
            195        7.80453     0.12154323      6.2825282     0.10434774      9.8090282      0.1483641
            200      7.3463119     0.14179243      5.9239308     0.12076334      9.2022788     0.17292938
            205       6.542998     0.11962287      5.2644691     0.10092348      8.2183251     0.15548415
            210       5.829874    0.097377654      4.7073785    0.089736749      7.2768219     0.15127463
            215      5.1581969    0.082348977      4.1382982    0.067495886      6.4964739     0.10757943
            220      4.8967341     0.12327135      3.9172404     0.10247784      6.1903586     0.15225745
            225      4.5267357    0.089325221       3.615194    0.075295586      5.7382925     0.11037874
            230      4.1268034    0.098014194      3.2917674    0.082346899       5.240788     0.12109502
            235       3.764763     0.10848501      3.0086487    0.089207403       4.770788     0.13972536
            240      3.4276826    0.082844256      2.7465547     0.06913348      4.3286149     0.10387043
            245      3.0516632     0.07273694      2.4233743     0.06119573      3.8941444    0.089541205
            250      2.9563202      0.1113101      2.3685491    0.095505899      3.7312033     0.13322579
            255      2.8471378     0.12188527      2.2830154     0.10450896      3.5905122      0.1456569
            260       2.422891    0.062295534      1.9347892    0.051990724      3.0654172    0.077789742
            265      2.2197531    0.052131133      1.7723464     0.04259118      2.8093904    0.067993905
            270      2.0388167     0.05142057      1.6125634    0.040787819      2.6125562    0.068132716
            275      1.9329374    0.053227091      1.5482291    0.043284358      2.4333673    0.069497368
            280      1.8093936    0.054311505      1.4462734    0.045005883      2.2840083    0.069118123
            285      1.7880924      0.1278887      1.4372555     0.10820017      2.2421301     0.15388526
            290      1.4687743     0.04071206      1.1688294    0.032765323      1.8650892    0.053700195
            295      1.3563305    0.037622918       1.072162    0.029730091      1.7369271    0.050542503
            300      1.3272107    0.042858262      1.0563152    0.035332324      1.6854823      0.0553207
            305      1.1600968    0.040981843     0.93291354    0.033363682      1.4495691     0.05436215
            310      1.1043277    0.039561657     0.87794676    0.032756648      1.4046941    0.050361832
            315      1.0129688    0.032752809     0.79256225    0.025707715      1.3154403    0.044420474
            320      1.0111939    0.037879678     0.80514533    0.030083523       1.281516    0.052080666
            325     0.90253355    0.047745236     0.72461649    0.041619976      1.1351537    0.057062322
            330     0.87149387     0.03097287     0.69523468    0.024755092       1.101694    0.041834226
            335     0.83239446     0.03429182     0.66199339    0.028285334       1.057969    0.044138945
            340     0.69164565    0.026849164     0.55072132    0.021149828     0.87456076    0.036678881
            345     0.69888226    0.025450647     0.55277531    0.020361897     0.89141286    0.034746705
            350      0.5936237    0.023087416     0.46947897    0.017996528      0.7576638    0.031954051
            355     0.59833112    0.025000912      0.4774292    0.019904941     0.75453205    0.033919733
            360     0.54248324    0.028521222     0.45286463    0.030260765      0.6390806    0.057820029
            365     0.48291842    0.029054869     0.38132442    0.021269199     0.61791545    0.042247693
            370     0.44728454    0.020223471     0.34947931    0.015642267      0.5801073    0.028141274
            375     0.47871742    0.022709116      0.3755229    0.017486682     0.61712239    0.031718251
            380     0.40306622     0.02016848     0.31801095    0.015743304      0.5148056    0.027799385
            385     0.38650537    0.022403388     0.30009128    0.017313449     0.50491554      0.0303441
            390     0.38277852    0.019092305     0.30131845    0.014771721     0.49102925    0.026392976
            395     0.30602252    0.017317035     0.25265747    0.016297692     0.36320738    0.036002126
            400     0.37311551    0.054628054     0.29584791      0.0473267      0.4758439    0.063558918
            405     0.32094287    0.016974949     0.25368484    0.013092802     0.40847459    0.023348672
            410     0.28347844    0.016672282     0.22285707    0.012890314      0.3644823    0.023402606
            415     0.24391132    0.015207977     0.19780617    0.012147173     0.29871508    0.020802448
            420     0.26659279     0.01914104     0.21609891    0.015992371     0.32866629    0.024531686
            425     0.23423394    0.016011605      0.1894207     0.01278537     0.28801226    0.022774645
            430     0.23212712    0.016191087     0.18463707    0.012842177     0.29304752    0.022072983
            435     0.24860368    0.017814121     0.19481823    0.014153798       0.321484    0.023658869
            440     0.19065254    0.015477994     0.15175059    0.012605451     0.24103033     0.02034038
            445     0.17615057    0.012895427     0.14095394   0.0098896523     0.22016396    0.018013928
            450     0.16851071     0.01453968     0.13369875    0.011505847     0.21343396    0.019908348
            455     0.16373982    0.011936637     0.12943087    0.009384852     0.20783185    0.016698725
            460     0.13174482    0.011675483     0.10390677   0.0087830968     0.16787549    0.016748754
            465     0.14110484    0.011911814     0.10963168   0.0088431671      0.1835587    0.017218798
            470     0.12373049     0.01125341    0.096539449   0.0082797165     0.16036095    0.016322757
            475     0.12386187    0.012777124     0.10105898    0.010635563     0.15088684    0.016936705
            480     0.12286372    0.011036082    0.094672322   0.0083567627     0.16243797    0.015511459
            485     0.10548766    0.010055868    0.081297744   0.0073573229     0.13903829    0.014724278
            490     0.12575707    0.011124624    0.098502992   0.0085162206     0.16190553    0.016354816
            495     0.10833378   0.0099357742     0.09569337    0.049772515      0.1103335    0.011804685
            500     0.11112827    0.020446287    0.084842363    0.013812906     0.14781108    0.031690712
            505     0.11535596    0.013714201    0.092465295    0.011436569     0.14455552    0.017145925
            510    0.091670649   0.0097270097    0.074557074   0.0080529346     0.11225668    0.012950437
            515    0.093148916    0.008944933    0.070389528   0.0066236018     0.12609906    0.012729331
            520    0.092244507    0.014388189    0.077055059    0.014269864     0.10818891    0.014478095
            525     0.12029575    0.023281809    0.096223327    0.020971893     0.15225077    0.030950996
            530    0.059663661   0.0078430354    0.046709232   0.0057967161    0.076363449    0.011419841
            535    0.072854231   0.0081191758    0.059156195   0.0067638784    0.088898488    0.012261676
            540    0.062557716    0.007608491    0.050576193   0.0057020429    0.076590492    0.011377669
            545    0.060200964   0.0078455058    0.048564396   0.0057358276    0.073760138    0.011693646
            550    0.048759153   0.0068705245    0.038594646   0.0050247274    0.061866575    0.010433678
            555    0.065534271    0.015875242    0.052460232    0.010782001    0.081884482    0.024870544
            560    0.077717932   0.0092434175    0.058042106   0.0069415609     0.10692923    0.012994621
            565    0.046996771     0.00655616    0.036385179   0.0048103188    0.061439153   0.0095832232
            570    0.054222992   0.0076070156    0.042503091   0.0061094384    0.069919016    0.010910215
            575    0.050569547    0.008336466    0.041311535    0.006957143     0.06140126    0.010543057
            580    0.063713385    0.014777546    0.051066358    0.012643061     0.08059748    0.017756991
            585    0.044929566   0.0063003664    0.036071201    0.004816967    0.055456949   0.0090644388
            590    0.038013287   0.0056514019    0.029318543   0.0043551696    0.049835729   0.0077135988
            595     0.02917311   0.0053161005    0.023714055   0.0040024478         0.0355   0.0079641771
            600    0.038325689   0.0057394242    0.033195197   0.0059861345    0.041483466   0.0086664744
            605    0.022202342     0.00489617    0.018085295   0.0037518093    0.027157689   0.0068694078
            610    0.029525374   0.0052654967    0.024619547   0.0040680422    0.034169823   0.0084407815
            615    0.028362834   0.0051409996    0.022973937   0.0039872114    0.034596279   0.0069619652
            620     0.02611689   0.0048558619    0.019397087   0.0035384556     0.03609313   0.0069775472
            625    0.029632185   0.0057303689    0.022454488   0.0046046003    0.040032224   0.0074308951
            630    0.025270531   0.0046577316    0.019249331   0.0034841647    0.033606831   0.0065213307
            635    0.019142224   0.0046572839    0.015456516   0.0033982419    0.023323366   0.0067522125
            640    0.015342323   0.0037567941     0.01199063   0.0027820163    0.019737953   0.0054017155
            645    0.021485256   0.0045960697    0.016744075   0.0033915296    0.027791063   0.0066111635
            650    0.028997834   0.0050321386    0.022137362   0.0037203489     0.03867498   0.0071877096
            655    0.017624527   0.0038310129    0.013650669   0.0029077715    0.023022677   0.0052407594
            660    0.029404881   0.0056396802    0.022451909    0.004502081    0.039326791   0.0074818089
            665    0.020678878   0.0042639132    0.016115807   0.0032031776     0.02663998   0.0060532314
            670    0.023606063    0.004741339    0.018465709   0.0035158165    0.030333071   0.0067755215
            675    0.013283563    0.003930581    0.010088445   0.0027156843    0.017815453   0.0061369263
            680    0.025028897   0.0063213203    0.018746437   0.0043956656    0.033940965   0.0096014182
            685    0.021506299   0.0041579279    0.016218228   0.0030593574    0.029323799   0.0061083571
            690    0.015084783   0.0038869027    0.011881575   0.0030905824    0.019375059   0.0050479127
            695    0.018390315   0.0037537438    0.014038996   0.0028887732    0.024363189   0.0050601448
            700    0.020455019    0.004546139    0.016843189   0.0036553081    0.023862559   0.0062531929
            705    0.013569488   0.0048091625    0.010948445     0.00388292    0.016838917   0.0062686061
            710   0.0082226968   0.0028574789   0.0068985039   0.0023184514   0.0094726574    0.003652607
