#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1525.0148      2.7359423      1333.7569      2.4940254      1925.3119       3.455259
              5      1852.8815      3.0490558      1610.8845      2.7142928      2180.1737      3.5318156
             10      1435.9094      2.5225025      1237.1758      2.2488017      1680.1462      2.8528866
             15      1136.7195      2.1158668      975.23233      1.8896124        1331.19      2.3765365
             20      923.82422      1.8288541      789.84087      1.6269009       1085.079      2.0630862
             25      769.01889      1.6946341      656.49181      1.5131136      904.57382      1.9050455
             30      651.42299      1.5567936      555.32216      1.3578765      770.39363      1.8206546
             35      550.45578      1.3723619      467.15895      1.1918236       653.8327      1.6069793
             40      464.92127      1.2742698      392.83284      1.1040716      554.91722      1.4946688
             45      389.09345      1.1340446      327.61449     0.98906342      466.25054      1.3191612
             50      326.32821     0.99309375       273.6954     0.86341741      392.69316      1.1609058
             55      273.03157     0.87783509      228.13887     0.75504111      329.99475      1.0434699
             60      230.06365     0.85169982      191.62888     0.73479214      279.04171      1.0089154
             65      196.30661      0.7802344      162.97346     0.67013032      239.02341     0.92561522
             70      166.26235     0.69952203      137.64952     0.59906807       203.0548     0.84341038
             75      142.44151       0.616368      117.59395     0.52265079      174.53232     0.75087266
             80      123.25428     0.57977011      101.45702     0.49158523      151.53004     0.70123436
             85      106.13004     0.52128685      87.065125     0.43904581      131.01524     0.63799752
             90      93.121276     0.53969936      76.390453     0.45474372      114.86275     0.65974533
             95      81.355314     0.48763324      66.515107     0.41017952      100.77542     0.59383472
            100      70.068195     0.42002915      57.189909     0.35202585      86.930213     0.51648305
            105      61.753225     0.40848525      50.385091     0.34528308      76.625218     0.49712881
            110      54.724638     0.43762559      44.525626      0.3664189      68.114898     0.53529307
            115       47.70198     0.36561808       38.74493     0.30996079      59.488521     0.44090658
            120      42.675375     0.35376093      34.635809     0.29807676      53.250872      0.4311182
            125      37.997318     0.33065707      30.796495     0.27606492      47.491616     0.40477055
            130       33.76032     0.34798679      27.370767      0.2932603      42.164364      0.4253007
            135      30.040149     0.31128365      24.322299     0.25441624      37.579718     0.39576345
            140       25.92529     0.26015787      21.007075     0.23441164      32.368345     0.30355376
            145      24.839914     0.33979606      20.109023     0.28780553      31.108072     0.41075058
            150      21.284622     0.25508279      17.202944     0.21652357       26.66222     0.30850377
            155      19.348618     0.32371541      15.619208     0.26582938      24.267744      0.4054902
            160      17.347206     0.25391388      14.053443     0.21193265      21.655453      0.3157344
            165      15.405015     0.19473357      12.405021      0.1606348      19.373473     0.24585599
            170      14.459877     0.30313464      11.670978     0.25983619      18.146804     0.36064459
            175      12.695916     0.15974288      10.207512     0.13533727      15.989498     0.19476462
            180      11.445124     0.20300273      9.2139904     0.17052568      14.393495     0.24817018
            185      10.200784     0.16037885      8.1832171     0.13301507      12.876667      0.1997976
            190      9.2692153       0.143202      7.4234988     0.12001841      11.730046     0.17726761
            195      8.4230967     0.13879367      6.7854615     0.11654254      10.577461       0.174073
            200      8.0719595     0.19812372      6.4971214     0.15928907      10.139561     0.25758781
            205      7.1576621      0.1352171      5.7579449     0.11442646      8.9951755     0.17266748
            210      6.3546667     0.10617525       5.133374    0.096939157      7.9307063     0.15922762
            215      5.7108804      0.1039112      4.5913185    0.086935067      7.1771217     0.13091737
            220      5.4988899     0.17792304      4.4074848     0.14868504      6.9387428     0.21598883
            225      5.0572934     0.11006369      4.0474277    0.093098527      6.3973481     0.13388986
            230      4.5652165     0.11048736      3.6457263    0.092827475       5.789748     0.13579245
            235      4.2368754      0.1277266       3.389786     0.10523667      5.3619196     0.16225211
            240      3.8282949    0.087949187      3.0668137    0.073439128      4.8379287     0.10995879
            245       3.443187    0.081147663      2.7437912     0.06834813      4.3763271    0.099488683
            250      3.3519279     0.11990449      2.6829067      0.1021091      4.2374376     0.14481498
            255      3.2299593     0.13417638      2.6086831     0.11359719      4.0403209     0.16363138
