# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      7.0844328    0.093647579       6.149021     0.08519351      8.2878822      0.1033256
             50      7.4104878    0.078423337      6.4577268    0.070151921      8.6319827    0.089409254
             70      4.8767641    0.059429815      4.2406497    0.053135446      5.6953711    0.067335544
             90      3.1997341    0.054581618      2.7956899    0.050628313      3.7162289    0.058689094
            110      1.7595847    0.026540732       1.534545    0.024475707      2.0478793    0.029186295
            150     0.80568935     0.01594771     0.69594094    0.014375044      0.9489174    0.018031613
            200     0.80568935     0.01594771     0.69594094    0.014375044      0.9489174    0.018031613
