#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17624.021      15.549814      15146.646       13.74921      20978.678        18.4015
              1      17624.021      15.549814      15146.646       13.74921      20978.678        18.4015
