# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      34621.276       24.66004       29744.16      22.217364      41470.923      28.472218
              1      34621.276       24.66004       29744.16      22.217364      41470.923      28.472218
