#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.5215848    0.060710226      1.3371631    0.051535681      1.7611509    0.075962922
             10      4.1889897    0.096069293      3.6841737    0.084218054      4.8345199     0.11516353
             20       5.527822    0.080649264      4.8372035    0.073809168      6.4001515    0.087368516
             40      4.5380438     0.05960712      3.9651989    0.053751608      5.2528048     0.06670717
             60      4.2349607    0.065349121      3.7095019    0.058565657      4.8996466     0.07346436
             80      3.3906317    0.056852644      2.9598979     0.05310858      3.9459024    0.060615046
            100      2.0031183     0.02357198      1.7366052    0.021583712      2.3490951    0.025785168
            150      0.8968876    0.016696945     0.76572789    0.014963089       1.069795    0.018828444
            200      0.8968876    0.016696945     0.76572789    0.014963089       1.069795    0.018828444
