#   y_j1-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9    0.038284448    0.038282533    0.023382874    0.023381705    0.065392719     0.06538945
           -3.8     0.29751771     0.12774738     0.24534744     0.09976952     0.35470178        0.17502
           -3.7     0.52355216     0.27731907     0.43451673      0.2326299     0.62527559     0.33220914
           -3.6      0.5942372     0.18160151     0.46221949     0.13753002     0.77516141     0.25148758
           -3.5      1.6529055     0.28861665      1.3712618     0.24017048      1.9934898     0.37039741
           -3.4      3.5821584      1.3255227      2.9069744      1.1700632      4.4427648       1.462274
           -3.3      3.8878553     0.41203819        2.96544     0.31667591      5.2367821     0.58023012
           -3.2      5.8073444     0.52153092       4.694834     0.45087987      7.1793021     0.99354765
           -3.1      8.6044664     0.60807629      6.5765541      0.4590331       11.53419      0.8577954
             -3      13.963651     0.80690041      10.679517     0.62199279       18.74467      1.1571559
           -2.9      18.016213     0.97205553      13.952194     0.76635651      23.766341      1.3020633
           -2.8      24.739337      2.2765563      19.041022      1.5181962      32.977197      3.6675586
           -2.7      32.203158      1.5386145      25.105639      1.3011163      42.294374      1.9193253
           -2.6      38.208492      1.3850935      29.578221      1.0800427      50.508068      1.9033138
           -2.5      45.024079      2.2421203      35.137409       1.884703      58.867318      2.8033139
           -2.4       59.64794      5.2477605      47.145529      4.4830614      76.812491      6.1813684
           -2.3      64.865227      2.4698349      50.705088      2.0049505      84.640888      3.1793986
           -2.2      74.486785      2.4771066      58.582989      2.0884953      96.491483      3.1074166
           -2.1      86.917754      4.4259907       68.60424      3.7016459       112.2529      5.4410717
             -2      96.132693      2.6111891      75.019616      2.1088592      125.66309      3.3923547
           -1.9      101.71741      2.6555184      79.261687       2.140518      133.35601      3.4615377
           -1.8      113.60969      2.8234887      88.235306      2.2287952      149.52613      3.7903382
           -1.7      124.98227      3.7725762      97.953987      2.9511477      162.73596      5.1092222
           -1.6       127.3156      3.5740844      99.523183      2.9232702      166.23994      4.5388182
           -1.5      134.73836      4.4188372      105.69399      3.7325289      175.26269      5.3814017
           -1.4      146.64614      3.2143471      114.29431      2.6314117      192.19611       4.163629
           -1.3      150.71739      6.9011095       118.8872      6.1748363      194.90508      7.6774069
           -1.2      154.66399      3.6401337      121.05963      2.9423696      201.59519      4.7410062
           -1.1      161.72989      3.7294964      125.76613       3.045854      212.70667      4.7680163
             -1       167.4733      4.9114849      131.18135      4.0089898       218.2149      6.2813626
           -0.9      170.12385      3.8926051      132.70577      3.1674816      222.86501        5.03312
           -0.8      187.15241      8.3719116      147.45556      6.9559815      242.23569      10.316624
           -0.7      185.86831      6.8388605      144.97456      5.3798751      243.47469      8.9770738
           -0.6      178.75398      4.2133117      139.35596      3.4612121      234.14848      5.3822746
           -0.5      180.49682       4.260992       140.8338      3.6419079      236.36217      5.2077409
           -0.4      197.32737       5.626633       153.6752      4.5920994      258.97544      7.0920266
           -0.3      190.55289      5.0755351         148.84      4.1141196      248.90748      6.5966608
           -0.2      189.20915      5.1774956      148.34817      4.1722412       246.3873      6.7497439
           -0.1      195.61923        7.54221       152.6619      6.1015457      256.11235      9.5150726
              0      182.51013      3.7152628       142.5938       3.056912      238.51897      4.7815421
            0.1      202.32697      8.6128945      159.00414      7.2261286      262.56797      10.410806
            0.2      194.94412      4.2801598      152.34077      3.4238326      254.34982      5.6267797
            0.3       188.6087      8.4736166      147.72498      6.8315107      245.79328      10.837792
            0.4      188.28612      4.0590755      147.99677      3.4584305       244.0661       5.662738
            0.5      186.68973      6.4336598      146.41365      5.4853541      242.91288      7.7215505
            0.6      177.16864      3.8943498      138.17685      3.2300338      232.21871      4.9909368
            0.7      176.62719      4.3224661      138.87099      3.6804717      228.94065      5.3429299
            0.8      170.94012      4.8736158      134.51407      3.9602455      221.53187      6.2812163
            0.9      163.11607      3.4740998      128.14131      2.8206724      211.66274       4.541977
