# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       59925.51      29.485777      51373.294      26.570634      71662.126      33.948424
              1       59925.51      29.485777      51373.294      26.570634      71662.126      33.948424
