#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      110.00615     0.78920308      94.275412     0.71507998      131.90231     0.88621279
              5      334.89303      1.4214578      287.14791       1.269043      400.93534      1.6284077
             10      581.62987      1.8849847      499.03083      1.6940114      695.46173      2.1265016
             15      858.75828      2.2846097      737.71014      2.0429447      1024.9533       2.617057
             20      1145.8722      2.4838695      985.55965      2.2257039      1366.2191      2.8371316
             25      1416.6666      2.5839944      1219.6589      2.3022151      1689.9359      2.9998855
             30      1600.9069      2.4916471      1378.5143       2.196205      1915.1912       2.966638
             35      1574.4839      2.3642396      1354.9704      2.0759931      1890.9744      2.8538821
             40      1238.7375      2.0137704      1065.6115      1.7878603      1480.9952      2.3686314
             45      841.62285      1.5296306      722.54935      1.3627956      999.71406      1.7714416
             50      574.55153      1.2232722      491.52169      1.0859228      682.44558      1.4148982
             55      403.24758      1.0360774      343.89019     0.91639189      479.58483      1.2106271
             60      291.87359      0.8657578      247.77749     0.76114439       348.5144      1.0089902
             65      217.15457     0.73388902      183.80503     0.65574302      260.03919     0.84033047
             70      164.95061     0.57876352      139.12658     0.50763444      198.27192     0.67631906
             75      128.71487     0.52414494      108.26387     0.45928693      155.18597     0.61333431
             80      101.10036     0.43168529      84.953506     0.38163623      121.97534     0.50206733
             85      82.198994     0.47292683      68.959979      0.4058356      99.327982     0.56716836
             90      66.142299     0.37938024      55.429672     0.33514769      80.005599     0.44116566
             95      54.094387     0.34504923      45.255351     0.30237412      65.623971     0.40451798
            100      44.258557     0.28278474      36.905204     0.24501115       53.89729     0.33906901
            105      37.015526     0.27632211      30.855598     0.24479775      45.065526      0.3249493
            110      31.073586     0.23421186      25.795119     0.20052911      38.002349     0.28450499
            115      26.350128     0.24888389      21.931929     0.23672653      32.106652      0.2677024
            120       22.55794     0.24410837      18.702241      0.2113607      27.594825     0.28968813
            125      19.495651     0.22067066      16.154905     0.19063244      23.879493     0.26527567
            130      16.174559     0.17005124      13.347547     0.14671224      19.884525     0.21108792
            135      14.112442      0.1496675       11.70252     0.13154529      17.259611     0.17924687
