#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.9      6246.0549      31.742699      5349.0301      28.042111      7476.1764      37.757334
              3      6160.4699      34.615088      5283.1677      30.288972      7373.3744      41.341103
            3.1       5985.726       33.68077      5130.6538      30.217403      7165.7318      38.721765
            3.2      5898.8587      36.370119       5062.384      32.304442      7055.4445       42.17995
            3.3      5614.9192      30.747636      4811.8408      27.282477      6732.3728      35.873759
            3.4      5371.4386      30.555009      4605.0678      27.323039      6438.0212      35.455677
            3.5      5227.0105      30.246585      4483.6236      26.817335      6264.5723       35.36795
            3.6      4963.5217      28.646132      4259.5262      25.306742      5950.0294      33.736708
            3.7       4696.316      32.367272      4030.6933      28.892241      5625.0536      37.362943
            3.8       4396.126      29.084942      3769.3603      25.715286      5282.1989      34.104898
            3.9      4134.0749       29.39663      3544.3684      26.175113      4971.7572      34.151843
              4      3835.9115       26.71518      3290.6685      24.048331      4612.7177      30.752425
            4.1      3524.5158      26.184489      3022.0882      23.044682      4239.6418       31.17101
            4.2       3206.523      24.716195        2750.44      21.918601      3854.3774      28.832141
            4.3      2919.1589      22.948746      2501.3893      20.495472      3524.8192      26.622515
            4.4      2615.8974      21.665145      2240.8674      18.988676      3157.0117      25.966941
            4.5       2326.531      20.519548      1993.7971      18.028952      2806.8415       24.47594
            4.6      2050.5427      19.346219      1755.8771      17.066947        2484.98      23.082785
            4.7      1785.9569      17.989033      1528.0142      15.770888      2164.0295      21.449614
            4.8      1546.4796      14.538988      1323.3487      12.721909      1875.4947      17.533765
            4.9      1339.1222      15.546898      1145.1491      13.072993      1627.4193      20.156043
              5      1339.1222      15.546898      1145.1491      13.072993      1627.4193      20.156043
