#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1344.2297      15.890688      1150.8068      13.886225      1628.8859      19.064231
           -4.9      1580.0211      16.223226      1354.5898      14.278832      1912.0418      19.240077
           -4.8      1807.9112      17.162449      1548.3839      15.080599      2185.5614      20.313799
           -4.7      2054.8206      21.256508       1762.053        18.6953      2479.0801      25.164025
           -4.6      2288.4673      19.293136      1961.0773      16.832523      2765.8927      23.505455
           -4.5      2655.9954      23.801634      2275.4802      20.841439      3211.3126      28.463507
           -4.4       2862.793      21.363335      2453.4461      18.857268       3452.413      25.133471
           -4.3      3208.1256      23.463472      2752.0279      20.587463      3856.2792      27.971845
           -4.2      3523.4337      26.333721        3021.43      23.191181      4242.4016      31.120531
           -4.1      3878.6068      27.701823      3323.5741      24.420886       4665.662      32.414601
             -4      4124.2214      28.172254      3533.7658      24.819874      4958.4935      33.179354
           -3.9      4389.8148      26.521877      3765.5416      23.261439      5266.7354      31.722086
           -3.8      4666.5321      29.108574      4001.8734      25.717721      5603.0029      34.451333
           -3.7      4925.3868      30.038493      4224.0662      26.158329      5903.8687      36.264724
           -3.6      5246.7959       34.14876      4504.8506      30.588935      6279.9646      39.135919
           -3.5      5481.1568       33.97824      4702.3879      30.329516      6560.6341      39.093122
           -3.4      5676.5362      33.646589      4870.2399      30.005285      6790.3889       39.04618
           -3.3      5887.7056      34.213274       5050.313      30.417344      7046.4013      39.859519
           -3.2      6012.9009      34.461962       5156.114      30.637178      7197.6876      40.017056
           -3.1      6214.5343       34.49437      5333.8754      30.721931      7423.7252      40.034003
             -3       6312.577      34.122652      5411.4859      30.315149       7559.975       39.70508
           -2.9      6415.2134      32.149668      5494.8476      28.610571      7688.7276      37.620274
           -2.8      6594.2056       35.54339      5648.5826      31.135824      7894.7918      42.306519
           -2.7      6597.0585      31.946758      5646.9738      28.045251      7903.8898      37.924153
           -2.6       6761.692      38.529593      5799.4565      34.735756      8066.2434      44.053856
           -2.5      6785.9483      33.318773      5814.3003      29.305593       8114.244      39.642583
           -2.4      6823.1193      34.561565       5844.886      30.761985      8158.5349       40.28562
           -2.3      6970.6507      36.345698        5978.12       32.57851       8308.878       41.40469
           -2.2      6968.9581       35.09036      5971.0777      31.141211      8324.7629      40.948173
           -2.1      7131.5381      36.358824      6114.9521      32.574686      8511.6577      41.899192
             -2      7121.8354      36.047604      6105.2489      32.047514      8504.0051      42.133949
           -1.9      7248.6305      40.559083      6212.6596      36.267767      8651.1157      46.394254
           -1.8      7234.9011      36.264594      6198.4798      32.270191      8640.7421      42.416433
           -1.7      7269.8416      39.085301       6230.746      34.650998      8683.7636      45.584871
           -1.6      7388.3067       38.78911      6331.1217      34.617694      8817.1498      44.616207
           -1.5      7383.0735      37.252963      6327.7783      33.128497      8812.8007      43.539621
           -1.4      7462.7801      39.823433      6400.0271      35.454799       8897.986      46.036621
           -1.3      7497.6465      40.304329      6432.9458      35.892886      8932.4793      46.646235
           -1.2      7605.4713      40.579671      6520.6096      36.266023      9069.1365       46.45944
           -1.1      7541.8972      39.473787      6468.8227      35.128875      8987.0073      45.582569
             -1      7560.1645       40.27648       6475.414      35.670835      9026.6243      46.965217
           -0.9      7595.2096      41.858138      6518.0028      37.435519      9041.0638      47.916009
           -0.8      7656.4188      40.725496      6578.8737      36.219233      9099.8633      47.333578
           -0.7      7694.7025      41.550747      6599.6742      37.055169      9171.6095       47.68645
           -0.6      7675.8443      42.600972      6587.7541      37.920451      9136.3903      49.143647
           -0.5      7656.7901       41.95587      6566.7591      37.378751      9127.7376      48.303263
           -0.4      7710.6889      44.534891       6614.191      39.779393      9184.6761      50.816124
           -0.3      7719.0988      42.523345      6619.7406      37.657336      9197.7827      49.590828
           -0.2      7796.6911      46.506673       6694.044      41.284807       9281.183      54.146157
           -0.1      7733.4649      41.825775      6634.7693      37.439417      9208.0592      47.713148
              0      7680.4221      44.144329      6594.6556      39.196479       9138.518       51.25832
            0.1      7644.2197      40.442408      6556.2886      36.066494      9113.1391      46.641779
            0.2      7764.6904      43.263314      6659.1137      38.364948      9253.3914      50.263505
            0.3      7643.1974      40.709694      6558.2596      36.231431       9098.385      47.411107
            0.4      7734.1091      43.060251      6638.1058      38.592259       9212.799      49.177639
            0.5      7677.7037      41.352908      6588.9777      36.353986      9151.8584      48.986476
            0.6      7666.9741      39.812264      6577.3619      35.404966      9136.1134      46.384173
            0.7      7566.6669      40.871226      6489.6194      36.584522      9014.2653      46.754619
            0.8      7623.3415      42.209772      6542.1164      37.589699      9075.9852      48.895116
            0.9      7594.4993      42.582418      6520.2332       38.22491      9041.1194        48.5286
              1       7563.454      43.435774      6490.4747      38.591686      9009.9815      50.526296
            1.1      7569.1573      41.754623      6496.4679      37.016286      9011.4904      48.780475
            1.2      7475.9734      40.732232      6414.9497      36.072656      8907.8139      47.513532
            1.3      7466.6882      41.301755      6399.8341      36.727459      8911.5091       47.80561
            1.4      7365.7668       38.01607      6312.5883      33.550296      8791.3672      44.712784
            1.5      7354.3618      39.435276      6298.7111       34.74614      8787.7979      46.336159
            1.6      7294.3736      38.406195      6254.3942      34.417684       8696.465      44.246986
            1.7      7255.8734      39.101723      6224.1501      34.959371      8649.4587      45.328784
            1.8      7232.0997      36.525689      6198.2928      32.484134      8633.1784      42.943042
            1.9      7165.0652      38.750588      6138.6849      34.803835      8555.7578      44.388211
              2      7116.4576      37.453712      6100.4822      33.245111      8494.2388      43.875274
            2.1       7000.171      37.559315      5993.2243      33.451482      8374.1081      43.375856
            2.2      7011.6568      37.702739      6009.3624      33.488484      8376.8474      43.636702
            2.3       6871.748      35.635401      5886.4606      31.657737      8215.0649      41.683245
            2.4      6863.6936       35.74578      5879.2486      31.566807      8212.1017      41.988872
            2.5      6732.3082      34.562183      5763.4654      30.477381      8058.4881      40.829936
            2.6      6666.4641      34.952028      5712.5347      31.146244      7971.8855      40.514228
            2.7      6591.6693      35.124919        5658.78      31.437019      7866.0447      40.653684
            2.8      6417.2172      34.292069      5498.1417       30.52944      7678.5809      40.609823
