#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2438.4216      3.0809881      2072.7815      2.7067438       2973.092      3.7380862
              5      3143.6977      3.4512313       2682.276      3.0580028      3794.1996      4.0490363
             10      2070.9425      2.8487558      1775.1772      2.5384991      2473.8399      3.2820869
             15      1301.4701      2.3153346      1119.8203      2.0671193      1543.0516      2.6454205
             20      846.31371      1.8973214      730.32541      1.7038928      997.83038      2.1492033
             25      565.67742      1.4697717      488.93336      1.3209946      664.67751      1.6570699
             30      395.78993       1.288271      342.96091      1.1619073      463.14545      1.4454712
             35      283.66729      1.0287573      245.88334     0.92427133       331.7363      1.1683268
             40       210.4449     0.86928741      182.62281     0.78524562      245.60223     0.97214251
             45      159.43757     0.75916416      138.50609     0.68188395      185.73746     0.85853833
             50      121.56584     0.65620687      105.63958     0.59251768      141.53922     0.73845295
             55       96.39964     0.65502752      83.804509      0.5928466       112.1378      0.7314273
             60       75.51501     0.53867915      65.689934     0.49061647      87.666077     0.59880888
             65      60.802343      0.4600613      52.876633      0.4138074      70.659247     0.52730959
             70      49.308689     0.39058766      42.872672     0.34890065      57.418747     0.44978412
             75       40.94263     0.39842187      35.656935     0.35819618      47.491433     0.48036463
             80      33.468074     0.31865213      29.069113     0.29461104      38.957349     0.34971418
             85      27.939105     0.29717256      24.247159     0.26225874      32.547418     0.34711735
             90      23.188845     0.24095712      20.079923     0.21572224       27.03188     0.28012628
             95      20.182241     0.28695576      17.448782      0.2576543      23.606202     0.32693889
            100      16.812887     0.22404162      14.523675     0.20438264      19.671499     0.24878367
            105      14.643355     0.21926084      12.678481      0.1988883      17.084034     0.24860315
            110       12.60452     0.20374498      10.885001     0.18051688       14.74481     0.23472344
            115      11.048895      0.1911936      9.5562003     0.17342497      12.883805     0.21661887
            120      9.4271361      0.1691162      8.1148689      0.1512105      11.058894     0.19387125
            125      8.0185415     0.15145373      6.9244901     0.13949306      9.3535807     0.17144179
            130      6.9601936     0.12884813      5.9652938     0.11468834      8.2095065     0.14940408
            135      6.3352717     0.14189177      5.4580691     0.12844481      7.4229574     0.15965211
            140      5.7802077     0.13142804      4.9678683     0.11734307      6.7853716     0.14989536
            145      4.8045258     0.11519096      4.1159307     0.10386972      5.6630537     0.13003548
            150      4.4989432     0.17702583      3.8694683     0.14990861      5.2725795      0.2140366
            155      3.9010018     0.10500719      3.3244022    0.091728184      4.6265721     0.12348882
            160      3.5291211     0.14673526       3.022051     0.13702632       4.156243     0.15560385
            165      3.1744582    0.087171247      2.7059854    0.076296735      3.7666923     0.10345014
            170      2.8755147     0.10889031      2.4551921    0.096726102      3.4046488     0.12431283
            175      2.4871257     0.10949036      2.1290749    0.097192765      2.9268517     0.12422371
            180      2.1997481    0.067602662      1.8742029    0.060404598      2.6061998    0.079339289
            185      2.0785485    0.072522715      1.7865899    0.065780008      2.4354787    0.083212862
            190      1.9758586    0.077559809      1.6942795    0.068920922      2.3202459    0.090978644
            195      1.7630804     0.10872882      1.4996125    0.098441877      2.0915233     0.12030904
            200       1.583561     0.11038248      1.3500982    0.088306425      1.8719485     0.14204763
            205      1.3946762    0.061172264      1.1904332    0.054922302      1.6444272    0.069703882
            210      1.2696424    0.088493172      1.0930385    0.073266855       1.480147     0.11123322
            215      1.1344229    0.054372255     0.96549606     0.04702955       1.344202     0.06594358
            220       1.111159    0.066200356     0.95180762    0.061120424      1.3036659    0.071874969
            225     0.99018082    0.049382991     0.84277194    0.044320923      1.1729418    0.056580932
            230     0.98571777    0.067772911     0.84871761    0.061938939      1.1526616    0.074180145
            235     0.90369843     0.13236996     0.78374854       0.120881      1.0453274     0.14083286
            240     0.76315396    0.056371444     0.66546258    0.045535265     0.87305349    0.074006342
            245     0.66443546    0.043890554     0.56404906    0.038902223     0.78941816    0.050454421
