# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      105.50001      0.2784434      91.348616     0.25187503      123.40657      0.3124293
             50      44.592765     0.17510162       38.68363     0.15810202      51.916301     0.19741474
             70      23.506896     0.13279036        20.4087     0.12164259      27.306315     0.14583649
             90       13.57605     0.09457609      11.790664    0.086044327      15.766603     0.10603041
            110      7.0041919    0.046942053      6.0624124    0.042281189      8.1606149    0.053872518
            150      3.0461658    0.027913338      2.6186546    0.024958767      3.5727527    0.032047267
            200      3.0461658    0.027913338      2.6186546    0.024958767      3.5727527    0.032047267
