# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      337.82311      3.4269865      292.82436      3.0764647      395.99988      3.8878778
            0.4       328.5546      3.3728356      285.51885      3.0656919      383.68996      3.7455593
            0.8      292.70952      4.0567226      255.05733      3.7152786      340.62846      4.3920015
            1.2       245.3918      3.8352794      213.95563      3.4194273      285.29817      4.3713491
            1.6      182.29168      2.9983715      159.83999      2.7544268      210.64401      3.3179008
              2        121.397      2.4649321      106.58969      2.2180559      140.01754      2.7659854
            2.4        121.397      2.4649321      106.58969      2.2180559      140.01754      2.7659854
