# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      603.26708      3.3267407      525.51434      3.0126879      702.51121      3.7084698
              1      603.26708      3.3267407      525.51434      3.0126879      702.51121      3.7084698
