#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      680.27465      1.7674638      571.47008       1.489419      851.53097      2.3309244
              5      2435.6587      3.1025956      2066.0977      2.7261901      2978.1986      3.7181332
             10      2319.4348      3.0033317       1981.114      2.6685447      2791.3798      3.4863585
             15      1711.6269      2.6421942       1469.726      2.3643821      2037.7663      3.0154921
             20      1211.5706      2.2410353      1044.0913      2.0154531      1432.7624      2.5324138
             25      855.48869      1.8465426      738.63428      1.6624727      1007.3258      2.0760592
             30      621.12659      1.5679585      537.57195      1.4120417       728.3229      1.7645261
             35      455.49934      1.3102203      394.39135      1.1788845      533.54941      1.4789269
             40      344.84064      1.1123726      299.30477      1.0088388      402.36798       1.241662
             45      264.21138     0.96098292      229.26827      0.8674491      308.24812      1.0770145
             50      205.99764      0.8804685      178.88123     0.79176154      240.02106     0.99117454
             55      163.76335     0.81458191      142.17273     0.73634538      190.78946     0.91059549
             60      129.79005     0.68440717      112.85055     0.62380849      150.81031      0.7693552
             65      104.79481     0.57485205      91.059973     0.51761575      121.90806     0.65185825
             70      86.080027     0.49370662       74.80833     0.44344266      100.14035     0.56181432
             75      71.437557     0.54238682       62.15032     0.48720242      83.023135     0.63436731
             80      59.083933     0.40729129      51.283619     0.37341075      68.879837     0.45258585
             85      48.774879     0.37901629      42.301001     0.33652102      56.887534     0.43971414
             90      41.467767     0.36267151      35.919826     0.33929942      48.376928     0.39860247
             95      35.675743     0.33385822      30.832268     0.30054991      41.757195     0.38010024
            100      30.187107     0.29570293      26.067502     0.26401891      35.333031     0.33889725
            105      26.221529     0.27499822      22.669366     0.24718576      30.637455     0.31515025
            110      22.451812     0.26076688      19.331048     0.22988566      26.362315     0.30239846
            115      19.814132     0.27330021      17.064525     0.24254509      23.223723     0.32098194
            120      16.607926      0.2088296      14.262421     0.18645207       19.53504     0.23923739
            125      14.975232     0.21230886      12.929012     0.19198977      17.459181     0.24454549
            130      12.705601     0.16167723      10.866899     0.14367009      15.023616     0.18803607
            135      11.715425     0.19442076      10.099329     0.17766621      13.743129     0.21855133
            140      10.229467     0.21016732      8.7700517       0.188087      12.040486     0.23937814
            145      8.9442235     0.15738389      7.6524027     0.14127958      10.552033     0.17813106
            150      8.1875589     0.20410804      7.0047629     0.17631758      9.6553529     0.24094052
            155      7.1992438     0.14265382      6.1268545     0.12498137      8.5539731      0.1675372
            160      6.6075331     0.20841678      5.6663375      0.1865955       7.756944     0.23415589
            165      5.8284193     0.12725194      4.9929588     0.11426222      6.8620552     0.14573479
            170      5.2018079     0.13515497      4.4442158     0.12052898       6.151137     0.15376685
            175      4.6275935     0.12927381      3.9460587     0.11433168      5.4730037     0.14783721
            180      4.1877949     0.12543293      3.5593989     0.11158234       4.976027     0.14380365
            185      3.7893262     0.10842787      3.2263308     0.09246849      4.4911308      0.1340533
            190      3.5964861     0.10388167      3.0703348    0.090381693      4.2475673     0.12460529
            195      3.1257859     0.12242132      2.6604306     0.11025483      3.7026567     0.13715491
            200      2.9201686     0.12565469      2.4784666       0.102746       3.473475     0.15856399
            205       2.502819    0.072154648       2.122012    0.063175118      2.9788953    0.085256951
            210      2.3613019     0.10014829      2.0206029    0.085402491       2.774889     0.12122702
            215      2.1199147    0.085727312      1.8139721    0.077551716      2.4933899    0.097842497
            220      2.0333759    0.080600914      1.7374675    0.073137823      2.3911064    0.090009296
            225      1.8646497     0.07957659      1.5865587    0.072410891      2.2085059    0.089112233
            230      1.6826916    0.076530274      1.4416487    0.069483696       1.975894    0.084958884
            235      1.6320865     0.15319973      1.4033558      0.1392253      1.9024038     0.16510027
            240      1.3844809     0.06569772      1.1841525    0.054614409      1.6256486    0.083560358
            245      1.2356166    0.053527284      1.0394429    0.046737474      1.4832941    0.063134441
            250      1.1960301    0.056612735      1.0119776    0.049871045      1.4232432    0.066011027
            255      1.1412476    0.068412734     0.98922454    0.064499857      1.3076002    0.088741581
            260      1.0442486    0.059708995     0.89485649    0.053588084      1.2206298      0.0675547
            265     0.93171291    0.049675163     0.79831019    0.045733688      1.0919007    0.054772665
            270      1.0404354     0.08862386     0.90512716    0.084654892      1.1973828    0.090790732
            275     0.80521221    0.042895586     0.67980312    0.038208783     0.96305731     0.04999506
            280     0.75019244    0.065438773     0.63895764    0.058275521     0.88397607    0.075289679
            285     0.65161416    0.034952543     0.55339668    0.030935811     0.76826216    0.041130402
            290     0.55651858    0.030495243     0.46681178    0.025989476     0.66797455    0.037623459
            295     0.56031783    0.032028615     0.47344195    0.028220504     0.66661951    0.037870737
            300     0.56906239    0.040253571     0.49034123    0.036497808     0.66119055    0.045628498
            305      0.5463725    0.049157635     0.46737685    0.044764161      0.6418873    0.054508637
            310      0.4264235    0.029716627     0.36421486    0.026168562     0.50045124    0.035214769
            315     0.47265354    0.047559215     0.40889436    0.042547986     0.54379757    0.054632733
            320     0.39136718    0.026620929     0.33138415    0.023280998     0.46487526    0.031620137
            325     0.38788147    0.031412817     0.32529852    0.027697197     0.46552453     0.03680132
            330     0.48355858    0.067001626      0.4140246     0.06296016     0.56788784    0.069591046
            335     0.44271571    0.068436598     0.37254864    0.056359756     0.52949372     0.08469434
            340     0.32050587    0.025575705     0.27311472    0.022678322     0.37617606    0.031048562
            345     0.23595905    0.038899193     0.20649679    0.027599621      0.2669593    0.058034919
            350     0.25014801     0.02358512     0.21648348    0.021180356     0.28739353    0.028025963
            355     0.21232978    0.020505193     0.18406605     0.01817648     0.24258935    0.024719978
            360     0.25023309    0.022375052     0.21067313    0.019806413     0.29810809    0.026326465
            365     0.30071232    0.053687352     0.26016873    0.049342958     0.34749301    0.057417786
            370     0.21507449    0.019519626     0.17812945    0.016752751     0.26155258    0.023637454
            375     0.19431134    0.020125828     0.16587387    0.018067084     0.22607445    0.022982367
            380     0.18212659    0.021941609     0.15799407    0.019073849     0.20700567    0.026363702
            385     0.15489919    0.015467888     0.12702893    0.013318175     0.19146941    0.018938163
