#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
            390     0.15893671    0.015421413      0.1335102    0.013367128      0.1906485    0.018536619
            395     0.21486718    0.029554094     0.19308559    0.027160036     0.23349951    0.032280603
            400     0.15381238    0.020251797     0.13080388    0.017840933     0.18155319    0.023602761
            405     0.13332236    0.014473516     0.11117984    0.012543609     0.16161069    0.017340271
            410      0.1482337    0.030859146     0.12540146    0.025998361     0.17696432    0.038002696
            415     0.10454687    0.011777658    0.085675768   0.0097747462     0.12882857    0.014986062
            420     0.10641835     0.01323867    0.091559105    0.011683452     0.12287405    0.016202019
            425     0.09590374    0.019526873    0.081402996    0.017672513     0.11284543    0.021524287
            430     0.10665648    0.012393951    0.087921893    0.010141407     0.12973492    0.016203341
            435    0.083282657    0.011255571    0.065124823   0.0083550852     0.10490159    0.015229583
            440     0.10560262    0.014646799    0.092555099    0.013060578     0.11923382    0.017202371
            445     0.11340325    0.025241851    0.097930591    0.022494307     0.13162236    0.028248473
            450    0.070677933    0.011204413     0.05987013   0.0094705647    0.084298682    0.014418431
            455    0.080337067    0.010880042    0.065557953   0.0091560095     0.10032817    0.013517877
            460    0.088921889    0.013224364     0.07407375    0.010981618     0.10737631    0.017114481
            465     0.10827937    0.032482929    0.087693022    0.023313815     0.13705486    0.048407064
            470    0.051526752    0.010013377    0.042844784   0.0085768642    0.062565262    0.012124706
            475    0.063832539    0.012810116    0.052591898    0.011125003    0.078054252    0.015306528
            480    0.058927599    0.015576238    0.050624527    0.014351914    0.068758071    0.016972388
            485    0.057003188    0.010203525    0.048909626   0.0086566443    0.066021496    0.012906939
            490    0.047852559     0.01043163    0.041317973   0.0090222595    0.055186968     0.01249343
            495    0.050729134    0.011129131    0.044136516   0.0096249851    0.056876201    0.013554597
            500    0.050729134    0.011129131    0.044136516   0.0096249851    0.056876201    0.013554597
