qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.VT2.QCD)

independent    1              0.5            2079.9219       +- 0.85863653     
independent    1              1              705.08045       +- 0.40128571     
independent    1              2              -554.28238      +- 0.59345499     
