qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32)            

independent    0.5            2              28625.321       +- 2.8138956      
independent    1              1              23911.570       +- 2.0984912      
independent    2              0.5            19764.155       +- 1.6260102      
