qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32.CA.QCD)     

independent    0.5            2              979.91587       +- 0.73271414     
independent    1              1              1429.2383       +- 0.42511799     
independent    2              0.5            1591.9066       +- 0.27706296     
