#   m_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21   0.0038293305   0.0038291391   0.0038293305   0.0038291391   0.0038293305   0.0038291391
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25   0.0056822833   0.0056819992   0.0056822833   0.0056819992   0.0056822833   0.0056819992
             26   0.0068006887   0.0048116616   0.0068006887   0.0048116616   0.0068006887   0.0048116616
             27   0.0081230317   0.0057528777   0.0081230317   0.0057528777   0.0081230317   0.0057528777
             28              0              0              0              0              0              0
             29   0.0038294292   0.0038292378   0.0038294292   0.0038292378   0.0038294292   0.0038292378
             30   0.0039750985   0.0039748998   0.0039750985   0.0039748998   0.0039750985   0.0039748998
             31    0.003522933   0.0035227569    0.003522933   0.0035227569    0.003522933   0.0035227569
             32    0.012775689   0.0091760595    0.012775689   0.0091760595    0.012775689   0.0091760595
             33   0.0089757874    0.006400059   0.0089757874    0.006400059   0.0089757874    0.006400059
             34  -0.0038279526   0.0038277612  -0.0038279526   0.0038277612  -0.0038279526   0.0038277612
             35    0.017878347   0.0090471098    0.017878347   0.0090471098    0.017878347   0.0090471098
             36   0.0081756888   0.0057923614   0.0081756888   0.0057923614   0.0081756888   0.0057923614
             37    0.030836122    0.010939912    0.030836122    0.010939912    0.030836122    0.010939912
             38    0.012156201   0.0070392363    0.012156201   0.0070392363    0.012156201   0.0070392363
             39    0.012136615   0.0088719883    0.012136615   0.0088719883    0.012136615   0.0088719883
             40    0.019835728   0.0089131127    0.019835728   0.0089131127    0.019835728   0.0089131127
             41     0.01614124   0.0097227725     0.01614124   0.0097227725     0.01614124   0.0097227725
             42    0.012561713   0.0073048803    0.012561713   0.0073048803    0.012561713   0.0073048803
             43    0.026517422    0.010035205    0.026517422    0.010035205    0.026517422    0.010035205
             44     0.02055748   0.0092877343     0.02055748   0.0092877343     0.02055748   0.0092877343
             45    0.017407972   0.0087922175    0.017407972   0.0087922175    0.017407972   0.0087922175
             46    0.015397047    0.010942368    0.015397047    0.010942368    0.015397047    0.010942368
             47    0.030675689    0.012919244    0.030675689    0.012919244    0.030675689    0.012919244
             48     0.01740187   0.0078545511     0.01740187   0.0078545511     0.01740187   0.0078545511
             49    0.033642618    0.011231979    0.033642618    0.011231979    0.033642618    0.011231979
             50    0.051077362    0.014207047    0.051077362    0.014207047    0.051077362    0.014207047
             51    0.055632677    0.014918943    0.055632677    0.014918943    0.055632677    0.014918943
             52    0.066191339    0.016219701    0.066191339    0.016219701    0.066191339    0.016219701
             53    0.037989468    0.013836899    0.037989468    0.013836899    0.037989468    0.013836899
             54    0.073934547    0.017027185    0.073934547    0.017027185    0.073934547    0.017027185
             55    0.079264664     0.01864881    0.079264664     0.01864881    0.079264664     0.01864881
             56    0.058298621     0.01630363    0.058298621     0.01630363    0.058298621     0.01630363
             57    0.092763387    0.020173198    0.092763387    0.020173198    0.092763387    0.020173198
             58     0.10086988    0.020644736     0.10086988    0.020644736     0.10086988    0.020644736
             59     0.10234557    0.020262747     0.10234557    0.020262747     0.10234557    0.020262747
             60     0.10905659    0.020688776     0.10905659    0.020688776     0.10905659    0.020688776
             61     0.11662165    0.021421559     0.11662165    0.021421559     0.11662165    0.021421559
             62     0.11814823    0.021327584     0.11814823    0.021327584     0.11814823    0.021327584
             63     0.11426506    0.023581454     0.11426506    0.023581454     0.11426506    0.023581454
             64     0.15286673    0.024622604     0.15286673    0.024622604     0.15286673    0.024622604
             65     0.12527913    0.022890171     0.12527913    0.022890171     0.12527913    0.022890171
             66     0.14939222     0.02407241     0.14939222     0.02407241     0.14939222     0.02407241
             67     0.23668051    0.031200182     0.23668051    0.031200182     0.23668051    0.031200182
             68     0.18168691    0.027113397     0.18168691    0.027113397     0.18168691    0.027113397
             69     0.11548819     0.02316614     0.11548819     0.02316614     0.11548819     0.02316614
             70      0.1808248    0.027656869      0.1808248    0.027656869      0.1808248    0.027656869
             71     0.19657077    0.030405408     0.19657077    0.030405408     0.19657077    0.030405408
             72     0.30086614     0.03527269     0.30086614     0.03527269     0.30086614     0.03527269
             73     0.24617057    0.035222382     0.24617057    0.035222382     0.24617057    0.035222382
             74     0.26258317    0.032676915     0.26258317    0.032676915     0.26258317    0.032676915
             75     0.31357667    0.035803362     0.31357667    0.035803362     0.31357667    0.035803362
             76     0.32731014    0.038065313     0.32731014    0.038065313     0.32731014    0.038065313
             77     0.43664124    0.049656668     0.43664124    0.049656668     0.43664124    0.049656668
             78     0.50841259    0.045917426     0.50841259    0.045917426     0.50841259    0.045917426
             79     0.57352814    0.048421273     0.57352814    0.048421273     0.57352814    0.048421273
             80      0.5875621    0.049890476      0.5875621    0.049890476      0.5875621    0.049890476
             81     0.62028435    0.051901976     0.62028435    0.051901976     0.62028435    0.051901976
             82     0.77132067    0.057243171     0.77132067    0.057243171     0.77132067    0.057243171
             83     0.72422755    0.060284958     0.72422755    0.060284958     0.72422755    0.060284958
             84     0.91280787    0.061735841     0.91280787    0.061735841     0.91280787    0.061735841
             85       1.004618    0.068198655       1.004618    0.068198655       1.004618    0.068198655
             86      1.2162346    0.071362597      1.2162346    0.071362597      1.2162346    0.071362597
