#pt_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      298.82434     0.54779874      298.82434     0.54779874      298.82434     0.54779874
              5      446.03829      0.6432947      446.03829      0.6432947      446.03829      0.6432947
             10      374.61995     0.57314719      374.61995     0.57314719      374.61995     0.57314719
             15      306.33795     0.50992951      306.33795     0.50992951      306.33795     0.50992951
             20      252.21287     0.45831068      252.21287     0.45831068      252.21287     0.45831068
             25      208.47663     0.41581477      208.47663     0.41581477      208.47663     0.41581477
             30      174.58847     0.38113366      174.58847     0.38113366      174.58847     0.38113366
             35      145.76868     0.34586501      145.76868     0.34586501      145.76868     0.34586501
             40       122.9551     0.31694037       122.9551     0.31694037       122.9551     0.31694037
             45      103.23077     0.28914357      103.23077     0.28914357      103.23077     0.28914357
             50      87.485215     0.26568526      87.485215     0.26568526      87.485215     0.26568526
             55      73.451457     0.24452149      73.451457     0.24452149      73.451457     0.24452149
             60      61.733072     0.22387652      61.733072     0.22387652      61.733072     0.22387652
             65      52.036247     0.20549309      52.036247     0.20549309      52.036247     0.20549309
             70      43.513674      0.1877524      43.513674      0.1877524      43.513674      0.1877524
             75      37.055892      0.1739599      37.055892      0.1739599      37.055892      0.1739599
             80      31.443866     0.15931052      31.443866     0.15931052      31.443866     0.15931052
             85      26.476463     0.14657149      26.476463     0.14657149      26.476463     0.14657149
             90      22.640152     0.13579538      22.640152     0.13579538      22.640152     0.13579538
             95      19.246598     0.12470235      19.246598     0.12470235      19.246598     0.12470235
            100      16.181983     0.11402866      16.181983     0.11402866      16.181983     0.11402866
            105      13.784857     0.10563258      13.784857     0.10563258      13.784857     0.10563258
            110      11.957143    0.098327501      11.957143    0.098327501      11.957143    0.098327501
            115      10.169984    0.091051592      10.169984    0.091051592      10.169984    0.091051592
            120      8.8070393    0.084423194      8.8070393    0.084423194      8.8070393    0.084423194
            125      7.5564403    0.078392031      7.5564403    0.078392031      7.5564403    0.078392031
            130        6.47769    0.072653232        6.47769    0.072653232        6.47769    0.072653232
            135      5.5369589    0.067262081      5.5369589    0.067262081      5.5369589    0.067262081
            140      4.5787018    0.061400451      4.5787018    0.061400451      4.5787018    0.061400451
            145      4.1630219    0.058385642      4.1630219    0.058385642      4.1630219    0.058385642
            150      3.5016966    0.053517199      3.5016966    0.053517199      3.5016966    0.053517199
            155       3.101813    0.050584737       3.101813    0.050584737       3.101813    0.050584737
            160      2.6460272    0.046516522      2.6460272    0.046516522      2.6460272    0.046516522
            165      2.3584462    0.043559088      2.3584462    0.043559088      2.3584462    0.043559088
            170      1.9896656    0.040268075      1.9896656    0.040268075      1.9896656    0.040268075
            175      1.8253025     0.03873307      1.8253025     0.03873307      1.8253025     0.03873307
            180      1.5165171    0.035226441      1.5165171    0.035226441      1.5165171    0.035226441
            185      1.3389613    0.033433595      1.3389613    0.033433595      1.3389613    0.033433595
            190       1.166631    0.031016659       1.166631    0.031016659       1.166631    0.031016659
            195      1.0923335     0.02981028      1.0923335     0.02981028      1.0923335     0.02981028
            200     0.94114765    0.027955631     0.94114765    0.027955631     0.94114765    0.027955631
            205     0.78528299     0.02535752     0.78528299     0.02535752     0.78528299     0.02535752
            210     0.69546129    0.023983454     0.69546129    0.023983454     0.69546129    0.023983454
            215      0.5841222    0.022085674      0.5841222    0.022085674      0.5841222    0.022085674
