#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.8      4249.4129       12.94997      4249.4129       12.94997      4249.4129       12.94997
           -0.7      4258.7665      12.935839      4258.7665      12.935839      4258.7665      12.935839
           -0.6      4221.7621       12.94035      4221.7621       12.94035      4221.7621       12.94035
           -0.5      4216.3636      12.875439      4216.3636      12.875439      4216.3636      12.875439
           -0.4      4230.0201       12.88438      4230.0201       12.88438      4230.0201       12.88438
           -0.3      4221.0822      12.897888      4221.0822      12.897888      4221.0822      12.897888
           -0.2      4239.3143      12.881273      4239.3143      12.881273      4239.3143      12.881273
           -0.1      4225.0952      12.852175      4225.0952      12.852175      4225.0952      12.852175
              0      4206.4584      12.901606      4206.4584      12.901606      4206.4584      12.901606
            0.1      4196.5154      12.791094      4196.5154      12.791094      4196.5154      12.791094
            0.2      4223.7848      12.859738      4223.7848      12.859738      4223.7848      12.859738
            0.3      4248.8625      12.911371      4248.8625      12.911371      4248.8625      12.911371
            0.4      4256.2313      12.920952      4256.2313      12.920952      4256.2313      12.920952
            0.5      4248.3357      12.930492      4248.3357      12.930492      4248.3357      12.930492
            0.6       4249.563      12.940058       4249.563      12.940058       4249.563      12.940058
            0.7      4237.9954      12.961799      4237.9954      12.961799      4237.9954      12.961799
            0.8      4244.3841      12.960005      4244.3841      12.960005      4244.3841      12.960005
            0.9      4232.6722      12.961243      4232.6722      12.961243      4232.6722      12.961243
              1      4191.9801       13.08508      4191.9801       13.08508      4191.9801       13.08508
            1.1      4191.0757      12.883952      4191.0757      12.883952      4191.0757      12.883952
            1.2      4171.9446      12.956754      4171.9446      12.956754      4171.9446      12.956754
            1.3       4115.982      12.823446       4115.982      12.823446       4115.982      12.823446
            1.4      4067.0483      12.785711      4067.0483      12.785711      4067.0483      12.785711
            1.5      4032.6468      12.742778      4032.6468      12.742778      4032.6468      12.742778
            1.6       3936.958       12.75591       3936.958       12.75591       3936.958       12.75591
            1.7      3871.0795      12.546555      3871.0795      12.546555      3871.0795      12.546555
            1.8      3798.9181      12.439852      3798.9181      12.439852      3798.9181      12.439852
            1.9      3706.7608      12.351905      3706.7608      12.351905      3706.7608      12.351905
              2      3599.6178      12.246373      3599.6178      12.246373      3599.6178      12.246373
            2.1      3498.7209      12.055654      3498.7209      12.055654      3498.7209      12.055654
            2.2      3410.3991      11.941861      3410.3991      11.941861      3410.3991      11.941861
            2.3      3319.5369      11.802735      3319.5369      11.802735      3319.5369      11.802735
            2.4      3179.3297      11.627755      3179.3297      11.627755      3179.3297      11.627755
            2.5      3054.8414      11.358583      3054.8414      11.358583      3054.8414      11.358583
            2.6      2924.4172      11.386721      2924.4172      11.386721      2924.4172      11.386721
            2.7      2806.0227      11.338881      2806.0227      11.338881      2806.0227      11.338881
            2.8       2711.878        11.0773       2711.878        11.0773       2711.878        11.0773
            2.9       2554.426      10.515014       2554.426      10.515014       2554.426      10.515014
              3      2437.9504      10.383791      2437.9504      10.383791      2437.9504      10.383791
            3.1      2302.8091       10.07068      2302.8091       10.07068      2302.8091       10.07068
            3.2      2162.2983      9.8451078      2162.2983      9.8451078      2162.2983      9.8451078
            3.3      2042.7245      9.6250604      2042.7245      9.6250604      2042.7245      9.6250604
            3.4      1895.8608      9.4011945      1895.8608      9.4011945      1895.8608      9.4011945
            3.5      1766.8924      9.0368149      1766.8924      9.0368149      1766.8924      9.0368149
            3.6      1655.5418       8.706299      1655.5418       8.706299      1655.5418       8.706299
            3.7       1522.972      8.4465643       1522.972      8.4465643       1522.972      8.4465643
            3.8      1423.6054      8.1564152      1423.6054      8.1564152      1423.6054      8.1564152
            3.9      1306.6361      7.8353288      1306.6361      7.8353288      1306.6361      7.8353288
              4       1203.005       7.549101       1203.005       7.549101       1203.005       7.549101
            4.1      1101.3675      7.2132494      1101.3675      7.2132494      1101.3675      7.2132494
            4.2      988.48141      6.9918625      988.48141      6.9918625      988.48141      6.9918625
            4.3      895.65502       6.673879      895.65502       6.673879      895.65502       6.673879
            4.4       815.6987      6.3006907       815.6987      6.3006907       815.6987      6.3006907
            4.5      733.17254      6.0214867      733.17254      6.0214867      733.17254      6.0214867
            4.6      657.09687      5.7670832      657.09687      5.7670832      657.09687      5.7670832
            4.7      575.46628      5.3720817      575.46628      5.3720817      575.46628      5.3720817
            4.8      521.27035      5.0621238      521.27035      5.0621238      521.27035      5.0621238
            4.9      464.93544      4.8262609      464.93544      4.8262609      464.93544      4.8262609
              5      464.93544      4.8262609      464.93544      4.8262609      464.93544      4.8262609
