#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      384.50399     0.60444134      384.50399     0.60444134      384.50399     0.60444134
              5      625.00014     0.73966087      625.00014     0.73966087      625.00014     0.73966087
             10       576.9934     0.69231522       576.9934     0.69231522       576.9934     0.69231522
             15      508.17056     0.64118383      508.17056     0.64118383      508.17056     0.64118383
             20      444.86535     0.59300504      444.86535     0.59300504      444.86535     0.59300504
             25      387.17625     0.55510385      387.17625     0.55510385      387.17625     0.55510385
             30      338.60444     0.52183979      338.60444     0.52183979      338.60444     0.52183979
             35      294.94347     0.47888263      294.94347     0.47888263      294.94347     0.47888263
             40      257.46664     0.44562078      257.46664     0.44562078      257.46664     0.44562078
             45      223.99325     0.41692047      223.99325     0.41692047      223.99325     0.41692047
             50      195.86352     0.39171933      195.86352     0.39171933      195.86352     0.39171933
             55      170.65604     0.36331182      170.65604     0.36331182      170.65604     0.36331182
             60      149.04614     0.33791702      149.04614     0.33791702      149.04614     0.33791702
             65      130.12514     0.31692465      130.12514     0.31692465      130.12514     0.31692465
             70      113.33757     0.29564242      113.33757     0.29564242      113.33757     0.29564242
             75      99.182815     0.28053847      99.182815     0.28053847      99.182815     0.28053847
             80      87.365674     0.25957499      87.365674     0.25957499      87.365674     0.25957499
             85      76.784457      0.2489809      76.784457      0.2489809      76.784457      0.2489809
             90      67.760575     0.22798831      67.760575     0.22798831      67.760575     0.22798831
             95      59.852833     0.21438285      59.852833     0.21438285      59.852833     0.21438285
            100      52.466391     0.20051933      52.466391     0.20051933      52.466391     0.20051933
            105       46.25504     0.18840604       46.25504     0.18840604       46.25504     0.18840604
            110       41.26277     0.18044925       41.26277     0.18044925       41.26277     0.18044925
            115      36.480327     0.16801252      36.480327     0.16801252      36.480327     0.16801252
            120       32.76209     0.15983262       32.76209     0.15983262       32.76209     0.15983262
            125      29.280405     0.15087577      29.280405     0.15087577      29.280405     0.15087577
            130      25.942877     0.14259216      25.942877     0.14259216      25.942877     0.14259216
            135      23.375461     0.13567521      23.375461     0.13567521      23.375461     0.13567521
            140      20.478164     0.12733382      20.478164     0.12733382      20.478164     0.12733382
            145      18.841179     0.12227582      18.841179     0.12227582      18.841179     0.12227582
            150      16.714342     0.11573155      16.714342     0.11573155      16.714342     0.11573155
            155      15.007542     0.11045457      15.007542     0.11045457      15.007542     0.11045457
            160      13.498915     0.10316571      13.498915     0.10316571      13.498915     0.10316571
            165      12.283991    0.098859432      12.283991    0.098859432      12.283991    0.098859432
            170      11.050973    0.094126522      11.050973    0.094126522      11.050973    0.094126522
            175      10.283371    0.089774865      10.283371    0.089774865      10.283371    0.089774865
            180      9.0074312     0.08488264      9.0074312     0.08488264      9.0074312     0.08488264
            185      8.1387958    0.080380031      8.1387958    0.080380031      8.1387958    0.080380031
            190      7.4936933    0.077281359      7.4936933    0.077281359      7.4936933    0.077281359
            195      6.9016296    0.075335146      6.9016296    0.075335146      6.9016296    0.075335146
            200      6.3460985     0.07143033      6.3460985     0.07143033      6.3460985     0.07143033
            205      5.7878363    0.068024676      5.7878363    0.068024676      5.7878363    0.068024676
            210      5.2375504    0.065177699      5.2375504    0.065177699      5.2375504    0.065177699
            215      4.7262499    0.062906647      4.7262499    0.062906647      4.7262499    0.062906647
            220      4.3455987    0.059612293      4.3455987    0.059612293      4.3455987    0.059612293
            225      4.1409255    0.058331972      4.1409255    0.058331972      4.1409255    0.058331972
            230      3.7067049    0.054586154      3.7067049    0.054586154      3.7067049    0.054586154
            235       3.411258    0.074825895       3.411258    0.074825895       3.411258    0.074825895
            240      3.1162915     0.05010551      3.1162915     0.05010551      3.1162915     0.05010551
            245       2.873728    0.047768401       2.873728    0.047768401       2.873728    0.047768401
            250      2.6814396    0.049014503      2.6814396    0.049014503      2.6814396    0.049014503
            255       2.511394    0.046441851       2.511394    0.046441851       2.511394    0.046441851
            260      2.2792245    0.043205817      2.2792245    0.043205817      2.2792245    0.043205817
            265      2.0980007    0.041205046      2.0980007    0.041205046      2.0980007    0.041205046
            270      1.9645838    0.039988432      1.9645838    0.039988432      1.9645838    0.039988432
            275      1.8502061    0.039994055      1.8502061    0.039994055      1.8502061    0.039994055
            280      1.7299207    0.037966145      1.7299207    0.037966145      1.7299207    0.037966145
            285      1.5994576    0.036117714      1.5994576    0.036117714      1.5994576    0.036117714
            290      1.4201584    0.034098289      1.4201584    0.034098289      1.4201584    0.034098289
            295      1.3288232    0.033133757      1.3288232    0.033133757      1.3288232    0.033133757
            300      1.3093902    0.032853974      1.3093902    0.032853974      1.3093902    0.032853974
            305      1.1257701    0.030685589      1.1257701    0.030685589      1.1257701    0.030685589
            310      1.0974117    0.030376779      1.0974117    0.030376779      1.0974117    0.030376779
            315      1.0292131    0.029185107      1.0292131    0.029185107      1.0292131    0.029185107
            320      1.0131099    0.032487983      1.0131099    0.032487983      1.0131099    0.032487983
            325     0.83236978    0.026620674     0.83236978    0.026620674     0.83236978    0.026620674
            330     0.87505295    0.026692049     0.87505295    0.026692049     0.87505295    0.026692049
            335     0.81626392    0.026093029     0.81626392    0.026093029     0.81626392    0.026093029
            340     0.70319035    0.024212031     0.70319035    0.024212031     0.70319035    0.024212031
            345      0.7272188    0.023803172      0.7272188    0.023803172      0.7272188    0.023803172
            350     0.62864722    0.022860201     0.62864722    0.022860201     0.62864722    0.022860201
            355     0.60555815    0.023525983     0.60555815    0.023525983     0.60555815    0.023525983
            360     0.54826004     0.02296867     0.54826004     0.02296867     0.54826004     0.02296867
            365     0.51001169     0.02815123     0.51001169     0.02815123     0.51001169     0.02815123
            370     0.47136016    0.019964065     0.47136016    0.019964065     0.47136016    0.019964065
            375     0.50829206    0.021897308     0.50829206    0.021897308     0.50829206    0.021897308
            380     0.42336114    0.018985969     0.42336114    0.018985969     0.42336114    0.018985969
            385     0.41255037    0.018581807     0.41255037    0.018581807     0.41255037    0.018581807
            390     0.41446661    0.018698921     0.41446661    0.018698921     0.41446661    0.018698921
            395     0.33329457    0.016993491     0.33329457    0.016993491     0.33329457    0.016993491
            400     0.34463913    0.017198824     0.34463913    0.017198824     0.34463913    0.017198824
            405     0.34864061    0.016935142     0.34864061    0.016935142     0.34864061    0.016935142
            410     0.30000898    0.016375812     0.30000898    0.016375812     0.30000898    0.016375812
            415     0.27826183    0.015142315     0.27826183    0.015142315     0.27826183    0.015142315
            420     0.27562707    0.015601899     0.27562707    0.015601899     0.27562707    0.015601899
            425     0.25120549    0.014499754     0.25120549    0.014499754     0.25120549    0.014499754
            430     0.25275096    0.014857802     0.25275096    0.014857802     0.25275096    0.014857802
            435     0.25484809     0.01475755     0.25484809     0.01475755     0.25484809     0.01475755
            440     0.20538683    0.013284318     0.20538683    0.013284318     0.20538683    0.013284318
            445     0.22345248    0.024458456     0.22345248    0.024458456     0.22345248    0.024458456
            450       0.189886    0.012932532       0.189886    0.012932532       0.189886    0.012932532
            455     0.18943378    0.012455635     0.18943378    0.012455635     0.18943378    0.012455635
            460      0.1605338    0.012008686      0.1605338    0.012008686      0.1605338    0.012008686
            465     0.16505177    0.012526955     0.16505177    0.012526955     0.16505177    0.012526955
            470     0.14334006    0.011503013     0.14334006    0.011503013     0.14334006    0.011503013
            475     0.13570909    0.011034378     0.13570909    0.011034378     0.13570909    0.011034378
            480     0.13389884    0.010843273     0.13389884    0.010843273     0.13389884    0.010843273
            485     0.13152228    0.010738083     0.13152228    0.010738083     0.13152228    0.010738083
            490     0.14218232     0.01111367     0.14218232     0.01111367     0.14218232     0.01111367
            495     0.12364535   0.0099432162     0.12364535   0.0099432162     0.12364535   0.0099432162
            500     0.12457484     0.01617138     0.12457484     0.01617138     0.12457484     0.01617138
            505     0.11933278    0.010110906     0.11933278    0.010110906     0.11933278    0.010110906
            510    0.098868818   0.0092845476    0.098868818   0.0092845476    0.098868818   0.0092845476
            515     0.11201012   0.0098701322     0.11201012   0.0098701322     0.11201012   0.0098701322
            520     0.10469254   0.0098741643     0.10469254   0.0098741643     0.10469254   0.0098741643
            525     0.11523465     0.01385494     0.11523465     0.01385494     0.11523465     0.01385494
            530    0.075429212   0.0086252826    0.075429212   0.0086252826    0.075429212   0.0086252826
            535    0.087392106   0.0086387478    0.087392106   0.0086387478    0.087392106   0.0086387478
            540    0.078138917   0.0081757594    0.078138917   0.0081757594    0.078138917   0.0081757594
            545    0.071259153   0.0082594764    0.071259153   0.0082594764    0.071259153   0.0082594764
            550    0.056480334   0.0073541904    0.056480334   0.0073541904    0.056480334   0.0073541904
            555    0.076098641    0.016032246    0.076098641    0.016032246    0.076098641    0.016032246
