# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.043187008    0.012502619    0.043187008    0.012502619    0.043187008    0.012502619
              1    0.080421851    0.016499667    0.080421851    0.016499667    0.080421851    0.016499667
              2     0.16709134    0.025162021     0.16709134    0.025162021     0.16709134    0.025162021
              3     0.28027471    0.032299151     0.28027471    0.032299151     0.28027471    0.032299151
              4     0.28784301    0.033924173     0.28784301    0.033924173     0.28784301    0.033924173
              5     0.39334242     0.03800202     0.39334242     0.03800202     0.39334242     0.03800202
              6     0.53720551    0.044717656     0.53720551    0.044717656     0.53720551    0.044717656
              7     0.59507805    0.047559205     0.59507805    0.047559205     0.59507805    0.047559205
              8     0.77168976    0.064227985     0.77168976    0.064227985     0.77168976    0.064227985
              9     0.87079124     0.05634908     0.87079124     0.05634908     0.87079124     0.05634908
             10      1.0004125    0.065393165      1.0004125    0.065393165      1.0004125    0.065393165
             11      1.0804619    0.068589942      1.0804619    0.068589942      1.0804619    0.068589942
             12      1.2318849    0.070045207      1.2318849    0.070045207      1.2318849    0.070045207
             13      1.3161943    0.072141005      1.3161943    0.072141005      1.3161943    0.072141005
             14      1.4144951    0.075081136      1.4144951    0.075081136      1.4144951    0.075081136
             15      1.4579596    0.076901195      1.4579596    0.076901195      1.4579596    0.076901195
             16      1.6639505      0.0822071      1.6639505      0.0822071      1.6639505      0.0822071
             17      1.7118684    0.082986565      1.7118684    0.082986565      1.7118684    0.082986565
             18      1.8778355    0.085770549      1.8778355    0.085770549      1.8778355    0.085770549
             19      2.1071444    0.092528172      2.1071444    0.092528172      2.1071444    0.092528172
             20      2.2678963    0.095582231      2.2678963    0.095582231      2.2678963    0.095582231
             21      2.1914842    0.092225515      2.1914842    0.092225515      2.1914842    0.092225515
             22      2.3534529    0.095538968      2.3534529    0.095538968      2.3534529    0.095538968
             23      2.6049366     0.10220741      2.6049366     0.10220741      2.6049366     0.10220741
             24      2.7767755     0.10404738      2.7767755     0.10404738      2.7767755     0.10404738
             25      2.7712893     0.10715012      2.7712893     0.10715012      2.7712893     0.10715012
             26      2.6849241     0.10382445      2.6849241     0.10382445      2.6849241     0.10382445
             27      2.8614086     0.10608311      2.8614086     0.10608311      2.8614086     0.10608311
             28      3.1923644     0.11191461      3.1923644     0.11191461      3.1923644     0.11191461
             29      3.3007105     0.11599555      3.3007105     0.11599555      3.3007105     0.11599555
             30      3.3451096     0.11661892      3.3451096     0.11661892      3.3451096     0.11661892
             31      3.4078071     0.11572831      3.4078071     0.11572831      3.4078071     0.11572831
             32      3.5806268      0.1214736      3.5806268      0.1214736      3.5806268      0.1214736
             33      3.8673438     0.12386314      3.8673438     0.12386314      3.8673438     0.12386314
             34      3.9962842     0.17746886      3.9962842     0.17746886      3.9962842     0.17746886
             35      3.9129898     0.12563918      3.9129898     0.12563918      3.9129898     0.12563918
             36      3.9825914     0.12723822      3.9825914     0.12723822      3.9825914     0.12723822
             37      4.1956419     0.13279923      4.1956419     0.13279923      4.1956419     0.13279923
             38       4.265626     0.13206891       4.265626     0.13206891       4.265626     0.13206891
             39      4.4811235     0.13366651      4.4811235     0.13366651      4.4811235     0.13366651
             40      4.5817336     0.13505687      4.5817336     0.13505687      4.5817336     0.13505687
             41       4.470164     0.13541929       4.470164     0.13541929       4.470164     0.13541929
             42      4.7413977     0.14722341      4.7413977     0.14722341      4.7413977     0.14722341
             43      4.5708721     0.13639924      4.5708721     0.13639924      4.5708721     0.13639924
             44      4.9870203     0.16858982      4.9870203     0.16858982      4.9870203     0.16858982
             45      5.1879756     0.14470845      5.1879756     0.14470845      5.1879756     0.14470845
             46      5.1108283     0.14245773      5.1108283     0.14245773      5.1108283     0.14245773
             47       5.023646     0.14116631       5.023646     0.14116631       5.023646     0.14116631
             48      5.2773101     0.15801993      5.2773101     0.15801993      5.2773101     0.15801993
             49       5.620822     0.14736167       5.620822     0.14736167       5.620822     0.14736167
             50       5.620822     0.14736167       5.620822     0.14736167       5.620822     0.14736167
