# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      75.594923     0.59469924      75.594923     0.59469924      75.594923     0.59469924
              1      274.65119       1.141227      274.65119       1.141227      274.65119       1.141227
              2      434.79173      1.4733107      434.79173      1.4733107      434.79173      1.4733107
              3      536.03676      1.6280875      536.03676      1.6280875      536.03676      1.6280875
              4      588.24534         1.6958      588.24534         1.6958      588.24534         1.6958
              5      615.55025      1.7225534      615.55025      1.7225534      615.55025      1.7225534
              6      621.53116      1.7045064      621.53116      1.7045064      621.53116      1.7045064
              7       627.1748      1.6961586       627.1748      1.6961586       627.1748      1.6961586
              8      617.54884      1.6738845      617.54884      1.6738845      617.54884      1.6738845
              9       605.1929      1.6520324       605.1929      1.6520324       605.1929      1.6520324
             10      593.37944      1.6200526      593.37944      1.6200526      593.37944      1.6200526
             11      582.03334      1.6033115      582.03334      1.6033115      582.03334      1.6033115
             12      566.55527      1.5753386      566.55527      1.5753386      566.55527      1.5753386
             13      551.44365      1.5443607      551.44365      1.5443607      551.44365      1.5443607
             14      534.69787      1.5113692      534.69787      1.5113692      534.69787      1.5113692
             15      523.95889      1.4894337      523.95889      1.4894337      523.95889      1.4894337
             16      507.63678      1.4668445      507.63678      1.4668445      507.63678      1.4668445
             17      494.94995      1.4434645      494.94995      1.4434645      494.94995      1.4434645
             18      481.44177       1.422533      481.44177       1.422533      481.44177       1.422533
             19      465.99264      1.3972929      465.99264      1.3972929      465.99264      1.3972929
             20      455.38104      1.3713887      455.38104      1.3713887      455.38104      1.3713887
             21      442.71431      1.3476225      442.71431      1.3476225      442.71431      1.3476225
             22      431.14732       1.337774      431.14732       1.337774      431.14732       1.337774
             23      418.76926      1.3099131      418.76926      1.3099131      418.76926      1.3099131
             24      406.33896      1.2869274      406.33896      1.2869274      406.33896      1.2869274
             25      394.40272      1.3151687      394.40272      1.3151687      394.40272      1.3151687
             26      383.34708      1.2510249      383.34708      1.2510249      383.34708      1.2510249
             27      372.19541      1.2369415      372.19541      1.2369415      372.19541      1.2369415
             28      362.54456      1.2094881      362.54456      1.2094881      362.54456      1.2094881
             29      353.09433       1.191867      353.09433       1.191867      353.09433       1.191867
             30      342.55536      1.1764203      342.55536      1.1764203      342.55536      1.1764203
             31      334.34823      1.1637821      334.34823      1.1637821      334.34823      1.1637821
             32      324.61592      1.1452592      324.61592      1.1452592      324.61592      1.1452592
             33      315.62702      1.1241558      315.62702      1.1241558      315.62702      1.1241558
             34      306.79403      1.1227285      306.79403      1.1227285      306.79403      1.1227285
             35      298.30382      1.0934389      298.30382      1.0934389      298.30382      1.0934389
             36      289.18427       1.072641      289.18427       1.072641      289.18427       1.072641
             37      281.52286      1.0607461      281.52286      1.0607461      281.52286      1.0607461
             38      273.13385      1.0466227      273.13385      1.0466227      273.13385      1.0466227
             39      266.87209       1.031416      266.87209       1.031416      266.87209       1.031416
             40      259.47319      1.0142172      259.47319      1.0142172      259.47319      1.0142172
             41      252.32727     0.99687871      252.32727     0.99687871      252.32727     0.99687871
             42      244.60203     0.98596769      244.60203     0.98596769      244.60203     0.98596769
             43       238.9008     0.97070326       238.9008     0.97070326       238.9008     0.97070326
             44      230.92857     0.95640483      230.92857     0.95640483      230.92857     0.95640483
             45      226.19091     0.95661962      226.19091     0.95661962      226.19091     0.95661962
             46      218.26358     0.92986719      218.26358     0.92986719      218.26358     0.92986719
             47      211.51747     0.91275203      211.51747     0.91275203      211.51747     0.91275203
             48      205.23732     0.90037763      205.23732     0.90037763      205.23732     0.90037763
             49       201.5663     0.89007844       201.5663     0.89007844       201.5663     0.89007844
             50       201.5663     0.89007844       201.5663     0.89007844       201.5663     0.89007844
