#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1024.6688     0.91295236      1024.6688     0.91295236      1024.6688     0.91295236
              5      1045.1099     0.89368762      1045.1099     0.89368762      1045.1099     0.89368762
             10      712.96219     0.73388131      712.96219     0.73388131      712.96219     0.73388131
             15      486.17469     0.60900635      486.17469     0.60900635      486.17469     0.60900635
             20      340.68689       0.510244      340.68689       0.510244      340.68689       0.510244
             25      244.99099     0.43392902      244.99099     0.43392902      244.99099     0.43392902
             30      181.13256     0.37168963      181.13256     0.37168963      181.13256     0.37168963
             35      136.95547     0.32323379      136.95547     0.32323379      136.95547     0.32323379
             40      105.65358     0.28457131      105.65358     0.28457131      105.65358     0.28457131
             45      82.465055     0.25185387      82.465055     0.25185387      82.465055     0.25185387
             50      65.532206     0.22519955      65.532206     0.22519955      65.532206     0.22519955
             55      53.040796     0.20263376      53.040796     0.20263376      53.040796     0.20263376
             60      43.525707     0.18459285      43.525707     0.18459285      43.525707     0.18459285
             65      35.327522     0.16612483      35.327522     0.16612483      35.327522     0.16612483
             70      29.717612     0.15194149      29.717612     0.15194149      29.717612     0.15194149
             75      25.038536     0.14013029      25.038536     0.14013029      25.038536     0.14013029
             80      21.057066     0.13912917      21.057066     0.13912917      21.057066     0.13912917
             85      17.926085     0.11798586      17.926085     0.11798586      17.926085     0.11798586
             90      15.537845     0.11114228      15.537845     0.11114228      15.537845     0.11114228
             95      13.306049     0.10186956      13.306049     0.10186956      13.306049     0.10186956
            100      11.359813    0.096399786      11.359813    0.096399786      11.359813    0.096399786
            105      10.104697     0.08972644      10.104697     0.08972644      10.104697     0.08972644
            110      8.7289162    0.085845398      8.7289162    0.085845398      8.7289162    0.085845398
            115      7.8428506    0.078972858      7.8428506    0.078972858      7.8428506    0.078972858
            120      6.8966376    0.074651397      6.8966376    0.074651397      6.8966376    0.074651397
            125      6.0640644    0.072919625      6.0640644    0.072919625      6.0640644    0.072919625
            130      5.3907101    0.069268687      5.3907101    0.069268687      5.3907101    0.069268687
            135      4.9206838    0.094430096      4.9206838    0.094430096      4.9206838    0.094430096
            140      4.2906611     0.06032569      4.2906611     0.06032569      4.2906611     0.06032569
            145      3.8924688     0.05942875      3.8924688     0.05942875      3.8924688     0.05942875
            150      3.5126297    0.052504836      3.5126297    0.052504836      3.5126297    0.052504836
            155      3.2163844    0.052759618      3.2163844    0.052759618      3.2163844    0.052759618
            160      2.8349763    0.048243803      2.8349763    0.048243803      2.8349763    0.048243803
            165       2.577859    0.045382823       2.577859    0.045382823       2.577859    0.045382823
