# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      384.23982      0.6042463      384.23982      0.6042463      384.23982      0.6042463
              5      624.20284     0.73913255      624.20284     0.73913255      624.20284     0.73913255
             10      575.75187     0.69105673      575.75187     0.69105673      575.75187     0.69105673
             15       506.7306     0.63987157       506.7306     0.63987157       506.7306     0.63987157
             20      443.23624     0.59145054      443.23624     0.59145054      443.23624     0.59145054
             25      385.44837     0.55359649      385.44837     0.55359649      385.44837     0.55359649
             30      337.02384     0.52036008      337.02384     0.52036008      337.02384     0.52036008
             35      293.39284     0.47738506      293.39284     0.47738506      293.39284     0.47738506
             40       255.9281     0.44380942       255.9281     0.44380942       255.9281     0.44380942
             45      222.55962     0.41535678      222.55962     0.41535678      222.55962     0.41535678
             50      194.46456     0.38961464      194.46456     0.38961464      194.46456     0.38961464
             55      169.44869     0.36185851      169.44869     0.36185851      169.44869     0.36185851
             60      147.88075     0.33654181      147.88075     0.33654181      147.88075     0.33654181
             65      129.06136       0.315527      129.06136       0.315527      129.06136       0.315527
             70      112.31063     0.29402804      112.31063     0.29402804      112.31063     0.29402804
             75      98.293298     0.27840842      98.293298     0.27840842      98.293298     0.27840842
             80      86.543135     0.25836667      86.543135     0.25836667      86.543135     0.25836667
             85      76.013717     0.24778061      76.013717     0.24778061      76.013717     0.24778061
             90      67.072622     0.22683413      67.072622     0.22683413      67.072622     0.22683413
             95      59.169299     0.21309157      59.169299     0.21309157      59.169299     0.21309157
            100      51.811551     0.19927885      51.811551     0.19927885      51.811551     0.19927885
            105       45.65757     0.18715672       45.65757     0.18715672       45.65757     0.18715672
            110      40.719308     0.17924237      40.719308     0.17924237      40.719308     0.17924237
            115      35.966601     0.16681889      35.966601     0.16681889      35.966601     0.16681889
            120       32.30419     0.15872857       32.30419     0.15872857       32.30419     0.15872857
            125      28.845239     0.14980083      28.845239     0.14980083      28.845239     0.14980083
            130       25.53814     0.14153213       25.53814     0.14153213       25.53814     0.14153213
            135      22.993434     0.13461996      22.993434     0.13461996      22.993434     0.13461996
            140      20.143451      0.1263397      20.143451      0.1263397      20.143451      0.1263397
            145      18.516825      0.1212411      18.516825      0.1212411      18.516825      0.1212411
