# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0   0.0035539372   0.0035537594   0.0035539372   0.0035537594   0.0035539372   0.0035537594
              1    0.024367519   0.0092209099    0.024367519   0.0092209099    0.024367519   0.0092209099
              2    0.041622145    0.012846779    0.041622145    0.012846779    0.041622145    0.012846779
              3    0.050286811    0.013621615    0.050286811    0.013621615    0.050286811    0.013621615
              4     0.05498376    0.014919945     0.05498376    0.014919945     0.05498376    0.014919945
              5    0.054353248    0.016662484    0.054353248    0.016662484    0.054353248    0.016662484
              6    0.079960236    0.017778718    0.079960236    0.017778718    0.079960236    0.017778718
              7       0.131381    0.022593864       0.131381    0.022593864       0.131381    0.022593864
              8     0.14895847     0.02393284     0.14895847     0.02393284     0.14895847     0.02393284
              9     0.14621211    0.023500838     0.14621211    0.023500838     0.14621211    0.023500838
             10     0.25172539    0.038123929     0.25172539    0.038123929     0.25172539    0.038123929
             11     0.22194803    0.029702083     0.22194803    0.029702083     0.22194803    0.029702083
             12     0.29245964     0.03458325     0.29245964     0.03458325     0.29245964     0.03458325
             13     0.29630709    0.036739148     0.29630709    0.036739148     0.29630709    0.036739148
             14     0.28195098    0.035805752     0.28195098    0.035805752     0.28195098    0.035805752
             15     0.29035886    0.034907448     0.29035886    0.034907448     0.29035886    0.034907448
             16     0.31567756     0.03557388     0.31567756     0.03557388     0.31567756     0.03557388
             17     0.33805974    0.038139312     0.33805974    0.038139312     0.33805974    0.038139312
             18      0.4070559    0.040399746      0.4070559    0.040399746      0.4070559    0.040399746
             19      0.4122626     0.04542392      0.4122626     0.04542392      0.4122626     0.04542392
             20     0.48080708    0.046801837     0.48080708    0.046801837     0.48080708    0.046801837
             21     0.43005945    0.041487296     0.43005945    0.041487296     0.43005945    0.041487296
             22     0.42589616    0.041680211     0.42589616    0.041680211     0.42589616    0.041680211
             23     0.52240512    0.049108935     0.52240512    0.049108935     0.52240512    0.049108935
             24     0.54672687    0.048681985     0.54672687    0.048681985     0.54672687    0.048681985
             25     0.55814173    0.047346174     0.55814173    0.047346174     0.55814173    0.047346174
             26     0.56388081    0.049382721     0.56388081    0.049382721     0.56388081    0.049382721
             27      0.5945622    0.049095625      0.5945622    0.049095625      0.5945622    0.049095625
             28     0.62528796     0.04922774     0.62528796     0.04922774     0.62528796     0.04922774
             29      0.7464628    0.057581847      0.7464628    0.057581847      0.7464628    0.057581847
             30      0.6111374    0.050276299      0.6111374    0.050276299      0.6111374    0.050276299
             31     0.73489183      0.0544849     0.73489183      0.0544849     0.73489183      0.0544849
             32     0.65087569    0.052538797     0.65087569    0.052538797     0.65087569    0.052538797
             33     0.74620167    0.054209183     0.74620167    0.054209183     0.74620167    0.054209183
             34      0.9122121     0.13289251      0.9122121     0.13289251      0.9122121     0.13289251
             35     0.87137667    0.058891718     0.87137667    0.058891718     0.87137667    0.058891718
             36      0.7491997    0.056994086      0.7491997    0.056994086      0.7491997    0.056994086
             37     0.88410157    0.068513298     0.88410157    0.068513298     0.88410157    0.068513298
             38     0.83542559    0.057659867     0.83542559    0.057659867     0.83542559    0.057659867
             39     0.91772851    0.062161393     0.91772851    0.062161393     0.91772851    0.062161393
             40     0.96182441    0.064704275     0.96182441    0.064704275     0.96182441    0.064704275
             41     0.83400659    0.058276251     0.83400659    0.058276251     0.83400659    0.058276251
             42     0.78490344    0.057127992     0.78490344    0.057127992     0.78490344    0.057127992
             43     0.92090266    0.063178707     0.92090266    0.063178707     0.92090266    0.063178707
             44      1.1590236     0.11180427      1.1590236     0.11180427      1.1590236     0.11180427
             45      1.0449407    0.067843745      1.0449407    0.067843745      1.0449407    0.067843745
             46      1.0586189     0.06733157      1.0586189     0.06733157      1.0586189     0.06733157
             47      0.9507562    0.061468233      0.9507562    0.061468233      0.9507562    0.061468233
             48      1.0585263     0.06473363      1.0585263     0.06473363      1.0585263     0.06473363
             49      1.1608161    0.068406688      1.1608161    0.068406688      1.1608161    0.068406688
             50      1.1608161    0.068406688      1.1608161    0.068406688      1.1608161    0.068406688
