#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      212.65247      3.3196992      212.65247      3.3196992      212.65247      3.3196992
           -4.9      255.16286      3.6122097      255.16286      3.6122097      255.16286      3.6122097
           -4.8      302.82806       4.044551      302.82806       4.044551      302.82806       4.044551
           -4.7       371.5542      4.3561344       371.5542      4.3561344       371.5542      4.3561344
           -4.6       430.4845      4.6747574       430.4845      4.6747574       430.4845      4.6747574
           -4.5      503.39336      5.1253536      503.39336      5.1253536      503.39336      5.1253536
           -4.4      581.53754      5.3869097      581.53754      5.3869097      581.53754      5.3869097
           -4.3      671.46541      5.7307991      671.46541      5.7307991      671.46541      5.7307991
           -4.2      763.11858       6.141326      763.11858       6.141326      763.11858       6.141326
           -4.1      864.10126      6.5842337      864.10126      6.5842337      864.10126      6.5842337
             -4      970.13473      7.0637582      970.13473      7.0637582      970.13473      7.0637582
           -3.9      1089.4768      7.1469288      1089.4768      7.1469288      1089.4768      7.1469288
           -3.8      1203.3226       7.468565      1203.3226       7.468565      1203.3226       7.468565
           -3.7      1318.6001      7.9061675      1318.6001      7.9061675      1318.6001      7.9061675
           -3.6      1456.0061      8.1995223      1456.0061      8.1995223      1456.0061      8.1995223
           -3.5      1592.8609       8.516216      1592.8609       8.516216      1592.8609       8.516216
           -3.4      1735.5894      8.8003006      1735.5894      8.8003006      1735.5894      8.8003006
           -3.3      1863.9813      9.1213783      1863.9813      9.1213783      1863.9813      9.1213783
           -3.2      2002.9782      9.4836227      2002.9782      9.4836227      2002.9782      9.4836227
           -3.1      2144.5929      9.6627432      2144.5929      9.6627432      2144.5929      9.6627432
             -3      2283.3399      10.096312      2283.3399      10.096312      2283.3399      10.096312
           -2.9      2424.6652      10.358155      2424.6652      10.358155      2424.6652      10.358155
           -2.8      2588.6065      10.577193      2588.6065      10.577193      2588.6065      10.577193
           -2.7       2715.529      10.825916       2715.529      10.825916       2715.529      10.825916
           -2.6      2881.5155       11.08813      2881.5155       11.08813      2881.5155       11.08813
           -2.5      3039.6007      11.425824      3039.6007      11.425824      3039.6007      11.425824
           -2.4      3159.0916      11.518174      3159.0916      11.518174      3159.0916      11.518174
           -2.3      3296.7897      11.760626      3296.7897      11.760626      3296.7897      11.760626
           -2.2      3467.3571      11.946851      3467.3571      11.946851      3467.3571      11.946851
           -2.1      3599.9869      12.921291      3599.9869      12.921291      3599.9869      12.921291
