#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -2      3704.8238      12.376421      3704.8238      12.376421      3704.8238      12.376421
           -1.9      3834.5527      12.526518      3834.5527      12.526518      3834.5527      12.526518
           -1.8       3980.196      12.733687       3980.196      12.733687       3980.196      12.733687
           -1.7      4083.2628      12.874212      4083.2628      12.874212      4083.2628      12.874212
           -1.6      4208.2848      13.052262      4208.2848      13.052262      4208.2848      13.052262
           -1.5      4311.5833        13.2071      4311.5833        13.2071      4311.5833        13.2071
           -1.4      4410.7621      13.319143      4410.7621      13.319143      4410.7621      13.319143
           -1.3      4524.6432      13.472856      4524.6432      13.472856      4524.6432      13.472856
           -1.2      4609.7388      13.540616      4609.7388      13.540616      4609.7388      13.540616
           -1.1      4720.5033      13.712735      4720.5033      13.712735      4720.5033      13.712735
             -1      4774.2403      13.916619      4774.2403      13.916619      4774.2403      13.916619
           -0.9      4842.2136      13.834577      4842.2136      13.834577      4842.2136      13.834577
           -0.8      4920.9159      14.045824      4920.9159      14.045824      4920.9159      14.045824
           -0.7      4928.3945      14.004417      4928.3945      14.004417      4928.3945      14.004417
           -0.6      4987.1335      14.187493      4987.1335      14.187493      4987.1335      14.187493
           -0.5      5062.7186      14.162253      5062.7186      14.162253      5062.7186      14.162253
           -0.4      5085.5735       14.22329      5085.5735       14.22329      5085.5735       14.22329
           -0.3      5124.4995      14.216914      5124.4995      14.216914      5124.4995      14.216914
           -0.2      5135.0005      14.321344      5135.0005      14.321344      5135.0005      14.321344
           -0.1      5138.6458       14.26197      5138.6458       14.26197      5138.6458       14.26197
              0      5112.5226      14.333467      5112.5226      14.333467      5112.5226      14.333467
            0.1      5134.8969      14.268901      5134.8969      14.268901      5134.8969      14.268901
            0.2      5119.6049      14.269857      5119.6049      14.269857      5119.6049      14.269857
            0.3      5072.1919      14.602337      5072.1919      14.602337      5072.1919      14.602337
            0.4      5096.0141       14.19582      5096.0141       14.19582      5096.0141       14.19582
            0.5       5018.401      14.141062       5018.401      14.141062       5018.401      14.141062
            0.6      4975.1217       14.09564      4975.1217       14.09564      4975.1217       14.09564
            0.7      4893.7472      13.914995      4893.7472      13.914995      4893.7472      13.914995
            0.8      4841.2849       13.88168      4841.2849       13.88168      4841.2849       13.88168
            0.9      4775.6437      13.824943      4775.6437      13.824943      4775.6437      13.824943
              1      4697.8545      13.728099      4697.8545      13.728099      4697.8545      13.728099
            1.1      4585.9556      13.547047      4585.9556      13.547047      4585.9556      13.547047
            1.2      4507.6007      13.477433      4507.6007      13.477433      4507.6007      13.477433
            1.3      4424.7179      13.418363      4424.7179      13.418363      4424.7179      13.418363
            1.4      4309.6107      13.215134      4309.6107      13.215134      4309.6107      13.215134
            1.5      4207.5622      13.052669      4207.5622      13.052669      4207.5622      13.052669
            1.6      4102.2806      12.926293      4102.2806      12.926293      4102.2806      12.926293
            1.7      3958.3931      12.704089      3958.3931      12.704089      3958.3931      12.704089
            1.8      3850.4754      12.664223      3850.4754      12.664223      3850.4754      12.664223
            1.9      3706.7703      12.417333      3706.7703      12.417333      3706.7703      12.417333
              2      3572.1649      12.195173      3572.1649      12.195173      3572.1649      12.195173
            2.1      3428.7111      11.991716      3428.7111      11.991716      3428.7111      11.991716
            2.2      3298.6748       11.81466      3298.6748       11.81466      3298.6748       11.81466
            2.3      3164.1765      11.512352      3164.1765      11.512352      3164.1765      11.512352
            2.4      3017.5872      11.646586      3017.5872      11.646586      3017.5872      11.646586
            2.5      2873.4991      11.131837      2873.4991      11.131837      2873.4991      11.131837
            2.6      2727.0349       11.00271      2727.0349       11.00271      2727.0349       11.00271
            2.7      2575.6878      10.701825      2575.6878      10.701825      2575.6878      10.701825
            2.8      2438.4418      10.399175      2438.4418      10.399175      2438.4418      10.399175
            2.9       2306.069      10.145922       2306.069      10.145922       2306.069      10.145922
              3      2153.4218      9.8886475      2153.4218      9.8886475      2153.4218      9.8886475
            3.1       2021.212      9.6414111       2021.212      9.6414111       2021.212      9.6414111
            3.2      1859.5453      9.2033881      1859.5453      9.2033881      1859.5453      9.2033881
            3.3      1705.3164      9.1560573      1705.3164      9.1560573      1705.3164      9.1560573
            3.4       1589.844      8.7177153       1589.844      8.7177153       1589.844      8.7177153
            3.5      1457.8835      8.2869114      1457.8835      8.2869114      1457.8835      8.2869114
            3.6      1333.9716      7.9572788      1333.9716      7.9572788      1333.9716      7.9572788
            3.7      1202.7298      7.5870838      1202.7298      7.5870838      1202.7298      7.5870838
            3.8      1074.9632      7.2716363      1074.9632      7.2716363      1074.9632      7.2716363
            3.9      970.70126      6.9252009      970.70126      6.9252009      970.70126      6.9252009
              4      867.14709      6.5821532      867.14709      6.5821532      867.14709      6.5821532
            4.1      766.89261      6.1850435      766.89261      6.1850435      766.89261      6.1850435
            4.2      670.32847      5.8572521      670.32847      5.8572521      670.32847      5.8572521
            4.3      585.47863      5.4544098      585.47863      5.4544098      585.47863      5.4544098
            4.4      507.92188      5.1150589      507.92188      5.1150589      507.92188      5.1150589
            4.5      428.74619       4.732443      428.74619       4.732443      428.74619       4.732443
            4.6      360.42187      4.3569288      360.42187      4.3569288      360.42187      4.3569288
            4.7      317.74599      4.1290839      317.74599      4.1290839      317.74599      4.1290839
            4.8      259.18047      3.7098084      259.18047      3.7098084      259.18047      3.7098084
            4.9      209.69893      3.3253233      209.69893      3.3253233      209.69893      3.3253233
              5      209.69893      3.3253233      209.69893      3.3253233      209.69893      3.3253233
