#      m_Z-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60      26.136365     0.33261651      26.136365     0.33261651      26.136365     0.33261651
             61      28.919184     0.34885176      28.919184     0.34885176      28.919184     0.34885176
             62      32.198981     0.36870483      32.198981     0.36870483      32.198981     0.36870483
             63       35.27681     0.38736903       35.27681     0.38736903       35.27681     0.38736903
             64      39.697464     0.40981125      39.697464     0.40981125      39.697464     0.40981125
             65      45.143637     0.43668309      45.143637     0.43668309      45.143637     0.43668309
             66      51.976328     0.48813056      51.976328     0.48813056      51.976328     0.48813056
             67      59.683305     0.50548087      59.683305     0.50548087      59.683305     0.50548087
             68      70.468362     0.54671937      70.468362     0.54671937      70.468362     0.54671937
             69      83.710404     0.60048714      83.710404     0.60048714      83.710404     0.60048714
             70       100.9955     0.65404697       100.9955     0.65404697       100.9955     0.65404697
             71      125.11479     0.72522771      125.11479     0.72522771      125.11479     0.72522771
             72       157.0632     0.81888214       157.0632     0.81888214       157.0632     0.81888214
             73      204.83787     0.92495126      204.83787     0.92495126      204.83787     0.92495126
             74      276.98438      1.0770639      276.98438      1.0770639      276.98438      1.0770639
             75      396.94208      1.3088606      396.94208      1.3088606      396.94208      1.3088606
             76      608.56657      1.5916805      608.56657      1.5916805      608.56657      1.5916805
             77      1053.3898      2.0844541      1053.3898      2.0844541      1053.3898      2.0844541
             78      2151.3545      2.9553025      2151.3545      2.9553025      2151.3545      2.9553025
             79      5249.4625      4.4051207      5249.4625      4.4051207      5249.4625      4.4051207
             80      8139.2939      5.2846285      8139.2939      5.2846285      8139.2939      5.2846285
             81      4262.2145      4.0280203      4262.2145      4.0280203      4262.2145      4.0280203
             82      1771.2389      2.6716467      1771.2389      2.6716467      1771.2389      2.6716467
             83      892.25941      1.9566502      892.25941      1.9566502      892.25941      1.9566502
             84      526.49888      1.4788673      526.49888      1.4788673      526.49888      1.4788673
             85      346.80152      1.2076328      346.80152      1.2076328      346.80152      1.2076328
             86      244.90946      1.0204138      244.90946      1.0204138      244.90946      1.0204138
             87      180.34834     0.86814397      180.34834     0.86814397      180.34834     0.86814397
             88      138.39166     0.77705279      138.39166     0.77705279      138.39166     0.77705279
             89      109.65753     0.67706366      109.65753     0.67706366      109.65753     0.67706366
             90       87.86567     0.60443604       87.86567     0.60443604       87.86567     0.60443604
             91       73.01287     0.55167281       73.01287     0.55167281       73.01287     0.55167281
             92       61.06085     0.50183129       61.06085     0.50183129       61.06085     0.50183129
             93      51.875624     0.47055939      51.875624     0.47055939      51.875624     0.47055939
             94      45.468991     0.43406766      45.468991     0.43406766      45.468991     0.43406766
             95      38.464566     0.39755073      38.464566     0.39755073      38.464566     0.39755073
             96      33.697494     0.37497016      33.697494     0.37497016      33.697494     0.37497016
             97       29.10041     0.34848329       29.10041     0.34848329       29.10041     0.34848329
             98      26.527188     0.33096647      26.527188     0.33096647      26.527188     0.33096647
             99      23.619053     0.31165732      23.619053     0.31165732      23.619053     0.31165732
            100      21.073521     0.29420483      21.073521     0.29420483      21.073521     0.29420483
            101      18.762387     0.28158944      18.762387     0.28158944      18.762387     0.28158944
            102      17.448252     0.26531268      17.448252     0.26531268      17.448252     0.26531268
            103      15.833604     0.25346807      15.833604     0.25346807      15.833604     0.25346807
            104      14.356819     0.24401699      14.356819     0.24401699      14.356819     0.24401699
            105      13.145916     0.23288216      13.145916     0.23288216      13.145916     0.23288216
            106      11.906201     0.22047961      11.906201     0.22047961      11.906201     0.22047961
            107      11.342415     0.21552416      11.342415     0.21552416      11.342415     0.21552416
            108       10.56644     0.20871194       10.56644     0.20871194       10.56644     0.20871194
            109       9.589708     0.19867569       9.589708     0.19867569       9.589708     0.19867569
            110       9.133402     0.19238035       9.133402     0.19238035       9.133402     0.19238035
            111      8.3531968     0.18442459      8.3531968     0.18442459      8.3531968     0.18442459
            112      7.7701122     0.17501655      7.7701122     0.17501655      7.7701122     0.17501655
            113      7.1750877     0.17629913      7.1750877     0.17629913      7.1750877     0.17629913
            114      6.7087416     0.16656513      6.7087416     0.16656513      6.7087416     0.16656513
            115      6.6833901     0.16435376      6.6833901     0.16435376      6.6833901     0.16435376
            116      5.9981606     0.15494625      5.9981606     0.15494625      5.9981606     0.15494625
            117      5.9454992      0.1531284      5.9454992      0.1531284      5.9454992      0.1531284
            118      5.4603268     0.15201293      5.4603268     0.15201293      5.4603268     0.15201293
            119      4.9968579     0.14431621      4.9968579     0.14431621      4.9968579     0.14431621
            120      4.9968579     0.14431621      4.9968579     0.14431621      4.9968579     0.14431621
