#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14055.965      6.0639073      14055.965      6.0639073      14055.965      6.0639073
              1      14055.965      6.0639073      14055.965      6.0639073      14055.965      6.0639073
