# pt_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.17176358    0.011411788     0.17176358    0.011411788     0.17176358    0.011411788
              5      0.6336214    0.022808323      0.6336214    0.022808323      0.6336214    0.022808323
             10      1.2086897    0.031448893      1.2086897    0.031448893      1.2086897    0.031448893
             15      1.7637517    0.037667328      1.7637517    0.037667328      1.7637517    0.037667328
             20      2.4389091    0.043831232      2.4389091    0.043831232      2.4389091    0.043831232
             25      2.9621394    0.048775911      2.9621394    0.048775911      2.9621394    0.048775911
             30      3.6394343    0.059518203      3.6394343    0.059518203      3.6394343    0.059518203
             35      4.1675945    0.058270256      4.1675945    0.058270256      4.1675945    0.058270256
             40      4.6702375    0.064880592      4.6702375    0.064880592      4.6702375    0.064880592
             45      5.2441164    0.065664267      5.2441164    0.065664267      5.2441164    0.065664267
             50      5.7805615    0.080724515      5.7805615    0.080724515      5.7805615    0.080724515
             55      6.1515438    0.074844745      6.1515438    0.074844745      6.1515438    0.074844745
             60       6.663361    0.073089103       6.663361    0.073089103       6.663361    0.073089103
             65      7.0205221    0.074750512      7.0205221    0.074750512      7.0205221    0.074750512
             70      7.4971103    0.077733049      7.4971103    0.077733049      7.4971103    0.077733049
             75      8.0046337    0.089025032      8.0046337    0.089025032      8.0046337    0.089025032
             80      8.2634952    0.082233952      8.2634952    0.082233952      8.2634952    0.082233952
             85      8.7973809      0.1004014      8.7973809      0.1004014      8.7973809      0.1004014
             90      9.2245163    0.084824247      9.2245163    0.084824247      9.2245163    0.084824247
             95      9.7179091    0.087109685      9.7179091    0.087109685      9.7179091    0.087109685
            100      10.193133    0.089393253      10.193133    0.089393253      10.193133    0.089393253
            105      11.099721    0.092762084      11.099721    0.092762084      11.099721    0.092762084
            110      11.984646    0.099473096      11.984646    0.099473096      11.984646    0.099473096
            115      13.207455     0.10211759      13.207455     0.10211759      13.207455     0.10211759
            120      15.303445      0.1106063      15.303445      0.1106063      15.303445      0.1106063
            125      15.761598     0.11084584      15.761598     0.11084584      15.761598     0.11084584
            130       15.61769      0.1117914       15.61769      0.1117914       15.61769      0.1117914
            135      15.505379     0.11166956      15.505379     0.11166956      15.505379     0.11166956
            140       14.51164     0.10817885       14.51164     0.10817885       14.51164     0.10817885
            145       13.91186     0.10567191       13.91186     0.10567191       13.91186     0.10567191
            150      12.828148     0.10210807      12.828148     0.10210807      12.828148     0.10210807
            155       12.02804    0.099709536       12.02804    0.099709536       12.02804    0.099709536
            160      11.141125    0.093939381      11.141125    0.093939381      11.141125    0.093939381
            165      10.417187    0.091170117      10.417187    0.091170117      10.417187    0.091170117
            170      9.5286634    0.087425982      9.5286634    0.087425982      9.5286634    0.087425982
            175      9.0533449    0.084209744      9.0533449    0.084209744      9.0533449    0.084209744
            180      8.0309218    0.080276404      8.0309218    0.080276404      8.0309218    0.080276404
            185      7.3934729    0.076784355      7.3934729    0.076784355      7.3934729    0.076784355
            190      6.8529027    0.074069462      6.8529027    0.074069462      6.8529027    0.074069462
            195      6.3926214    0.071106702      6.3926214    0.071106702      6.3926214    0.071106702
            200      5.9651087    0.069394424      5.9651087    0.069394424      5.9651087    0.069394424
            205      5.4342497    0.066126591      5.4342497    0.066126591      5.4342497    0.066126591
            210      5.0001295    0.063777142      5.0001295    0.063777142      5.0001295    0.063777142
            215      4.4973333    0.061402673      4.4973333    0.061402673      4.4973333    0.061402673
            220       4.172481    0.058523468       4.172481    0.058523468       4.172481    0.058523468
            225      4.0075114    0.057362473      4.0075114    0.057362473      4.0075114    0.057362473
            230      3.6186314    0.053964034      3.6186314    0.053964034      3.6186314    0.053964034
            235      3.3169674    0.074348022      3.3169674    0.074348022      3.3169674    0.074348022
            240      3.0459297    0.049576868      3.0459297    0.049576868      3.0459297    0.049576868
            245      2.8059757    0.047209825      2.8059757    0.047209825      2.8059757    0.047209825
            250      2.6250638    0.048555402      2.6250638    0.048555402      2.6250638    0.048555402
            255      2.4558046    0.045960758      2.4558046    0.045960758      2.4558046    0.045960758
            260      2.2158343    0.042666788      2.2158343    0.042666788      2.2158343    0.042666788
            265      2.0571982      0.0408289      2.0571982      0.0408289      2.0571982      0.0408289
            270       1.911604    0.039458916       1.911604    0.039458916       1.911604    0.039458916
            275      1.8068424    0.039588551      1.8068424    0.039588551      1.8068424    0.039588551
            280      1.6871197    0.037539537      1.6871197    0.037539537      1.6871197    0.037539537
            285      1.5550927    0.035638159      1.5550927    0.035638159      1.5550927    0.035638159
            290      1.3900976    0.033744048      1.3900976    0.033744048      1.3900976    0.033744048
            295      1.2979093    0.032800293      1.2979093    0.032800293      1.2979093    0.032800293
            300      1.2721418    0.032419457      1.2721418    0.032419457      1.2721418    0.032419457
            305      1.1017222    0.030381393      1.1017222    0.030381393      1.1017222    0.030381393
            310      1.0618217     0.02991081      1.0618217     0.02991081      1.0618217     0.02991081
            315      1.0032144    0.028844223      1.0032144    0.028844223      1.0032144    0.028844223
            320     0.99126559     0.03224767     0.99126559     0.03224767     0.99126559     0.03224767
            325     0.80884425    0.026262166     0.80884425    0.026262166     0.80884425    0.026262166
            330     0.84846714    0.026328779     0.84846714    0.026328779     0.84846714    0.026328779
            335     0.79315722    0.025726026     0.79315722    0.025726026     0.79315722    0.025726026
            340     0.68638962    0.023931937     0.68638962    0.023931937     0.68638962    0.023931937
            345     0.71205269     0.02354554     0.71205269     0.02354554     0.71205269     0.02354554
            350     0.61231476    0.022602265     0.61231476    0.022602265     0.61231476    0.022602265
            355     0.59558596    0.023372819     0.59558596    0.023372819     0.59558596    0.023372819
            360     0.53411069    0.022747123     0.53411069    0.022747123     0.53411069    0.022747123
            365      0.4929361    0.027933069      0.4929361    0.027933069      0.4929361    0.027933069
            370     0.45753793    0.019709067     0.45753793    0.019709067     0.45753793    0.019709067
            375     0.49159346    0.021617157     0.49159346    0.021617157     0.49159346    0.021617157
            380     0.40958435    0.018718665     0.40958435    0.018718665     0.40958435    0.018718665
            385     0.40704476    0.018462939     0.40704476    0.018462939     0.40704476    0.018462939
            390     0.40282651    0.018467504     0.40282651    0.018467504     0.40282651    0.018467504
            395     0.32541978    0.016824836     0.32541978    0.016824836     0.32541978    0.016824836
            400     0.33752567    0.017049317     0.33752567    0.017049317     0.33752567    0.017049317
            405     0.34128193    0.016741622     0.34128193    0.016741622     0.34128193    0.016741622
            410     0.29372102    0.016203258     0.29372102    0.016203258     0.29372102    0.016203258
            415     0.27432659    0.015015438     0.27432659    0.015015438     0.27432659    0.015015438
            420     0.26569506    0.015286353     0.26569506    0.015286353     0.26569506    0.015286353
            425     0.24189581    0.014265873     0.24189581    0.014265873     0.24189581    0.014265873
            430     0.24536045     0.01467271     0.24536045     0.01467271     0.24536045     0.01467271
            435     0.24642693    0.014502334     0.24642693    0.014502334     0.24642693    0.014502334
            440     0.19954583    0.013121812     0.19954583    0.013121812     0.19954583    0.013121812
            445     0.22020579    0.024413748     0.22020579    0.024413748     0.22020579    0.024413748
            450     0.18292953    0.012741228     0.18292953    0.012741228     0.18292953    0.012741228
            455     0.18656864    0.012372617     0.18656864    0.012372617     0.18656864    0.012372617
            460     0.15615982    0.011874471     0.15615982    0.011874471     0.15615982    0.011874471
            465     0.16016756    0.012358676     0.16016756    0.012358676     0.16016756    0.012358676
            470     0.13898494    0.011364334     0.13898494    0.011364334     0.13898494    0.011364334
            475      0.1291765    0.010816341      0.1291765    0.010816341      0.1291765    0.010816341
            480     0.13222443    0.010777971     0.13222443    0.010777971     0.13222443    0.010777971
            485     0.12652398    0.010569213     0.12652398    0.010569213     0.12652398    0.010569213
            490     0.13933311    0.011020443     0.13933311    0.011020443     0.13933311    0.011020443
            495     0.12087683   0.0098453376     0.12087683   0.0098453376     0.12087683   0.0098453376
            500     0.12282876    0.016108362     0.12282876    0.016108362     0.12282876    0.016108362
