#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      417.81765     0.62790194      417.81765     0.62790194      417.81765     0.62790194
              5       882.6634     0.87198028       882.6634     0.87198028       882.6634     0.87198028
             10      876.85794     0.84121817      876.85794     0.84121817      876.85794     0.84121817
             15      717.86048      0.7529955      717.86048      0.7529955      717.86048      0.7529955
             20      558.17685     0.65414586      558.17685     0.65414586      558.17685     0.65414586
             25      428.75198     0.56897284      428.75198     0.56897284      428.75198     0.56897284
             30      330.36583     0.49859288      330.36583     0.49859288      330.36583     0.49859288
             35      257.52702     0.43776374      257.52702     0.43776374      257.52702     0.43776374
             40      203.45604      0.3882801      203.45604      0.3882801      203.45604      0.3882801
             45       162.3879     0.34762702       162.3879     0.34762702       162.3879     0.34762702
             50      131.24453     0.30930805      131.24453     0.30930805      131.24453     0.30930805
             55      106.88038     0.27982474      106.88038     0.27982474      106.88038     0.27982474
             60      87.548449     0.25347843      87.548449     0.25347843      87.548449     0.25347843
             65      72.825351     0.22959796      72.825351     0.22959796      72.825351     0.22959796
             70      60.754675     0.21039959      60.754675     0.21039959      60.754675     0.21039959
             75      51.499368     0.20618412      51.499368     0.20618412      51.499368     0.20618412
             80      43.569606     0.17769359      43.569606     0.17769359      43.569606     0.17769359
             85      37.208722     0.16532721      37.208722     0.16532721      37.208722     0.16532721
             90      31.925879     0.15281392      31.925879     0.15281392      31.925879     0.15281392
             95      27.534487     0.14176242      27.534487     0.14176242      27.534487     0.14176242
            100      23.624104     0.13045622      23.624104     0.13045622      23.624104     0.13045622
            105      21.014437     0.12364826      21.014437     0.12364826      21.014437     0.12364826
            110      18.302927     0.11503538      18.302927     0.11503538      18.302927     0.11503538
            115      15.978977      0.1077833      15.978977      0.1077833      15.978977      0.1077833
            120      14.040128     0.10076201      14.040128     0.10076201      14.040128     0.10076201
            125       12.47976    0.095549093       12.47976    0.095549093       12.47976    0.095549093
            130      11.206435    0.089426331      11.206435    0.089426331      11.206435    0.089426331
            135      9.9301128    0.085554729      9.9301128    0.085554729      9.9301128    0.085554729
            140      8.8362156    0.080267193      8.8362156    0.080267193      8.8362156    0.080267193
            145      7.7983051    0.075539812      7.7983051    0.075539812      7.7983051    0.075539812
            150      6.9415836    0.073789169      6.9415836    0.073789169      6.9415836    0.073789169
            155      6.3722935    0.070537068      6.3722935    0.070537068      6.3722935    0.070537068
            160      5.6828036    0.064643849      5.6828036    0.064643849      5.6828036    0.064643849
            165      5.0755653    0.060846815      5.0755653    0.060846815      5.0755653    0.060846815
            170      4.7534945    0.062949995      4.7534945    0.062949995      4.7534945    0.062949995
            175      4.2940097    0.056632516      4.2940097    0.056632516      4.2940097    0.056632516
            180      3.8220364    0.052395465      3.8220364    0.052395465      3.8220364    0.052395465
            185      3.4072734    0.050553775      3.4072734    0.050553775      3.4072734    0.050553775
            190      3.1487056    0.049006901      3.1487056    0.049006901      3.1487056    0.049006901
            195      3.0087224    0.047256234      3.0087224    0.047256234      3.0087224    0.047256234
            200      2.6410017    0.045671952      2.6410017    0.045671952      2.6410017    0.045671952
            205       2.460747     0.04344799       2.460747     0.04344799       2.460747     0.04344799
            210      2.2544422     0.04254696      2.2544422     0.04254696      2.2544422     0.04254696
            215      2.0250705     0.03925913      2.0250705     0.03925913      2.0250705     0.03925913
            220       1.837108     0.03736164       1.837108     0.03736164       1.837108     0.03736164
            225      1.6957047    0.035710732      1.6957047    0.035710732      1.6957047    0.035710732
            230      1.6300905     0.03507431      1.6300905     0.03507431      1.6300905     0.03507431
            235      1.4852726    0.033107385      1.4852726    0.033107385      1.4852726    0.033107385
            240      1.3842668    0.035886188      1.3842668    0.035886188      1.3842668    0.035886188
            245      1.2612063    0.032629944      1.2612063    0.032629944      1.2612063    0.032629944
            250      1.1587033    0.029474619      1.1587033    0.029474619      1.1587033    0.029474619
            255      1.0891417    0.028412645      1.0891417    0.028412645      1.0891417    0.028412645
            260      1.0091541    0.030161151      1.0091541    0.030161151      1.0091541    0.030161151
            265     0.93735026    0.027353218     0.93735026    0.027353218     0.93735026    0.027353218
            270     0.86049224    0.025826728     0.86049224    0.025826728     0.86049224    0.025826728
            275     0.77889239     0.02448662     0.77889239     0.02448662     0.77889239     0.02448662
            280     0.72445607    0.023587814     0.72445607    0.023587814     0.72445607    0.023587814
            285     0.69121247    0.023148198     0.69121247    0.023148198     0.69121247    0.023148198
            290     0.67257943    0.026866718     0.67257943    0.026866718     0.67257943    0.026866718
