# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0      1108.3916      3.7297525      1108.3916      3.7297525      1108.3916      3.7297525
     0.31415927      1191.5053      3.7902494      1191.5053      3.7902494      1191.5053      3.7902494
     0.62831853      1253.8489      3.9145869      1253.8489      3.9145869      1253.8489      3.9145869
      0.9424778      1343.7249      4.0342813      1343.7249      4.0342813      1343.7249      4.0342813
      1.2566371       1503.642      4.3214728       1503.642      4.3214728       1503.642      4.3214728
      1.5707963      1792.1774      4.7150596      1792.1774      4.7150596      1792.1774      4.7150596
      1.8849556      2233.9181       5.333035      2233.9181       5.333035      2233.9181       5.333035
      2.1991149      2913.1123      6.0923294      2913.1123      6.0923294      2913.1123      6.0923294
      2.5132741      3852.9744      6.8984801      3852.9744      6.8984801      3852.9744      6.8984801
      2.8274334      4799.7557      7.7260719      4799.7557      7.7260719      4799.7557      7.7260719
      3.1415927      4799.7557      7.7260719      4799.7557      7.7260719      4799.7557      7.7260719
