#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            390      12.346734    0.069162166      12.346734    0.069162166      12.346734    0.069162166
            400      11.560466    0.067399004      11.560466    0.067399004      11.560466    0.067399004
            410      10.759927    0.064048682      10.759927    0.064048682      10.759927    0.064048682
            420       10.12704    0.062093607       10.12704    0.062093607       10.12704    0.062093607
            430      9.4810062    0.060784642      9.4810062    0.060784642      9.4810062    0.060784642
            440      8.8135633    0.058126487      8.8135633    0.058126487      8.8135633    0.058126487
            450      8.2636871    0.057080296      8.2636871    0.057080296      8.2636871    0.057080296
            460      7.7538521    0.054571083      7.7538521    0.054571083      7.7538521    0.054571083
            470      7.2576248    0.053172671      7.2576248    0.053172671      7.2576248    0.053172671
            480      6.8721087    0.051257025      6.8721087    0.051257025      6.8721087    0.051257025
            490      6.4592424     0.04957831      6.4592424     0.04957831      6.4592424     0.04957831
            500      6.0872528    0.048448476      6.0872528    0.048448476      6.0872528    0.048448476
            510      5.7561978     0.04670932      5.7561978     0.04670932      5.7561978     0.04670932
            520      5.3614345    0.044887938      5.3614345    0.044887938      5.3614345    0.044887938
            530      5.1361528    0.046154655      5.1361528    0.046154655      5.1361528    0.046154655
            540      4.8173432    0.043100681      4.8173432    0.043100681      4.8173432    0.043100681
            550      4.5671605    0.041708412      4.5671605    0.041708412      4.5671605    0.041708412
            560      4.3574285     0.04107296      4.3574285     0.04107296      4.3574285     0.04107296
            570      3.9900964    0.040243397      3.9900964    0.040243397      3.9900964    0.040243397
            580      3.8903657    0.039117552      3.8903657    0.039117552      3.8903657    0.039117552
            590      3.6483468    0.037470571      3.6483468    0.037470571      3.6483468    0.037470571
            600      3.4582291    0.037675713      3.4582291    0.037675713      3.4582291    0.037675713
            610      3.2150964    0.035496193      3.2150964    0.035496193      3.2150964    0.035496193
            620      3.1285451      0.0353005      3.1285451      0.0353005      3.1285451      0.0353005
            630       2.972868    0.034652624       2.972868    0.034652624       2.972868    0.034652624
            640      2.8042739    0.032771723      2.8042739    0.032771723      2.8042739    0.032771723
            650      2.6913384    0.032003547      2.6913384    0.032003547      2.6913384    0.032003547
            660      2.5916918    0.034879253      2.5916918    0.034879253      2.5916918    0.034879253
            670      2.4549006    0.030852106      2.4549006    0.030852106      2.4549006    0.030852106
            680      2.2771147    0.031829268      2.2771147    0.031829268      2.2771147    0.031829268
            690      2.2070511    0.029237563      2.2070511    0.029237563      2.2070511    0.029237563
            700      2.1035824    0.029019987      2.1035824    0.029019987      2.1035824    0.029019987
            710      1.9930871    0.028072218      1.9930871    0.028072218      1.9930871    0.028072218
            720      1.9174858    0.028611594      1.9174858    0.028611594      1.9174858    0.028611594
            730      1.8510978    0.027450908      1.8510978    0.027450908      1.8510978    0.027450908
            740      1.7461484    0.026476077      1.7461484    0.026476077      1.7461484    0.026476077
            750      1.6958026    0.026132574      1.6958026    0.026132574      1.6958026    0.026132574
            760      1.5683434     0.02665171      1.5683434     0.02665171      1.5683434     0.02665171
            770      1.4970909    0.024183707      1.4970909    0.024183707      1.4970909    0.024183707
            780      1.4702424     0.03057088      1.4702424     0.03057088      1.4702424     0.03057088
            790       1.387814    0.024681463       1.387814    0.024681463       1.387814    0.024681463
            800      1.3169884     0.02620356      1.3169884     0.02620356      1.3169884     0.02620356
            810      1.2723741    0.023593121      1.2723741    0.023593121      1.2723741    0.023593121
            820      1.1796042    0.021691612      1.1796042    0.021691612      1.1796042    0.021691612
            830      1.1162737    0.021201961      1.1162737    0.021201961      1.1162737    0.021201961
            840      1.1125812     0.02156859      1.1125812     0.02156859      1.1125812     0.02156859
            850       1.082756    0.021080359       1.082756    0.021080359       1.082756    0.021080359
            860     0.98441069    0.022760966     0.98441069    0.022760966     0.98441069    0.022760966
            870     0.99064592    0.020145479     0.99064592    0.020145479     0.99064592    0.020145479
            880     0.90540966    0.019865029     0.90540966    0.019865029     0.90540966    0.019865029
            890     0.86887183    0.019473409     0.86887183    0.019473409     0.86887183    0.019473409
            900     0.87569229    0.019941764     0.87569229    0.019941764     0.87569229    0.019941764
            910     0.82139379     0.02006373     0.82139379     0.02006373     0.82139379     0.02006373
            920     0.84336386    0.045611245     0.84336386    0.045611245     0.84336386    0.045611245
            930     0.75045277    0.018196645     0.75045277    0.018196645     0.75045277    0.018196645
            940     0.74566048     0.01728132     0.74566048     0.01728132     0.74566048     0.01728132
            950     0.72295589    0.019263146     0.72295589    0.019263146     0.72295589    0.019263146
            960     0.66655303    0.017599815     0.66655303    0.017599815     0.66655303    0.017599815
            970     0.66707229    0.020879374     0.66707229    0.020879374     0.66707229    0.020879374
            980     0.59926366    0.015387976     0.59926366    0.015387976     0.59926366    0.015387976
            990     0.59700787    0.016089953     0.59700787    0.016089953     0.59700787    0.016089953
           1000     0.59700787    0.016089953     0.59700787    0.016089953     0.59700787    0.016089953
