# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23031.054      6.8289507      23031.054      6.8289507      23031.054      6.8289507
              1      23031.054      6.8289507      23031.054      6.8289507      23031.054      6.8289507
