# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0       155.1832      1.1302127       155.1832      1.1302127       155.1832      1.1302127
            0.4      147.14383      1.1187445      147.14383      1.1187445      147.14383      1.1187445
            0.8      127.93536      1.0326772      127.93536      1.0326772      127.93536      1.0326772
            1.2      104.57497     0.94423068      104.57497     0.94423068      104.57497     0.94423068
            1.6      74.453322     0.78741606      74.453322     0.78741606      74.453322     0.78741606
              2      45.935116     0.61897528      45.935116     0.61897528      45.935116     0.61897528
            2.4      45.935116     0.61897528      45.935116     0.61897528      45.935116     0.61897528
