# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.23078504    0.029319955     0.23078504    0.029319955     0.23078504    0.029319955
              1     0.62473898    0.047609917     0.62473898    0.047609917     0.62473898    0.047609917
              2      1.1349066    0.067652812      1.1349066    0.067652812      1.1349066    0.067652812
              3      1.6405461    0.078980186      1.6405461    0.078980186      1.6405461    0.078980186
              4      2.2247901    0.090663102      2.2247901    0.090663102      2.2247901    0.090663102
              5      2.5914035    0.098027234      2.5914035    0.098027234      2.5914035    0.098027234
              6      3.3421449     0.11251565      3.3421449     0.11251565      3.3421449     0.11251565
              7      4.0320006     0.12700264      4.0320006     0.12700264      4.0320006     0.12700264
              8      5.0152889     0.14265318      5.0152889     0.14265318      5.0152889     0.14265318
              9      5.2927311     0.14316476      5.2927311     0.14316476      5.2927311     0.14316476
             10      6.2098161     0.15444526      6.2098161     0.15444526      6.2098161     0.15444526
             11      7.2708087      0.1812374      7.2708087      0.1812374      7.2708087      0.1812374
             12      7.5079215     0.17123342      7.5079215     0.17123342      7.5079215     0.17123342
             13      8.3183977      0.1844039      8.3183977      0.1844039      8.3183977      0.1844039
             14      9.1806459     0.19052369      9.1806459     0.19052369      9.1806459     0.19052369
             15       9.751233     0.19583478       9.751233     0.19583478       9.751233     0.19583478
             16      10.856269     0.20877148      10.856269     0.20877148      10.856269     0.20877148
             17      11.702849     0.21687237      11.702849     0.21687237      11.702849     0.21687237
             18      12.435436     0.21967026      12.435436     0.21967026      12.435436     0.21967026
             19      13.168785     0.22723561      13.168785     0.22723561      13.168785     0.22723561
             20      14.509074     0.23698051      14.509074     0.23698051      14.509074     0.23698051
             21      14.484489     0.23824026      14.484489     0.23824026      14.484489     0.23824026
             22      16.277238     0.26546529      16.277238     0.26546529      16.277238     0.26546529
             23      17.138245     0.25790498      17.138245     0.25790498      17.138245     0.25790498
             24      17.968063     0.26561859      17.968063     0.26561859      17.968063     0.26561859
             25      18.834823     0.27433656      18.834823     0.27433656      18.834823     0.27433656
             26      19.094223     0.27502559      19.094223     0.27502559      19.094223     0.27502559
             27      20.606852     0.28450328      20.606852     0.28450328      20.606852     0.28450328
             28      21.625306      0.2933054      21.625306      0.2933054      21.625306      0.2933054
             29       22.44331     0.29930678       22.44331     0.29930678       22.44331     0.29930678
             30      23.324046     0.30165872      23.324046     0.30165872      23.324046     0.30165872
             31      24.926452     0.30989277      24.926452     0.30989277      24.926452     0.30989277
             32      26.201856     0.32150538      26.201856     0.32150538      26.201856     0.32150538
             33      27.008252     0.32758836      27.008252     0.32758836      27.008252     0.32758836
             34      27.444903     0.34930915      27.444903     0.34930915      27.444903     0.34930915
             35      28.679663     0.33645469      28.679663     0.33645469      28.679663     0.33645469
             36      29.132195     0.33836114      29.132195     0.33836114      29.132195     0.33836114
             37       31.53601     0.35405379       31.53601     0.35405379       31.53601     0.35405379
             38      31.718233     0.35658931      31.718233     0.35658931      31.718233     0.35658931
             39      32.730671       0.358816      32.730671       0.358816      32.730671       0.358816
             40      34.421549     0.36654929      34.421549     0.36654929      34.421549     0.36654929
             41      35.455707     0.37376125      35.455707     0.37376125      35.455707     0.37376125
             42      36.722755     0.38359579      36.722755     0.38359579      36.722755     0.38359579
             43      38.204856     0.38774382      38.204856     0.38774382      38.204856     0.38774382
             44      39.665723     0.40277974      39.665723     0.40277974      39.665723     0.40277974
             45      40.880061     0.39999265      40.880061     0.39999265      40.880061     0.39999265
             46      42.469481     0.41088754      42.469481     0.41088754      42.469481     0.41088754
             47      43.360416     0.41207407      43.360416     0.41207407      43.360416     0.41207407
             48      45.279277     0.42566339      45.279277     0.42566339      45.279277     0.42566339
             49      47.297711     0.42952496      47.297711     0.42952496      47.297711     0.42952496
             50      47.297711     0.42952496      47.297711     0.42952496      47.297711     0.42952496
