#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      125.29914      2.4245255      125.29914      2.4245255      125.29914      2.4245255
           -4.9      158.58582      2.7028861      158.58582      2.7028861      158.58582      2.7028861
           -4.8      192.38131      2.9917349      192.38131      2.9917349      192.38131      2.9917349
           -4.7      230.55221      3.3095683      230.55221      3.3095683      230.55221      3.3095683
           -4.6      283.44359      3.6618303      283.44359      3.6618303      283.44359      3.6618303
           -4.5      345.68908      4.0362529      345.68908      4.0362529      345.68908      4.0362529
           -4.4      420.26997      4.4286847      420.26997      4.4286847      420.26997      4.4286847
           -4.3      504.82947      4.8497151      504.82947      4.8497151      504.82947      4.8497151
           -4.2      614.68628      5.3432657      614.68628      5.3432657      614.68628      5.3432657
           -4.1      723.56529      5.8211916      723.56529      5.8211916      723.56529      5.8211916
             -4      841.37293      6.3006239      841.37293      6.3006239      841.37293      6.3006239
           -3.9      996.29182      6.8158888      996.29182      6.8158888      996.29182      6.8158888
           -3.8      1146.9774      7.3149544      1146.9774      7.3149544      1146.9774      7.3149544
           -3.7      1325.6015      7.9414123      1325.6015      7.9414123      1325.6015      7.9414123
           -3.6       1503.446      8.2631874       1503.446      8.2631874       1503.446      8.2631874
           -3.5      1707.8921      8.8088626      1707.8921      8.8088626      1707.8921      8.8088626
           -3.4      1903.4694      9.2994786      1903.4694      9.2994786      1903.4694      9.2994786
           -3.3      2120.9689      9.8477299      2120.9689      9.8477299      2120.9689      9.8477299
           -3.2      2321.4076        10.1984      2321.4076        10.1984      2321.4076        10.1984
           -3.1      2535.9949      10.566717      2535.9949      10.566717      2535.9949      10.566717
             -3      2720.7307      11.018551      2720.7307      11.018551      2720.7307      11.018551
           -2.9      2931.1483      11.295922      2931.1483      11.295922      2931.1483      11.295922
           -2.8      3116.6111      11.623881      3116.6111      11.623881      3116.6111      11.623881
           -2.7      3302.8453      11.913268      3302.8453      11.913268      3302.8453      11.913268
           -2.6      3471.3253      12.181215      3471.3253      12.181215      3471.3253      12.181215
           -2.5      3626.3591      12.411006      3626.3591      12.411006      3626.3591      12.411006
           -2.4      3732.2699      12.600441      3732.2699      12.600441      3732.2699      12.600441
           -2.3        3890.31      12.990118        3890.31      12.990118        3890.31      12.990118
           -2.2      3975.9506      12.956753      3975.9506      12.956753      3975.9506      12.956753
           -2.1      4064.3026      13.023901      4064.3026      13.023901      4064.3026      13.023901
             -2      4139.9165      13.133293      4139.9165      13.133293      4139.9165      13.133293
           -1.9      4212.3666      13.257549      4212.3666      13.257549      4212.3666      13.257549
           -1.8      4249.0107      13.212963      4249.0107      13.212963      4249.0107      13.212963
           -1.7       4316.549      13.297678       4316.549      13.297678       4316.549      13.297678
           -1.6      4345.6649      13.270116      4345.6649      13.270116      4345.6649      13.270116
           -1.5       4373.238      13.379477       4373.238      13.379477       4373.238      13.379477
           -1.4       4379.676      13.272882       4379.676      13.272882       4379.676      13.272882
           -1.3      4399.1418      13.301209      4399.1418      13.301209      4399.1418      13.301209
           -1.2      4425.7429      13.356469      4425.7429      13.356469      4425.7429      13.356469
           -1.1      4447.5298      13.307641      4447.5298      13.307641      4447.5298      13.307641
             -1      4421.4717      13.242803      4421.4717      13.242803      4421.4717      13.242803
           -0.9      4436.8341       13.28655      4436.8341       13.28655      4436.8341       13.28655
           -0.8      4425.2015      13.207972      4425.2015      13.207972      4425.2015      13.207972
           -0.7      4399.2323      13.205842      4399.2323      13.205842      4399.2323      13.205842
           -0.6      4411.5612      13.185001      4411.5612      13.185001      4411.5612      13.185001
           -0.5      4422.9265      13.260606      4422.9265      13.260606      4422.9265      13.260606
           -0.4      4404.7026      13.173736      4404.7026      13.173736      4404.7026      13.173736
           -0.3      4412.1661      13.151945      4412.1661      13.151945      4412.1661      13.151945
           -0.2      4406.0431      13.204163      4406.0431      13.204163      4406.0431      13.204163
           -0.1      4409.3398      13.453332      4409.3398      13.453332      4409.3398      13.453332
              0      4391.7523      13.143531      4391.7523      13.143531      4391.7523      13.143531
            0.1       4385.736      13.146262       4385.736      13.146262       4385.736      13.146262
            0.2       4407.058      13.144485       4407.058      13.144485       4407.058      13.144485
            0.3      4430.0031      13.239617      4430.0031      13.239617      4430.0031      13.239617
            0.4      4414.5377      13.293677      4414.5377      13.293677      4414.5377      13.293677
            0.5      4417.6396      13.228975      4417.6396      13.228975      4417.6396      13.228975
            0.6       4421.198      13.289123       4421.198      13.289123       4421.198      13.289123
            0.7      4420.7337      13.236875      4420.7337      13.236875      4420.7337      13.236875
            0.8      4417.7928      13.354079      4417.7928      13.354079      4417.7928      13.354079
            0.9       4407.128       13.84422       4407.128       13.84422       4407.128       13.84422
              1      4417.9851      13.303807      4417.9851      13.303807      4417.9851      13.303807
            1.1      4420.2446      13.536707      4420.2446      13.536707      4420.2446      13.536707
            1.2      4398.5392      13.381316      4398.5392      13.381316      4398.5392      13.381316
            1.3       4391.981       13.29054       4391.981       13.29054       4391.981       13.29054
            1.4      4366.4471      13.399392      4366.4471      13.399392      4366.4471      13.399392
            1.5       4346.299      13.410134       4346.299      13.410134       4346.299      13.410134
            1.6       4328.628      13.326017       4328.628      13.326017       4328.628      13.326017
            1.7      4269.1199      13.281312      4269.1199      13.281312      4269.1199      13.281312
            1.8      4210.7669      13.533705      4210.7669      13.533705      4210.7669      13.533705
            1.9      4146.9868      13.165518      4146.9868      13.165518      4146.9868      13.165518
              2      4081.5011      13.081744      4081.5011      13.081744      4081.5011      13.081744
            2.1      3969.4005      12.933239      3969.4005      12.933239      3969.4005      12.933239
            2.2      3859.1977      13.465632      3859.1977      13.465632      3859.1977      13.465632
            2.3      3736.8732      12.670768      3736.8732      12.670768      3736.8732      12.670768
            2.4      3592.9409       12.46844      3592.9409       12.46844      3592.9409       12.46844
            2.5      3474.0804      12.259926      3474.0804      12.259926      3474.0804      12.259926
            2.6      3286.0933       12.01606      3286.0933       12.01606      3286.0933       12.01606
            2.7       3123.731      11.749457       3123.731      11.749457       3123.731      11.749457
            2.8      2913.2404      11.401328      2913.2404      11.401328      2913.2404      11.401328
            2.9       2734.635       11.11664       2734.635       11.11664       2734.635       11.11664
              3      2523.8778      10.847004      2523.8778      10.847004      2523.8778      10.847004
            3.1      2338.8005      10.266521      2338.8005      10.266521      2338.8005      10.266521
            3.2       2121.757      9.8902912       2121.757      9.8902912       2121.757      9.8902912
            3.3      1914.8455      9.3678091      1914.8455      9.3678091      1914.8455      9.3678091
            3.4      1722.6615      8.9290652      1722.6615      8.9290652      1722.6615      8.9290652
            3.5      1514.4829      8.4180905      1514.4829      8.4180905      1514.4829      8.4180905
            3.6      1331.8678       8.011799      1331.8678       8.011799      1331.8678       8.011799
            3.7      1161.9745      7.4363998      1161.9745      7.4363998      1161.9745      7.4363998
            3.8      1000.6036      6.8924915      1000.6036      6.8924915      1000.6036      6.8924915
            3.9      859.66483      6.4078905      859.66483      6.4078905      859.66483      6.4078905
              4      713.24759      5.8776564      713.24759      5.8776564      713.24759      5.8776564
            4.1      613.33895      5.4612429      613.33895      5.4612429      613.33895      5.4612429
            4.2       509.5801      4.9263593       509.5801      4.9263593       509.5801      4.9263593
            4.3       417.6087      4.4500349       417.6087      4.4500349       417.6087      4.4500349
            4.4      349.01352      4.0755567      349.01352      4.0755567      349.01352      4.0755567
            4.5       277.6571       3.661953       277.6571       3.661953       277.6571       3.661953
            4.6      232.11703      3.3632385      232.11703      3.3632385      232.11703      3.3632385
            4.7       194.7139      3.0354787       194.7139      3.0354787       194.7139      3.0354787
            4.8      160.54856      2.7670436      160.54856      2.7670436      160.54856      2.7670436
            4.9      130.33491      2.5391795      130.33491      2.5391795      130.33491      2.5391795
              5      130.33491      2.5391795      130.33491      2.5391795      130.33491      2.5391795
