# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      28144.365       6.396492      28144.365       6.396492      28144.365       6.396492
              1      28144.365       6.396492      28144.365       6.396492      28144.365       6.396492
