#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            230     0.46224549    0.018664786     0.46224549    0.018664786     0.46224549    0.018664786
            235     0.41568348    0.017791292     0.41568348    0.017791292     0.41568348    0.017791292
            240     0.43629057    0.018352931     0.43629057    0.018352931     0.43629057    0.018352931
            245       0.402597    0.018724493       0.402597    0.018724493       0.402597    0.018724493
            250     0.35794603    0.016195019     0.35794603    0.016195019     0.35794603    0.016195019
            255     0.31310923    0.017358311     0.31310923    0.017358311     0.31310923    0.017358311
            260     0.31835189    0.015818031     0.31835189    0.015818031     0.31835189    0.015818031
            265     0.27547545    0.014108092     0.27547545    0.014108092     0.27547545    0.014108092
            270     0.27333377    0.014493655     0.27333377    0.014493655     0.27333377    0.014493655
            275     0.24328087    0.014649603     0.24328087    0.014649603     0.24328087    0.014649603
            280     0.23597905    0.013168893     0.23597905    0.013168893     0.23597905    0.013168893
            285     0.20940496    0.012490235     0.20940496    0.012490235     0.20940496    0.012490235
            290     0.18122904     0.01192039     0.18122904     0.01192039     0.18122904     0.01192039
            295     0.17399022    0.011463848     0.17399022    0.011463848     0.17399022    0.011463848
            300     0.15138313    0.010649809     0.15138313    0.010649809     0.15138313    0.010649809
            305     0.14849612     0.01060824     0.14849612     0.01060824     0.14849612     0.01060824
            310     0.13514152     0.01058507     0.13514152     0.01058507     0.13514152     0.01058507
            315     0.12921343    0.010507314     0.12921343    0.010507314     0.12921343    0.010507314
            320     0.12935821   0.0098392363     0.12935821   0.0098392363     0.12935821   0.0098392363
            325     0.13000671   0.0097797674     0.13000671   0.0097797674     0.13000671   0.0097797674
            330     0.10536205   0.0092908374     0.10536205   0.0092908374     0.10536205   0.0092908374
            335     0.11687234    0.010518927     0.11687234    0.010518927     0.11687234    0.010518927
            340    0.095070197   0.0085174505    0.095070197   0.0085174505    0.095070197   0.0085174505
            345     0.08117941   0.0077923665     0.08117941   0.0077923665     0.08117941   0.0077923665
            350    0.074747086   0.0076574827    0.074747086   0.0076574827    0.074747086   0.0076574827
            355    0.070764055     0.00766873    0.070764055     0.00766873    0.070764055     0.00766873
            360    0.073235197   0.0071475595    0.073235197   0.0071475595    0.073235197   0.0071475595
            365    0.070202697   0.0078488107    0.070202697   0.0078488107    0.070202697   0.0078488107
            370    0.062441732   0.0068693278    0.062441732   0.0068693278    0.062441732   0.0068693278
            375    0.063882914   0.0065343674    0.063882914   0.0065343674    0.063882914   0.0065343674
            380    0.055902638   0.0067858447    0.055902638   0.0067858447    0.055902638   0.0067858447
            385    0.052347264   0.0061228727    0.052347264   0.0061228727    0.052347264   0.0061228727
            390    0.060536575   0.0065485292    0.060536575   0.0065485292    0.060536575   0.0065485292
            395    0.053675433   0.0065947141    0.053675433   0.0065947141    0.053675433   0.0065947141
            400    0.045430591   0.0062128638    0.045430591   0.0062128638    0.045430591   0.0062128638
            405    0.045117224   0.0055839805    0.045117224   0.0055839805    0.045117224   0.0055839805
            410    0.047419803    0.006071521    0.047419803    0.006071521    0.047419803    0.006071521
            415    0.039655984   0.0059052366    0.039655984   0.0059052366    0.039655984   0.0059052366
            420    0.027741476   0.0047283184    0.027741476   0.0047283184    0.027741476   0.0047283184
            425    0.027174095   0.0047231396    0.027174095   0.0047231396    0.027174095   0.0047231396
            430    0.041574075   0.0069571076    0.041574075   0.0069571076    0.041574075   0.0069571076
            435     0.02860502   0.0051547623     0.02860502   0.0051547623     0.02860502   0.0051547623
            440    0.032846535   0.0049924143    0.032846535   0.0049924143    0.032846535   0.0049924143
            445    0.020944823   0.0039282268    0.020944823   0.0039282268    0.020944823   0.0039282268
            450    0.021247106    0.004260449    0.021247106    0.004260449    0.021247106    0.004260449
            455    0.030541595   0.0050035232    0.030541595   0.0050035232    0.030541595   0.0050035232
            460    0.029608839   0.0052846198    0.029608839   0.0052846198    0.029608839   0.0052846198
            465    0.040223465     0.02080639    0.040223465     0.02080639    0.040223465     0.02080639
            470    0.013977736   0.0033504735    0.013977736   0.0033504735    0.013977736   0.0033504735
            475    0.015355473   0.0036555198    0.015355473   0.0036555198    0.015355473   0.0036555198
            480    0.015220492   0.0036671744    0.015220492   0.0036671744    0.015220492   0.0036671744
            485    0.019370886   0.0041278631    0.019370886   0.0041278631    0.019370886   0.0041278631
            490    0.018603917   0.0038994094    0.018603917   0.0038994094    0.018603917   0.0038994094
            495    0.015139705   0.0037258212    0.015139705   0.0037258212    0.015139705   0.0037258212
            500    0.015139705   0.0037258212    0.015139705   0.0037258212    0.015139705   0.0037258212
