#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1212.7491      1.0087515      1212.7491      1.0087515      1212.7491      1.0087515
              5      1482.5878      1.0483977      1482.5878      1.0483977      1482.5878      1.0483977
             10      944.16388     0.83339169      944.16388     0.83339169      944.16388     0.83339169
             15      588.48176     0.65746082      588.48176     0.65746082      588.48176     0.65746082
             20      382.27084     0.52990357      382.27084     0.52990357      382.27084     0.52990357
             25      259.30502     0.43584637      259.30502     0.43584637      259.30502     0.43584637
             30      183.77208     0.36594547      183.77208     0.36594547      183.77208     0.36594547
             35      133.53544     0.31120528      133.53544     0.31120528      133.53544     0.31120528
             40      99.865083     0.26944082      99.865083     0.26944082      99.865083     0.26944082
             45      75.655957     0.23467545      75.655957     0.23467545      75.655957     0.23467545
             50      58.855886     0.20642845      58.855886     0.20642845      58.855886     0.20642845
             55      46.716678     0.18265201      46.716678     0.18265201      46.716678     0.18265201
             60      37.430039     0.16499737      37.430039     0.16499737      37.430039     0.16499737
             65      30.195981     0.14709331      30.195981     0.14709331      30.195981     0.14709331
             70      25.100329     0.13529739      25.100329     0.13529739      25.100329     0.13529739
             75      20.532918      0.1224429      20.532918      0.1224429      20.532918      0.1224429
             80       17.22209     0.11123287       17.22209     0.11123287       17.22209     0.11123287
             85      14.205202     0.10225958      14.205202     0.10225958      14.205202     0.10225958
             90      12.259155    0.094129396      12.259155    0.094129396      12.259155    0.094129396
             95      10.511517    0.086810409      10.511517    0.086810409      10.511517    0.086810409
            100      8.8988909    0.081096042      8.8988909    0.081096042      8.8988909    0.081096042
            105      7.7586534    0.074219795      7.7586534    0.074219795      7.7586534    0.074219795
            110      6.6447595    0.068902992      6.6447595    0.068902992      6.6447595    0.068902992
            115       5.864775    0.065837026       5.864775    0.065837026       5.864775    0.065837026
            120      4.9647181     0.06088089      4.9647181     0.06088089      4.9647181     0.06088089
            125      4.5055489    0.057320738      4.5055489    0.057320738      4.5055489    0.057320738
            130      3.9584038    0.053926493      3.9584038    0.053926493      3.9584038    0.053926493
            135      3.4145432    0.049822499      3.4145432    0.049822499      3.4145432    0.049822499
            140      2.9551788    0.049575661      2.9551788    0.049575661      2.9551788    0.049575661
            145      2.6860795    0.044058243      2.6860795    0.044058243      2.6860795    0.044058243
            150      2.3951359    0.042685893      2.3951359    0.042685893      2.3951359    0.042685893
            155      2.1680231     0.04402986      2.1680231     0.04402986      2.1680231     0.04402986
            160      1.9295252    0.040273944      1.9295252    0.040273944      1.9295252    0.040273944
            165      1.7068225    0.035342939      1.7068225    0.035342939      1.7068225    0.035342939
            170      1.5214895    0.033026803      1.5214895    0.033026803      1.5214895    0.033026803
            175      1.4359003    0.033337976      1.4359003    0.033337976      1.4359003    0.033337976
            180       1.266954    0.030567905       1.266954    0.030567905       1.266954    0.030567905
            185       1.134755    0.028817551       1.134755    0.028817551       1.134755    0.028817551
            190      1.0303038    0.028430567      1.0303038    0.028430567      1.0303038    0.028430567
            195     0.92315132     0.02631393     0.92315132     0.02631393     0.92315132     0.02631393
            200     0.88197974    0.027995434     0.88197974    0.027995434     0.88197974    0.027995434
            205     0.77024362     0.02415708     0.77024362     0.02415708     0.77024362     0.02415708
            210     0.70689913    0.022659281     0.70689913    0.022659281     0.70689913    0.022659281
            215     0.60324989    0.021307102     0.60324989    0.021307102     0.60324989    0.021307102
            220     0.60500234    0.021276088     0.60500234    0.021276088     0.60500234    0.021276088
            225     0.56619928    0.020385343     0.56619928    0.020385343     0.56619928    0.020385343
