# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      75.923269     0.59573988      75.923269     0.59573988      75.923269     0.59573988
              1      275.75217      1.1432589      275.75217      1.1432589      275.75217      1.1432589
              2      436.68339      1.4757423      436.68339      1.4757423      436.68339      1.4757423
              3      538.88487      1.6317726      538.88487      1.6317726      538.88487      1.6317726
              4      591.76106      1.6999272      591.76106      1.6999272      591.76106      1.6999272
              5       619.6738      1.7273841       619.6738      1.7273841       619.6738      1.7273841
              6      626.30139      1.7098785      626.30139      1.7098785      626.30139      1.7098785
              7      632.84248      1.7027109      632.84248      1.7027109      632.84248      1.7027109
              8      623.73823      1.6817809      623.73823      1.6817809      623.73823      1.6817809
              9      611.71352      1.6607259      611.71352      1.6607259      611.71352      1.6607259
             10      600.61961      1.6305346      600.61961      1.6305346      600.61961      1.6305346
             11       589.6794       1.613763       589.6794       1.613763       589.6794       1.613763
             12      574.41452      1.5854191      574.41452      1.5854191      574.41452      1.5854191
             13      559.65865      1.5548638      559.65865      1.5548638      559.65865      1.5548638
             14      543.35095      1.5275575      543.35095      1.5275575      543.35095      1.5275575
             15      532.77429      1.5013228      532.77429      1.5013228      532.77429      1.5013228
             16      516.59612      1.4790112      516.59612      1.4790112      516.59612      1.4790112
             17      504.21854      1.4562688      504.21854      1.4562688      504.21854      1.4562688
             18      491.07637      1.4370259      491.07637      1.4370259      491.07637      1.4370259
             19      475.67779       1.415501      475.67779       1.415501      475.67779       1.415501
             20      464.74933      1.3855612      464.74933      1.3855612      464.74933      1.3855612
             21      452.19839      1.3615779      452.19839      1.3615779      452.19839      1.3615779
             22      440.89639      1.3519738      440.89639      1.3519738      440.89639      1.3519738
             23       428.5308      1.3242216       428.5308      1.3242216       428.5308      1.3242216
             24      415.99723      1.3032635      415.99723      1.3032635      415.99723      1.3032635
             25      404.12829      1.3289312      404.12829      1.3289312      404.12829      1.3289312
             26       392.6276      1.2652022       392.6276      1.2652022       392.6276      1.2652022
             27      381.69214      1.2519828      381.69214      1.2519828      381.69214      1.2519828
             28      372.29259      1.2244608      372.29259      1.2244608      372.29259      1.2244608
             29      363.07546      1.2074169      363.07546      1.2074169      363.07546      1.2074169
             30      352.40395      1.1929018      352.40395      1.1929018      352.40395      1.1929018
             31      343.95462      1.1800263      343.95462      1.1800263      343.95462      1.1800263
             32      333.85494      1.1606743      333.85494      1.1606743      333.85494      1.1606743
             33      325.00641      1.1398173      325.00641      1.1398173      325.00641      1.1398173
             34      316.21212      1.1388785      316.21212      1.1388785      316.21212      1.1388785
             35      307.70253      1.1092164      307.70253      1.1092164      307.70253      1.1092164
             36       298.2637      1.0887458       298.2637      1.0887458       298.2637      1.0887458
             37      290.57721       1.077998      290.57721       1.077998      290.57721       1.077998
             38      282.02368      1.0628598      282.02368      1.0628598      282.02368      1.0628598
             39      275.45679      1.0495141      275.45679      1.0495141      275.45679      1.0495141
             40      268.18249      1.0300747      268.18249      1.0300747      268.18249      1.0300747
             41      260.83554      1.0123995      260.83554      1.0123995      260.83554      1.0123995
             42      253.08651      1.0022409      253.08651      1.0022409      253.08651      1.0022409
             43      246.71778     0.98579279      246.71778     0.98579279      246.71778     0.98579279
             44      239.17963     0.97229001      239.17963     0.97229001      239.17963     0.97229001
             45      234.11811     0.97163011      234.11811     0.97163011      234.11811     0.97163011
             46      226.09812     0.94615506      226.09812     0.94615506      226.09812     0.94615506
             47      219.19636     0.92854347      219.19636     0.92854347      219.19636     0.92854347
             48      212.87836     0.91798926      212.87836     0.91798926      212.87836     0.91798926
             49      209.27152     0.90586033      209.27152     0.90586033      209.27152     0.90586033
             50      209.27152     0.90586033      209.27152     0.90586033      209.27152     0.90586033
