#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2082.596      2.8800071       2082.596      2.8800071       2082.596      2.8800071
              1       2082.596      2.8800071       2082.596      2.8800071       2082.596      2.8800071
