# y_bbZ-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.26600876     0.16146125     0.26600876     0.16146125     0.26600876     0.16146125
           -4.9      2.0440905      1.2262047      2.0440905      1.2262047      2.0440905      1.2262047
           -4.8      3.2387018      0.4825757      3.2387018      0.4825757      3.2387018      0.4825757
           -4.7      8.2896937     0.81332243      8.2896937     0.81332243      8.2896937     0.81332243
           -4.6      19.423499      1.1654657      19.423499      1.1654657      19.423499      1.1654657
           -4.5      39.696072      1.6926215      39.696072      1.6926215      39.696072      1.6926215
           -4.4      76.756323      2.2896085      76.756323      2.2896085      76.756323      2.2896085
           -4.3      135.16789      2.9852644      135.16789      2.9852644      135.16789      2.9852644
           -4.2      211.69365      3.6065173      211.69365      3.6065173      211.69365      3.6065173
           -4.1      320.78711      4.3693713      320.78711      4.3693713      320.78711      4.3693713
             -4      445.30386      5.1108478      445.30386      5.1108478      445.30386      5.1108478
           -3.9      599.20829      5.7722298      599.20829      5.7722298      599.20829      5.7722298
           -3.8      767.22901      6.4796101      767.22901      6.4796101      767.22901      6.4796101
           -3.7      971.56224       7.156265      971.56224       7.156265      971.56224       7.156265
           -3.6      1164.3266      7.8569408      1164.3266      7.8569408      1164.3266      7.8569408
           -3.5      1384.3957      8.3712247      1384.3957      8.3712247      1384.3957      8.3712247
           -3.4      1622.3469      8.8806097      1622.3469      8.8806097      1622.3469      8.8806097
           -3.3      1834.3166      9.3940863      1834.3166      9.3940863      1834.3166      9.3940863
           -3.2      2027.5465      9.8055079      2027.5465      9.8055079      2027.5465      9.8055079
           -3.1      2243.0888      10.433242      2243.0888      10.433242      2243.0888      10.433242
             -3      2422.1129      10.544905      2422.1129      10.544905      2422.1129      10.544905
           -2.9       2571.484      10.818599       2571.484      10.818599       2571.484      10.818599
           -2.8      2699.3887      11.015937      2699.3887      11.015937      2699.3887      11.015937
           -2.7       2859.567       11.25346       2859.567       11.25346       2859.567       11.25346
           -2.6      2969.8047      11.477172      2969.8047      11.477172      2969.8047      11.477172
           -2.5      3086.7141      11.660707      3086.7141      11.660707      3086.7141      11.660707
           -2.4      3154.0578      11.648311      3154.0578      11.648311      3154.0578      11.648311
           -2.3      3236.7429      11.716985      3236.7429      11.716985      3236.7429      11.716985
           -2.2      3272.6021      11.795017      3272.6021      11.795017      3272.6021      11.795017
           -2.1      3341.1913       11.82008      3341.1913       11.82008      3341.1913       11.82008
             -2      3392.7646       11.88941      3392.7646       11.88941      3392.7646       11.88941
           -1.9      3420.5269      12.061297      3420.5269      12.061297      3420.5269      12.061297
           -1.8       3460.237      11.891847       3460.237      11.891847       3460.237      11.891847
           -1.7      3489.9497       11.94849      3489.9497       11.94849      3489.9497       11.94849
           -1.6      3499.7428      11.974306      3499.7428      11.974306      3499.7428      11.974306
           -1.5      3518.7232      11.964623      3518.7232      11.964623      3518.7232      11.964623
           -1.4       3582.815      12.014872       3582.815      12.014872       3582.815      12.014872
           -1.3      3577.6277       11.96606      3577.6277       11.96606      3577.6277       11.96606
           -1.2      3602.6004      12.061094      3602.6004      12.061094      3602.6004      12.061094
           -1.1      3591.0953      11.937668      3591.0953      11.937668      3591.0953      11.937668
             -1      3623.4667       11.97073      3623.4667       11.97073      3623.4667       11.97073
           -0.9      3626.4826        11.9782      3626.4826        11.9782      3626.4826        11.9782
           -0.8      3638.2388       11.95028      3638.2388       11.95028      3638.2388       11.95028
           -0.7      3650.1435      11.968813      3650.1435      11.968813      3650.1435      11.968813
           -0.6       3655.103      11.951805       3655.103      11.951805       3655.103      11.951805
           -0.5      3683.8695      11.999604      3683.8695      11.999604      3683.8695      11.999604
           -0.4      3682.5668      12.095421      3682.5668      12.095421      3682.5668      12.095421
           -0.3       3660.712      11.947627       3660.712      11.947627       3660.712      11.947627
           -0.2      3669.0907      11.967782      3669.0907      11.967782      3669.0907      11.967782
           -0.1      3684.0881      11.977683      3684.0881      11.977683      3684.0881      11.977683
              0      3671.0329       11.97948      3671.0329       11.97948      3671.0329       11.97948
            0.1      3671.5059      11.977231      3671.5059      11.977231      3671.5059      11.977231
            0.2      3663.8627      12.239744      3663.8627      12.239744      3663.8627      12.239744
            0.3      3674.3476       11.96466      3674.3476       11.96466      3674.3476       11.96466
            0.4      3668.0671      11.997188      3668.0671      11.997188      3668.0671      11.997188
            0.5      3640.7868      11.985096      3640.7868      11.985096      3640.7868      11.985096
            0.6      3644.1587      11.963523      3644.1587      11.963523      3644.1587      11.963523
            0.7      3640.8717      11.979181      3640.8717      11.979181      3640.8717      11.979181
            0.8      3622.5754      11.989674      3622.5754      11.989674      3622.5754      11.989674
            0.9      3589.5389       12.02138      3589.5389       12.02138      3589.5389       12.02138
              1      3607.5479      12.024122      3607.5479      12.024122      3607.5479      12.024122
            1.1      3566.3034      12.010347      3566.3034      12.010347      3566.3034      12.010347
            1.2      3563.6678       12.13327      3563.6678       12.13327      3563.6678       12.13327
            1.3      3523.0347      11.946936      3523.0347      11.946936      3523.0347      11.946936
            1.4      3547.0176      12.035112      3547.0176      12.035112      3547.0176      12.035112
            1.5      3496.6128      12.101513      3496.6128      12.101513      3496.6128      12.101513
            1.6      3490.6342      12.023836      3490.6342      12.023836      3490.6342      12.023836
            1.7      3442.2988      11.940953      3442.2988      11.940953      3442.2988      11.940953
            1.8      3431.2461      12.199447      3431.2461      12.199447      3431.2461      12.199447
            1.9      3385.6164      11.878804      3385.6164      11.878804      3385.6164      11.878804
              2      3339.7952      11.884672      3339.7952      11.884672      3339.7952      11.884672
            2.1       3310.668      11.919277       3310.668      11.919277       3310.668      11.919277
            2.2      3219.2653      11.837982      3219.2653      11.837982      3219.2653      11.837982
            2.3      3154.8209      11.671888      3154.8209      11.671888      3154.8209      11.671888
            2.4      3090.3498      11.988829      3090.3498      11.988829      3090.3498      11.988829
            2.5      2993.0808      11.501303      2993.0808      11.501303      2993.0808      11.501303
            2.6      2853.9885      11.327252      2853.9885      11.327252      2853.9885      11.327252
            2.7      2736.9773      11.180491      2736.9773      11.180491      2736.9773      11.180491
            2.8       2587.001       10.91695       2587.001       10.91695       2587.001       10.91695
            2.9      2388.9859      10.672261      2388.9859      10.672261      2388.9859      10.672261
              3       2218.334      10.371245       2218.334      10.371245       2218.334      10.371245
            3.1       2057.531      9.9950984       2057.531      9.9950984       2057.531      9.9950984
            3.2      1835.4744      9.5043971      1835.4744      9.5043971      1835.4744      9.5043971
            3.3      1622.9145      9.0466224      1622.9145      9.0466224      1622.9145      9.0466224
            3.4      1383.6977       8.498043      1383.6977       8.498043      1383.6977       8.498043
            3.5      1173.0045      7.8814307      1173.0045      7.8814307      1173.0045      7.8814307
            3.6      965.23308      7.2440842      965.23308      7.2440842      965.23308      7.2440842
            3.7      780.51945      6.5974934      780.51945      6.5974934      780.51945      6.5974934
            3.8      601.45409      5.9089471      601.45409      5.9089471      601.45409      5.9089471
            3.9      443.46795      5.1887106      443.46795      5.1887106      443.46795      5.1887106
              4       318.3699      4.5078775       318.3699      4.5078775       318.3699      4.5078775
            4.1      213.85855      3.7469275      213.85855      3.7469275      213.85855      3.7469275
            4.2      131.93782      2.9912594      131.93782      2.9912594      131.93782      2.9912594
            4.3      77.778127      2.3011593      77.778127      2.3011593      77.778127      2.3011593
            4.4      39.119235      1.7261079      39.119235      1.7261079      39.119235      1.7261079
            4.5      19.881357      1.2471786      19.881357      1.2471786      19.881357      1.2471786
            4.6      7.9068618     0.83940207      7.9068618     0.83940207      7.9068618     0.83940207
            4.7      2.1987221     0.48674912      2.1987221     0.48674912      2.1987221     0.48674912
            4.8     0.29519685     0.35094177     0.29519685     0.35094177     0.29519685     0.35094177
            4.9      0.1634685     0.28053304      0.1634685     0.28053304      0.1634685     0.28053304
              5      0.1634685     0.28053304      0.1634685     0.28053304      0.1634685     0.28053304
