# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      2.0975739    0.089509031      2.0975739    0.089509031      2.0975739    0.089509031
              1      6.6800385     0.16279043      6.6800385     0.16279043      6.6800385     0.16279043
              2      11.730343     0.21892978      11.730343     0.21892978      11.730343     0.21892978
              3      17.247861     0.26354905      17.247861     0.26354905      17.247861     0.26354905
              4      23.548777     0.31406037      23.548777     0.31406037      23.548777     0.31406037
              5      30.558277     0.35632635      30.558277     0.35632635      30.558277     0.35632635
              6      37.647955     0.39278051      37.647955     0.39278051      37.647955     0.39278051
              7      46.558318      0.4379891      46.558318      0.4379891      46.558318      0.4379891
              8      56.411779      0.4904901      56.411779      0.4904901      56.411779      0.4904901
              9      64.632619     0.51707488      64.632619     0.51707488      64.632619     0.51707488
             10      75.527633      0.5570319      75.527633      0.5570319      75.527633      0.5570319
             11      87.668502     0.60402351      87.668502     0.60402351      87.668502     0.60402351
             12      99.700649      0.6390207      99.700649      0.6390207      99.700649      0.6390207
             13      112.08183     0.68490885      112.08183     0.68490885      112.08183     0.68490885
             14      125.58264     0.72385404      125.58264     0.72385404      125.58264     0.72385404
             15      140.26214     0.76312407      140.26214     0.76312407      140.26214     0.76312407
             16      157.23848     0.80682498      157.23848     0.80682498      157.23848     0.80682498
             17      174.62436     0.85176948      174.62436     0.85176948      174.62436     0.85176948
             18      191.69549     0.89909422      191.69549     0.89909422      191.69549     0.89909422
             19      206.20699     0.92655369      206.20699     0.92655369      206.20699     0.92655369
             20      234.54652     0.98603465      234.54652     0.98603465      234.54652     0.98603465
             21      250.56114      1.0120264      250.56114      1.0120264      250.56114      1.0120264
             22      266.40968      1.0536449      266.40968      1.0536449      266.40968      1.0536449
             23      281.06342      1.0715787      281.06342      1.0715787      281.06342      1.0715787
             24      291.20477      1.0919082      291.20477      1.0919082      291.20477      1.0919082
             25      298.70224      1.1031021      298.70224      1.1031021      298.70224      1.1031021
             26      302.81364      1.1112275      302.81364      1.1112275      302.81364      1.1112275
             27      306.95442      1.1266912      306.95442      1.1266912      306.95442      1.1266912
             28      309.93989      1.1196686      309.93989      1.1196686      309.93989      1.1196686
             29      310.99348      1.1212473      310.99348      1.1212473      310.99348      1.1212473
             30        310.588        1.19756        310.588        1.19756        310.588        1.19756
             31      309.71666      1.1212909      309.71666      1.1212909      309.71666      1.1212909
             32      306.39915      1.1146177      306.39915      1.1146177      306.39915      1.1146177
             33      303.06403      1.1032515      303.06403      1.1032515      303.06403      1.1032515
             34      298.64384      1.1067119      298.64384      1.1067119      298.64384      1.1067119
             35      294.03657      1.0868774      294.03657      1.0868774      294.03657      1.0868774
             36      288.68131      1.0725206      288.68131      1.0725206      288.68131      1.0725206
             37       283.2373      1.0649325       283.2373      1.0649325       283.2373      1.0649325
             38      276.69864      1.0542957      276.69864      1.0542957      276.69864      1.0542957
             39      270.88558       1.043522      270.88558       1.043522      270.88558       1.043522
             40      265.00824      1.0253312      265.00824      1.0253312      265.00824      1.0253312
             41      257.89656      1.0081596      257.89656      1.0081596      257.89656      1.0081596
             42      250.62351     0.99771583      250.62351     0.99771583      250.62351     0.99771583
             43      244.32858     0.98143719      244.32858     0.98143719      244.32858     0.98143719
             44      237.06194     0.97237581      237.06194     0.97237581      237.06194     0.97237581
             45      231.85076     0.96946102      231.85076     0.96946102      231.85076     0.96946102
             46      224.32954     0.94334662      224.32954     0.94334662      224.32954     0.94334662
             47      217.91064      0.9263881      217.91064      0.9263881      217.91064      0.9263881
             48      211.80241     0.91699637      211.80241     0.91699637      211.80241     0.91699637
             49      208.21242     0.90444964      208.21242     0.90444964      208.21242     0.90444964
             50      208.21242     0.90444964      208.21242     0.90444964      208.21242     0.90444964
