# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      2.9767553     0.02232185      2.9767553     0.02232185      2.9767553     0.02232185
             50      3.1639633    0.022960009      3.1639633    0.022960009      3.1639633    0.022960009
             70      2.1273476    0.018794531      2.1273476    0.018794531      2.1273476    0.018794531
             90      1.3909138    0.015153581      1.3909138    0.015153581      1.3909138    0.015153581
            110     0.78051816   0.0080078376     0.78051816   0.0080078376     0.78051816   0.0080078376
            150     0.36974891    0.005153101     0.36974891    0.005153101     0.36974891    0.005153101
            200     0.36974891    0.005153101     0.36974891    0.005153101     0.36974891    0.005153101
