#    pt_j2-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      541.58694      1.5511706      541.58694      1.5511706      541.58694      1.5511706
              1      935.57861      2.0578749      935.57861      2.0578749      935.57861      2.0578749
              2      1159.0304      2.2929968      1159.0304      2.2929968      1159.0304      2.2929968
              3      1244.1969       2.346525      1244.1969       2.346525      1244.1969       2.346525
              4      1242.9514      2.3374487      1242.9514      2.3374487      1242.9514      2.3374487
              5      1186.6337      2.2617582      1186.6337      2.2617582      1186.6337      2.2617582
              6      1118.4613       2.182932      1118.4613       2.182932      1118.4613       2.182932
              7      1047.3512      2.0920463      1047.3512      2.0920463      1047.3512      2.0920463
              8      971.21243      2.0103989      971.21243      2.0103989      971.21243      2.0103989
              9      901.89103      1.9526316      901.89103      1.9526316      901.89103      1.9526316
             10      832.17335       1.842696      832.17335       1.842696      832.17335       1.842696
             11      764.52962      1.7651697      764.52962      1.7651697      764.52962      1.7651697
             12      709.00998      1.6935245      709.00998      1.6935245      709.00998      1.6935245
             13      655.25241      1.6332353      655.25241      1.6332353      655.25241      1.6332353
             14       603.8456      1.5540175       603.8456      1.5540175       603.8456      1.5540175
             15      563.65123      1.5019275      563.65123      1.5019275      563.65123      1.5019275
             16      518.16711        1.44141      518.16711        1.44141      518.16711        1.44141
             17      482.54903      1.3986008      482.54903      1.3986008      482.54903      1.3986008
             18      449.03037      1.3411493      449.03037      1.3411493      449.03037      1.3411493
             19      417.47571      1.2837359      417.47571      1.2837359      417.47571      1.2837359
             20       389.3261      1.2407351       389.3261      1.2407351       389.3261      1.2407351
             21      362.07191      1.2012604      362.07191      1.2012604      362.07191      1.2012604
             22      339.55036      1.1554807      339.55036      1.1554807      339.55036      1.1554807
             23      317.42557      1.1169458      317.42557      1.1169458      317.42557      1.1169458
             24      295.06049      1.0823561      295.06049      1.0823561      295.06049      1.0823561
             25      278.47938       1.061445      278.47938       1.061445      278.47938       1.061445
             26      259.10525      1.0064389      259.10525      1.0064389      259.10525      1.0064389
             27      244.19363      0.9762344      244.19363      0.9762344      244.19363      0.9762344
             28      229.14498     0.94555583      229.14498     0.94555583      229.14498     0.94555583
             29       214.0317     0.91571708       214.0317     0.91571708       214.0317     0.91571708
             30      203.54999     0.89023066      203.54999     0.89023066      203.54999     0.89023066
             31      189.98319     0.85915836      189.98319     0.85915836      189.98319     0.85915836
             32      182.03881     0.83784233      182.03881     0.83784233      182.03881     0.83784233
             33      170.09243     0.81296823      170.09243     0.81296823      170.09243     0.81296823
             34      159.99839     0.79040392      159.99839     0.79040392      159.99839     0.79040392
             35      152.20025      0.7685865      152.20025      0.7685865      152.20025      0.7685865
             36      143.64906       0.745917      143.64906       0.745917      143.64906       0.745917
             37      137.63379     0.72921145      137.63379     0.72921145      137.63379     0.72921145
             38      128.30965     0.70486463      128.30965     0.70486463      128.30965     0.70486463
             39      122.98461     0.68787469      122.98461     0.68787469      122.98461     0.68787469
             40      116.82677      0.6753842      116.82677      0.6753842      116.82677      0.6753842
             41      111.06581     0.65547688      111.06581     0.65547688      111.06581     0.65547688
             42      104.87214     0.63718401      104.87214     0.63718401      104.87214     0.63718401
             43      100.32448      0.6214729      100.32448      0.6214729      100.32448      0.6214729
             44        95.1787     0.60699566        95.1787     0.60699566        95.1787     0.60699566
             45      90.914194     0.59395121      90.914194     0.59395121      90.914194     0.59395121
             46      85.239194     0.57412356      85.239194     0.57412356      85.239194     0.57412356
             47      82.266684     0.56426708      82.266684     0.56426708      82.266684     0.56426708
             48       77.87659     0.54995507       77.87659     0.54995507       77.87659     0.54995507
             49      76.028612      0.5439431      76.028612      0.5439431      76.028612      0.5439431
             50      76.028612      0.5439431      76.028612      0.5439431      76.028612      0.5439431
