#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      6106.5002      4.6802902      6106.5002      4.6802902      6106.5002      4.6802902
            0.5      1943.3094      2.6213418      1943.3094      2.6213418      1943.3094      2.6213418
            1.5      262.09032       0.934307      262.09032       0.934307      262.09032       0.934307
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
