# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      262.09032       0.934307      262.09032       0.934307      262.09032       0.934307
              1      262.09032       0.934307      262.09032       0.934307      262.09032       0.934307
