#  y_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5    0.084449802    0.059971357    0.084449802    0.059971357    0.084449802    0.059971357
           -4.4              0              0              0              0              0              0
           -4.3   -0.045437009    0.045434737   -0.045437009    0.045434737   -0.045437009    0.045434737
           -4.2     0.59171063     0.15911934     0.59171063     0.15911934     0.59171063     0.15911934
           -4.1     0.79287402     0.18867872     0.79287402     0.18867872     0.79287402     0.18867872
             -4      1.1664508     0.22892965      1.1664508     0.22892965      1.1664508     0.22892965
           -3.9      2.7980463     0.36051376      2.7980463     0.36051376      2.7980463     0.36051376
           -3.8      4.5656614     0.44773525      4.5656614     0.44773525      4.5656614     0.44773525
           -3.7      5.8649901     0.50299416      5.8649901     0.50299416      5.8649901     0.50299416
           -3.6      11.126712     0.71460035      11.126712     0.71460035      11.126712     0.71460035
           -3.5      14.639844     0.83951669      14.639844     0.83951669      14.639844     0.83951669
           -3.4      24.539011      1.0229036      24.539011      1.0229036      24.539011      1.0229036
           -3.3      34.577611      1.2122311      34.577611      1.2122311      34.577611      1.2122311
           -3.2      44.571857      1.3774929      44.571857      1.3774929      44.571857      1.3774929
           -3.1      61.747283      2.4633577      61.747283      2.4633577      61.747283      2.4633577
             -3      77.611587      1.8143458      77.611587      1.8143458      77.611587      1.8143458
           -2.9      95.192982      1.9883353      95.192982      1.9883353      95.192982      1.9883353
           -2.8      116.18566      2.2570946      116.18566      2.2570946      116.18566      2.2570946
           -2.7      139.09258      2.4360592      139.09258      2.4360592      139.09258      2.4360592
           -2.6      164.37315      2.9991788      164.37315      2.9991788      164.37315      2.9991788
           -2.5      183.87662      2.7346871      183.87662      2.7346871      183.87662      2.7346871
           -2.4      211.00552      2.9380296      211.00552      2.9380296      211.00552      2.9380296
           -2.3      228.46643      3.0964509      228.46643      3.0964509      228.46643      3.0964509
           -2.2      254.35911       3.196881      254.35911       3.196881      254.35911       3.196881
           -2.1       279.6731      3.3598118       279.6731      3.3598118       279.6731      3.3598118
             -2      303.83007      3.4808133      303.83007      3.4808133      303.83007      3.4808133
           -1.9      323.88351      3.6073485      323.88351      3.6073485      323.88351      3.6073485
           -1.8       344.0212      3.6863607       344.0212      3.6863607       344.0212      3.6863607
           -1.7      363.78288      3.8489641      363.78288      3.8489641      363.78288      3.8489641
           -1.6      378.13446       3.908707      378.13446       3.908707      378.13446       3.908707
           -1.5      398.31522      4.1320768      398.31522      4.1320768      398.31522      4.1320768
           -1.4      416.15736      4.0919478      416.15736      4.0919478      416.15736      4.0919478
           -1.3      426.72127      4.1080622      426.72127      4.1080622      426.72127      4.1080622
           -1.2      432.55611      4.1470167      432.55611      4.1470167      432.55611      4.1470167
           -1.1      435.16296      4.2735031      435.16296      4.2735031      435.16296      4.2735031
             -1      443.72614      4.1812041      443.72614      4.1812041      443.72614      4.1812041
           -0.9      456.60828      4.2900222      456.60828      4.2900222      456.60828      4.2900222
           -0.8       454.3571      4.2855246       454.3571      4.2855246       454.3571      4.2855246
           -0.7       457.4582      4.2906168       457.4582      4.2906168       457.4582      4.2906168
           -0.6      462.04869      4.3439221      462.04869      4.3439221      462.04869      4.3439221
           -0.5      468.77213      4.4539744      468.77213      4.4539744      468.77213      4.4539744
           -0.4      478.80882      4.4394659      478.80882      4.4394659      478.80882      4.4394659
           -0.3      473.16016       4.268899      473.16016       4.268899      473.16016       4.268899
           -0.2      476.07317      4.3201348      476.07317      4.3201348      476.07317      4.3201348
           -0.1      484.35076      4.3407255      484.35076      4.3407255      484.35076      4.3407255
              0      466.97284       4.268809      466.97284       4.268809      466.97284       4.268809
            0.1       467.5295      4.2566804       467.5295      4.2566804       467.5295      4.2566804
            0.2       481.3003      5.1059061       481.3003      5.1059061       481.3003      5.1059061
            0.3      473.50402      4.3277518      473.50402      4.3277518      473.50402      4.3277518
            0.4      470.33809      4.3659798      470.33809      4.3659798      470.33809      4.3659798
            0.5      469.62303      4.3538525      469.62303      4.3538525      469.62303      4.3538525
            0.6      466.57225      4.3542522      466.57225      4.3542522      466.57225      4.3542522
