#  pt_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.260919     0.10005368      12.260919     0.10005368      12.260919     0.10005368
              5      47.161789     0.19765797      47.161789     0.19765797      47.161789     0.19765797
             10      100.11225      0.2868413      100.11225      0.2868413      100.11225      0.2868413
             15      174.00549     0.37769811      174.00549     0.37769811      174.00549     0.37769811
             20      264.75711     0.46084315      264.75711     0.46084315      264.75711     0.46084315
             25      305.88073     0.49184437      305.88073     0.49184437      305.88073     0.49184437
             30      305.68234     0.49766816      305.68234     0.49766816      305.68234     0.49766816
             35      282.70788     0.46942078      282.70788     0.46942078      282.70788     0.46942078
             40      250.98377     0.44035917      250.98377     0.44035917      250.98377     0.44035917
             45      218.82115     0.41243865      218.82115     0.41243865      218.82115     0.41243865
             50      191.95327     0.38820709      191.95327     0.38820709      191.95327     0.38820709
             55      167.50601     0.36026539      167.50601     0.36026539      167.50601     0.36026539
             60      146.48718     0.33526017      146.48718     0.33526017      146.48718     0.33526017
             65      128.04271     0.31463708      128.04271     0.31463708      128.04271     0.31463708
             70      111.65064     0.29362762      111.65064     0.29362762      111.65064     0.29362762
             75      97.755004     0.27874507      97.755004     0.27874507      97.755004     0.27874507
             80      86.215282     0.25801515      86.215282     0.25801515      86.215282     0.25801515
             85      75.763655      0.2475455      75.763655      0.2475455      75.763655      0.2475455
             90      66.887807     0.22662908      66.887807     0.22662908      66.887807     0.22662908
             95      59.114284     0.21317586      59.114284     0.21317586      59.114284     0.21317586
            100      51.829745     0.19938263      51.829745     0.19938263      51.829745     0.19938263
            105      45.692525     0.18736285      45.692525     0.18736285      45.692525     0.18736285
            110      40.796123      0.1795291      40.796123      0.1795291      40.796123      0.1795291
            115       36.09778     0.16718289       36.09778     0.16718289       36.09778     0.16718289
            120      32.411148      0.1590418      32.411148      0.1590418      32.411148      0.1590418
            125      28.948269      0.1500868      28.948269      0.1500868      28.948269      0.1500868
            130      25.668438     0.14187944      25.668438     0.14187944      25.668438     0.14187944
            135       23.14627     0.13503169       23.14627     0.13503169       23.14627     0.13503169
