#    pt_j1-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       66.44087     0.51762814       66.44087     0.51762814       66.44087     0.51762814
              1      292.87865      1.1237852      292.87865      1.1237852      292.87865      1.1237852
              2      464.44422      1.5065068      464.44422      1.5065068      464.44422      1.5065068
              3       548.5097      1.6445905       548.5097      1.6445905       548.5097      1.6445905
              4      597.17438      1.7110901      597.17438      1.7110901      597.17438      1.7110901
              5      611.16612      1.7196641      611.16612      1.7196641      611.16612      1.7196641
              6      619.38971      1.7092147      619.38971      1.7092147      619.38971      1.7092147
              7      615.75022      1.6861492      615.75022      1.6861492      615.75022      1.6861492
              8      603.88842       1.658828      603.88842       1.658828      603.88842       1.658828
              9      594.33619      1.6375265      594.33619      1.6375265      594.33619      1.6375265
             10      579.22409      1.6092679      579.22409      1.6092679      579.22409      1.6092679
             11      567.21156      1.5963243      567.21156      1.5963243      567.21156      1.5963243
             12      555.22932      1.5564401      555.22932      1.5564401      555.22932      1.5564401
             13      540.79493      1.5287863      540.79493      1.5287863      540.79493      1.5287863
             14      526.68588      1.5097152      526.68588      1.5097152      526.68588      1.5097152
             15      510.67232      1.4758114      510.67232      1.4758114      510.67232      1.4758114
             16      498.24461      1.4611082      498.24461      1.4611082      498.24461      1.4611082
             17      487.53347      1.4361562      487.53347      1.4361562      487.53347      1.4361562
             18      472.34267      1.4523072      472.34267      1.4523072      472.34267      1.4523072
             19      461.48764      1.3986383      461.48764      1.3986383      461.48764      1.3986383
             20      448.74757      1.3646898      448.74757      1.3646898      448.74757      1.3646898
             21       436.8813      1.3483336       436.8813      1.3483336       436.8813      1.3483336
             22       425.6567       1.326034       425.6567       1.326034       425.6567       1.326034
             23      417.24108      1.3058562      417.24108      1.3058562      417.24108      1.3058562
             24      404.07217      1.2987648      404.07217      1.2987648      404.07217      1.2987648
             25      392.00761      1.2625035      392.00761      1.2625035      392.00761      1.2625035
             26      383.54172      1.2518105      383.54172      1.2518105      383.54172      1.2518105
             27      374.43174      1.2390177      374.43174      1.2390177      374.43174      1.2390177
             28      361.22339      1.2117898      361.22339      1.2117898      361.22339      1.2117898
             29      352.49531       1.263037      352.49531       1.263037      352.49531       1.263037
             30      342.30237        1.17357      342.30237        1.17357      342.30237        1.17357
             31      334.65598      1.1591927      334.65598      1.1591927      334.65598      1.1591927
             32      325.16373      1.1427631      325.16373      1.1427631      325.16373      1.1427631
             33      316.39541      1.1260313      316.39541      1.1260313      316.39541      1.1260313
             34      306.12383      1.1139845      306.12383      1.1139845      306.12383      1.1139845
             35        298.335       1.096045        298.335       1.096045        298.335       1.096045
             36       291.7842      1.0813723       291.7842      1.0813723       291.7842      1.0813723
             37      284.18271      1.0634217      284.18271      1.0634217      284.18271      1.0634217
             38      275.21349      1.0485033      275.21349      1.0485033      275.21349      1.0485033
             39      268.70021      1.0320428      268.70021      1.0320428      268.70021      1.0320428
             40      261.74931      1.0198232      261.74931      1.0198232      261.74931      1.0198232
             41      254.86252      1.0087929      254.86252      1.0087929      254.86252      1.0087929
             42      250.61531     0.99680345      250.61531     0.99680345      250.61531     0.99680345
             43      242.04183      0.9765652      242.04183      0.9765652      242.04183      0.9765652
             44       235.0639     0.96241182       235.0639     0.96241182       235.0639     0.96241182
             45      228.79735     0.95223946      228.79735     0.95223946      228.79735     0.95223946
             46      221.26292     0.93969991      221.26292     0.93969991      221.26292     0.93969991
             47       215.7298     0.94404379       215.7298     0.94404379       215.7298     0.94404379
             48      210.73327     0.91246302      210.73327     0.91246302      210.73327     0.91246302
             49       204.5826     0.89437259       204.5826     0.89437259       204.5826     0.89437259
             50       204.5826     0.89437259       204.5826     0.89437259       204.5826     0.89437259
